,External,Year,session 1,session 2,test 1,forum_Q_phase1,forum_A_phase1,office_hours_phase1,dropped_after_test_1
9051,1,3,20,59,2,1.98,2.97,0.66,0
9052,0,1,94,79,1,1.32,0.99,0.99,0
9053,0,2,5,5,4,0.99,5.61,1.98,0
9054,1,2,74,79,3,6.2700000000000005,1.6500000000000001,0.33,0
9055,1,1,15,28,5,4.62,4.95,1.98,0
9056,1,3,32,45,4,2.0,0.0,0.0,0
9057,1,2,85,98,1,0.99,3.3000000000000003,1.32,0
9058,1,2,25,52,3,4.0,2.0,0.0,1
9059,1,3,38,59,4,1.5,0.5,0.5,0
9060,0,3,64,58,3,3.5,2.0,0.0,0
9061,0,1,6,12,4,8.58,1.6500000000000001,1.98,0
9062,1,3,13,78,5,4.29,1.98,0.66,0
9063,0,2,67,88,1,3.6300000000000003,2.64,1.32,0
9064,0,3,7,2,1,0.0,0.33,0.33,0
9065,0,3,7,5,1,0.99,0.66,0.66,0
9066,0,3,2,4,2,0.0,0.66,0.33,0
9067,1,3,60,32,5,4.95,1.6500000000000001,0.99,0
9068,1,3,1,6,4,7.590000000000001,3.96,1.98,0
9069,1,2,99,98,3,3.6300000000000003,1.98,1.32,0
9070,1,1,17,8,1,2.31,6.2700000000000005,0.33,0
9071,1,3,11,28,5,0.0,3.6300000000000003,0.33,0
9072,0,2,2,10,2,0.33,0.99,0.66,0
9073,1,1,50,42,1,0.5,0.5,0.5,0
9074,0,3,2,21,4,0.99,4.95,2.31,0
9075,1,1,20,49,1,3.2,1.2000000000000002,0.0,0
9076,0,2,65,12,3,4.62,7.590000000000001,1.32,0
9077,1,3,7,6,1,0.0,0.66,0.66,0
9078,1,3,66,73,3,5.94,3.3000000000000003,0.33,0
9079,0,2,77,21,2,3.3000000000000003,6.6000000000000005,1.32,0
9080,1,3,57,53,4,1.98,1.6500000000000001,0.99,0
9081,1,3,10,76,4,0.33,0.33,0.66,0
9082,1,3,17,53,5,5.61,1.98,0.99,0
9083,1,1,58,21,1,0.5,0.5,0.0,0
9084,1,2,41,82,1,4.29,3.96,1.32,0
9085,0,3,89,60,1,2.31,1.98,1.6500000000000001,0
9086,0,3,24,17,3,4.95,7.590000000000001,1.98,0
9087,1,2,55,87,5,0.99,5.94,0.99,0
9088,1,1,1,95,4,2.31,0.66,0.0,0
9089,1,3,2,2,5,0.66,0.33,0.33,0
9090,0,3,8,14,5,0.33,0.99,0.66,0
9091,1,3,15,51,5,4.62,1.6500000000000001,1.32,0
9092,0,1,16,9,5,2.64,4.29,1.6500000000000001,0
9093,1,2,53,86,3,0.99,0.66,0.66,0
9094,1,1,94,26,5,3.96,2.97,2.31,0
9095,1,2,58,25,3,0.0,1.0,0.5,0
9096,1,1,26,40,3,2.0,0.0,0.5,0
9097,1,2,13,9,5,3.0,0.0,1.0,1
9098,0,2,14,19,4,2.97,5.94,1.32,0
9099,1,2,25,40,1,2.64,6.930000000000001,2.31,0
9100,1,1,22,38,4,2.0,0.0,0.0,0
9101,1,2,42,67,2,4.95,1.98,1.32,0
9102,1,3,25,25,4,0.0,1.0,1.0,1
9103,0,1,60,39,4,1.32,3.3000000000000003,0.99,0
9104,1,2,92,77,4,0.99,1.6500000000000001,0.66,0
9105,1,2,97,80,2,2.64,4.62,0.66,0
9106,1,3,87,2,2,0.99,1.98,0.99,0
9107,0,3,8,1,1,0.66,0.99,0.66,0
9108,1,1,87,84,2,2.0,0.8,0.4,0
9109,1,2,74,71,3,2.31,1.32,0.33,0
9110,1,3,58,45,5,0.0,0.0,0.4,0
9111,1,3,7,8,5,1.32,0.66,0.33,0
9112,1,3,25,47,5,3.0,2.0,1.0,1
9113,0,3,1,5,1,0.66,0.99,0.33,0
9114,1,3,18,43,4,4.0,1.0,1.0,1
9115,1,3,1,50,2,1.6500000000000001,1.98,2.97,0
9116,1,1,45,45,2,1.5,0.0,0.0,0
9117,1,3,99,29,4,0.8,0.8,0.4,0
9118,0,1,19,22,5,6.930000000000001,2.31,1.98,0
9119,0,3,6,10,5,0.99,0.99,0.33,0
9120,1,1,0,17,5,0.0,0.0,0.0,1
9121,0,2,10,22,4,7.260000000000001,1.6500000000000001,2.31,0
9122,1,3,16,51,4,2.0,0.0,1.0,1
9123,1,1,56,80,3,1.6500000000000001,1.6500000000000001,2.64,0
9124,0,1,18,25,4,8.25,5.28,2.64,0
9125,1,3,2,13,1,0.33,0.33,0.33,0
9126,1,2,13,91,1,4.29,6.2700000000000005,0.33,0
9127,0,3,8,16,1,0.33,0.33,0.66,0
9128,1,1,18,9,5,2.0,0.0,0.0,1
9129,0,2,90,24,1,5.94,6.2700000000000005,0.99,0
9130,1,3,12,46,3,0.0,2.0,1.0,1
9131,0,1,60,71,2,2.97,3.96,2.97,0
9132,1,2,13,7,5,8.91,4.62,1.32,0
9133,1,3,87,91,1,2.5,1.0,0.0,0
9134,1,2,78,20,1,0.99,2.31,0.99,0
9135,0,2,6,9,4,6.930000000000001,0.99,1.6500000000000001,0
9136,0,3,1,5,1,0.66,0.66,0.33,0
9137,1,2,42,52,3,2.31,1.32,0.0,0
9138,1,2,6,15,5,0.0,0.33,0.33,0
9139,1,3,16,24,5,6.930000000000001,1.32,2.31,0
9140,1,3,38,65,1,1.6500000000000001,1.6500000000000001,1.32,0
9141,1,2,74,57,5,3.3000000000000003,3.6300000000000003,0.33,0
9142,0,3,52,2,1,3.6,1.2000000000000002,1.2000000000000002,0
9143,0,2,16,8,5,4.95,4.62,2.64,0
9144,1,2,54,52,3,2.31,2.64,1.32,0
9145,0,2,11,11,5,4.62,4.62,1.98,0
9146,0,3,34,73,3,6.2700000000000005,3.96,0.66,0
9147,0,1,50,74,4,0.99,4.62,2.64,0
9148,1,2,89,40,1,2.97,1.98,1.6500000000000001,0
9149,1,1,73,2,3,2.8000000000000003,0.0,0.4,0
9150,0,2,13,13,4,6.930000000000001,0.99,2.64,0
9151,1,1,57,21,3,0.0,0.5,0.0,0
9152,1,3,29,11,5,4.0,0.0,0.0,1
9153,0,3,12,79,5,3.6,1.2000000000000002,1.2000000000000002,0
9154,1,1,19,41,1,2.97,2.64,0.0,0
9155,0,2,7,3,2,0.33,0.66,0.66,0
9156,1,1,71,35,4,0.66,1.6500000000000001,0.66,0
9157,1,2,69,77,4,4.62,2.64,0.99,0
9158,0,3,7,13,1,0.33,0.99,0.33,0
9159,1,1,77,40,5,4.0,0.4,0.4,0
9160,1,3,3,91,2,3.6,1.6,0.0,0
9161,0,3,81,99,5,3.2,0.8,1.2000000000000002,0
9162,0,1,4,1,5,2.64,1.32,1.98,0
9163,0,3,9,14,1,1.32,0.99,0.66,0
9164,0,2,98,69,1,2.64,3.6300000000000003,0.66,0
9165,0,2,3,10,2,0.0,0.33,0.66,0
9166,1,3,28,78,5,4.29,1.6500000000000001,0.99,0
9167,1,2,59,34,3,0.66,2.97,0.99,0
9168,1,3,71,76,2,2.31,1.98,1.6500000000000001,0
9169,0,2,94,75,1,4.95,0.99,1.6500000000000001,0
9170,1,2,34,46,1,1.0,0.5,0.5,0
9171,1,2,1,9,1,0.33,0.66,0.33,0
9172,1,1,66,39,3,4.62,6.6000000000000005,0.33,0
9173,0,3,6,1,2,1.32,0.33,0.66,0
9174,0,3,28,37,5,2.0,1.0,1.0,1
9175,1,3,44,47,3,1.5,0.5,0.5,0
9176,1,2,18,55,2,3.6,0.8,0.0,0
9177,0,3,64,66,3,2.0,0.0,0.0,0
9178,0,3,7,12,2,1.32,0.99,0.33,0
9179,0,3,49,28,2,1.32,4.29,0.99,0
9180,1,1,73,27,1,0.0,1.2000000000000002,0.4,0
9181,1,3,30,46,4,1.0,0.5,0.0,0
9182,0,3,5,6,5,0.99,0.33,0.66,0
9183,1,2,92,7,5,0.99,1.98,0.0,0
9184,1,3,7,3,2,1.32,0.99,0.33,0
9185,0,3,1,30,2,4.0,0.0,1.0,1
9186,0,2,2,20,5,4.62,0.99,1.6500000000000001,0
9187,1,3,67,7,2,3.96,0.99,0.33,0
9188,0,2,7,21,5,6.2700000000000005,2.97,1.6500000000000001,0
9189,0,1,5,7,4,9.57,3.6300000000000003,2.64,0
9190,1,3,3,44,5,5.94,0.33,0.33,0
9191,0,2,15,24,5,2.64,5.61,1.98,0
9192,1,1,18,17,3,0.0,1.0,1.0,1
9193,1,3,29,72,5,4.29,5.28,1.98,0
9194,0,2,60,32,1,5.94,2.31,0.99,0
9195,1,1,41,48,1,0.33,0.99,0.0,0
9196,0,2,19,26,5,4.95,2.31,2.31,0
9197,1,1,6,0,4,2.0,1.0,1.0,1
9198,0,3,27,68,1,3.5,1.5,0.0,0
9199,1,2,21,62,1,2.31,2.64,0.99,0
9200,1,3,30,91,3,0.33,2.64,2.64,0
9201,0,1,1,11,4,9.24,3.96,1.32,0
9202,1,3,72,63,4,3.3000000000000003,2.64,0.99,0
9203,1,3,80,85,2,2.64,1.32,0.33,0
9204,0,2,63,93,4,5.61,0.33,1.32,0
9205,1,3,55,68,5,4.62,2.64,1.6500000000000001,0
9206,1,3,73,70,2,4.29,1.6500000000000001,1.32,0
9207,1,2,20,57,1,2.0,1.2000000000000002,0.0,0
9208,1,3,86,95,4,1.98,2.97,0.99,0
9209,0,3,67,70,3,2.0,1.6,0.0,0
9210,1,3,40,62,4,3.6300000000000003,0.66,1.32,0
9211,0,2,16,2,5,7.0,2.0,0.0,1
9212,0,2,29,92,1,2.0,0.8,1.2000000000000002,0
9213,0,1,9,2,5,7.260000000000001,5.94,1.32,0
9214,1,3,77,61,2,4.29,1.98,0.99,0
9215,0,3,86,91,1,5.28,2.64,0.66,0
9216,0,3,48,59,3,3.96,4.62,2.31,0
9217,0,3,9,13,1,1.32,0.66,0.66,0
9218,1,1,31,65,2,2.64,0.33,0.0,0
9219,0,3,8,15,2,0.99,0.99,0.66,0
9220,0,1,4,5,4,3.96,5.94,1.6500000000000001,0
9221,0,2,12,1,5,5.94,0.99,2.31,0
9222,1,1,30,59,3,3.6,0.8,0.0,0
9223,0,2,81,51,1,2.0,1.0,1.0,0
9224,1,3,46,76,3,4.29,1.98,1.6500000000000001,0
9225,0,3,7,16,5,4.0,2.0,1.0,1
9226,1,3,43,63,5,1.6500000000000001,2.97,1.32,0
9227,0,3,41,53,4,3.5,0.5,0.0,0
9228,0,2,78,36,1,5.94,2.64,1.6500000000000001,0
9229,1,3,59,75,5,1.6500000000000001,2.64,0.99,0
9230,1,3,10,97,1,0.99,1.32,0.66,0
9231,0,3,1,15,5,0.33,0.33,0.33,0
9232,1,2,58,31,2,0.5,0.5,0.0,0
9233,0,2,5,25,4,1.32,2.64,1.32,0
9234,0,3,6,14,1,0.66,0.66,0.33,0
9235,1,2,66,78,4,3.3000000000000003,0.99,0.66,0
9236,1,1,77,64,4,3.6,0.4,0.0,0
9237,1,3,29,53,3,3.0,0.0,1.0,1
9238,0,3,19,23,5,8.58,0.99,2.31,0
9239,1,3,27,68,3,4.62,1.98,0.66,0
9240,0,2,56,68,2,3.5,1.0,0.5,0
9241,1,3,45,76,2,4.95,2.97,0.66,0
9242,0,2,62,89,1,3.96,2.64,0.33,0
9243,0,3,5,10,1,0.33,0.33,0.33,0
9244,1,3,94,93,1,1.32,2.64,0.66,0
9245,0,3,9,4,1,1.32,0.33,0.66,0
9246,0,3,9,13,1,0.0,0.66,0.33,0
9247,0,3,69,79,1,5.94,2.31,0.33,0
9248,0,2,2,9,2,0.66,0.99,0.33,0
9249,0,2,6,19,5,6.6000000000000005,6.2700000000000005,2.64,0
9250,1,2,29,40,1,4.95,6.6000000000000005,1.6500000000000001,0
9251,0,3,81,77,3,5.61,7.92,0.66,0
9252,0,2,18,9,4,2.64,3.3000000000000003,1.32,0
9253,1,3,69,77,3,5.28,3.6300000000000003,0.99,0
9254,1,2,58,87,5,4.62,1.98,0.99,0
9255,1,3,51,53,3,3.3000000000000003,1.6500000000000001,1.6500000000000001,0
9256,1,1,57,22,4,0.0,0.5,0.0,0
9257,1,3,58,0,1,1.32,0.99,0.66,0
9258,0,3,8,14,2,0.99,0.99,0.33,0
9259,1,2,17,21,4,3.3000000000000003,6.2700000000000005,2.31,0
9260,1,1,27,59,1,1.98,1.6500000000000001,0.0,0
9261,1,2,39,39,1,1.5,0.0,0.5,0
9262,1,1,16,6,3,2.0,0.0,0.0,1
9263,1,2,5,14,4,5.94,2.97,2.31,0
9264,1,2,87,50,1,3.96,2.97,0.33,0
9265,1,3,6,2,5,0.0,0.0,1.0,1
9266,1,1,40,31,4,1.6,1.2000000000000002,0.0,0
9267,1,1,62,39,1,2.97,1.32,0.33,0
9268,0,3,59,15,3,0.0,0.4,0.4,0
9269,1,2,58,37,2,0.5,1.0,0.5,0
9270,0,2,63,97,4,3.6300000000000003,3.6300000000000003,0.99,0
9271,1,1,48,56,4,1.32,1.32,0.0,0
9272,1,1,58,30,1,2.4000000000000004,0.0,0.0,0
9273,1,2,14,91,1,0.66,5.61,0.66,0
9274,1,3,42,63,5,2.97,1.98,1.32,0
9275,1,1,30,49,2,0.0,0.0,0.5,0
9276,0,3,21,35,2,2.0,1.0,1.0,1
9277,0,1,94,97,2,2.64,4.95,0.66,0
9278,1,2,81,41,4,2.97,2.31,1.32,0
9279,1,3,72,75,4,3.96,2.31,0.66,0
9280,1,2,48,40,1,2.0,0.0,0.0,0
9281,0,3,36,51,4,3.0,1.0,1.0,0
9282,1,1,56,22,5,2.4000000000000004,0.0,0.4,0
9283,0,3,4,16,2,0.0,0.99,0.66,0
9284,1,2,12,67,2,3.96,1.6500000000000001,0.99,0
9285,0,2,5,7,5,0.99,2.97,1.6500000000000001,0
9286,1,1,41,54,1,2.0,0.5,0.0,0
9287,1,3,32,76,5,1.32,0.66,1.32,0
9288,0,1,17,26,4,1.98,3.96,2.64,0
9289,0,3,9,13,1,0.99,0.99,0.33,0
9290,0,1,12,8,4,3.3000000000000003,4.29,1.32,0
9291,1,3,17,78,2,3.6,1.2000000000000002,0.4,0
9292,0,3,5,16,1,0.33,0.66,0.66,0
9293,0,2,1,4,5,0.99,0.33,0.66,0
9294,1,3,27,43,2,0.0,0.5,0.0,0
9295,0,2,15,12,4,3.96,4.95,1.98,0
9296,1,3,16,54,5,2.0,1.0,0.0,1
9297,1,1,73,37,2,1.98,1.32,0.0,0
9298,0,3,24,60,4,1.0,1.5,0.0,0
9299,1,2,33,44,2,0.0,0.0,0.0,0
9300,0,1,9,24,4,6.2700000000000005,3.96,0.33,0
9301,0,3,7,9,1,1.32,0.33,0.66,0
9302,1,2,83,39,4,4.29,0.0,0.33,0
9303,1,1,3,11,5,2.0,1.0,1.0,1
9304,1,3,1,15,5,2.0,1.0,1.0,1
9305,1,3,2,1,1,0.33,0.33,0.33,0
9306,0,2,1,8,5,1.32,0.99,0.66,0
9307,1,3,66,75,1,1.5,0.0,1.0,0
9308,1,3,61,80,2,2.64,0.0,0.33,0
9309,1,3,5,8,4,5.61,3.96,1.32,0
9310,0,3,1,7,1,0.0,0.99,0.33,0
9311,1,3,10,23,2,1.0,1.0,1.0,1
9312,0,1,17,9,5,4.62,2.64,1.32,0
9313,0,3,5,16,1,0.33,0.66,0.33,0
9314,1,3,29,41,2,1.6,0.0,0.0,0
9315,1,1,27,41,4,3.0,0.0,1.0,1
9316,1,1,81,67,2,4.29,3.6300000000000003,0.99,0
9317,1,3,57,51,2,1.2000000000000002,0.4,0.0,0
9318,1,3,7,8,1,1.32,0.33,0.66,0
9319,0,3,87,18,2,5.61,5.61,0.99,0
9320,1,2,20,79,1,5.28,2.64,0.66,0
9321,1,3,27,15,4,0.0,1.0,1.0,1
9322,1,1,9,48,1,0.0,0.0,0.4,0
9323,1,3,22,53,5,1.98,1.98,0.99,0
9324,1,3,2,2,1,1.32,0.66,0.66,0
9325,1,2,46,84,4,4.95,4.29,1.6500000000000001,0
9326,1,1,10,38,4,3.6300000000000003,5.61,1.6500000000000001,0
9327,0,3,76,95,1,2.64,2.97,0.66,0
9328,1,2,60,28,4,0.33,1.6500000000000001,0.66,0
9329,1,3,33,68,3,2.31,2.31,1.32,0
9330,1,1,17,36,1,1.98,1.32,0.33,0
9331,1,3,40,56,3,3.3000000000000003,2.64,1.6500000000000001,0
9332,1,1,80,98,1,3.96,0.99,0.66,0
9333,1,3,3,5,5,0.0,0.99,0.33,0
9334,1,2,96,52,1,2.31,0.33,0.99,0
9335,1,1,30,51,3,0.8,1.2000000000000002,0.4,0
9336,0,2,71,10,2,5.28,0.99,2.97,0
9337,1,3,74,52,5,1.6500000000000001,2.97,1.6500000000000001,0
9338,1,2,7,9,5,0.0,0.33,0.66,0
9339,1,3,51,59,3,0.5,0.5,0.0,0
9340,1,2,72,63,1,2.31,2.97,1.6500000000000001,0
9341,1,2,29,76,4,3.6300000000000003,2.64,1.32,0
9342,1,3,62,73,1,1.98,2.64,0.99,0
9343,0,2,6,16,2,7.0,2.0,0.0,1
9344,1,3,59,46,2,0.5,0.0,0.5,0
9345,1,1,25,55,4,2.0,2.0,1.0,1
9346,1,2,9,64,5,2.64,0.66,0.33,0
9347,1,1,21,50,4,1.0,0.5,0.5,0
9348,1,1,51,40,2,0.0,1.0,0.0,0
9349,1,1,13,20,5,0.99,1.32,1.6500000000000001,0
9350,1,3,66,46,4,2.4000000000000004,0.8,0.0,0
9351,1,2,95,3,1,0.66,1.32,0.0,0
9352,1,2,57,50,1,0.0,0.5,0.5,0
9353,1,1,49,92,2,1.32,0.33,0.33,0
9354,1,3,47,51,2,2.97,2.97,1.6500000000000001,0
9355,1,1,22,71,2,2.4000000000000004,0.0,0.4,0
9356,1,1,1,88,4,3.6300000000000003,7.590000000000001,2.97,0
9357,1,3,33,59,5,2.64,1.98,0.99,0
9358,0,2,25,54,4,2.0,1.5,0.0,0
9359,1,3,37,14,1,3.3000000000000003,0.33,0.66,0
9360,0,2,8,6,5,0.99,0.66,0.33,0
9361,1,2,47,61,2,5.61,2.97,0.66,0
9362,1,3,44,12,1,3.3000000000000003,2.64,0.0,0
9363,1,1,50,45,4,0.5,1.0,0.5,0
9364,0,3,86,35,1,2.97,1.98,0.66,0
9365,1,3,94,66,2,1.98,1.98,0.99,0
9366,1,2,62,88,3,4.29,7.260000000000001,1.32,0
9367,1,3,51,43,4,2.0,0.8,0.4,0
9368,0,3,3,7,1,0.33,0.66,0.33,0
9369,0,3,1,26,5,3.0,0.0,1.0,1
9370,1,1,5,16,5,1.6500000000000001,6.2700000000000005,2.31,0
9371,1,3,84,87,5,3.3000000000000003,1.6500000000000001,0.99,0
9372,1,1,5,13,2,2.8000000000000003,0.0,0.0,0
9373,1,3,26,2,4,5.28,6.2700000000000005,2.64,0
9374,1,1,79,16,4,2.8000000000000003,0.0,0.0,0
9375,1,3,53,70,2,4.62,1.98,1.32,0
9376,1,3,19,16,2,0.0,2.0,0.0,1
9377,0,2,3,5,1,0.33,0.33,0.33,0
9378,1,3,48,67,5,2.64,2.31,0.66,0
9379,0,3,58,83,1,1.5,1.5,0.5,0
9380,1,3,18,14,5,8.58,6.2700000000000005,2.31,0
9381,1,2,46,5,5,4.62,6.2700000000000005,1.32,0
9382,1,1,14,67,5,4.29,1.98,1.32,0
9383,0,1,4,28,5,3.6300000000000003,6.2700000000000005,1.98,0
9384,1,3,6,16,1,0.33,0.33,0.33,0
9385,1,3,12,41,4,0.0,2.0,0.0,1
9386,1,3,11,44,4,1.6,0.8,0.0,0
9387,1,1,28,36,2,1.0,1.0,1.0,1
9388,0,3,18,29,1,3.6,0.0,1.2000000000000002,0
9389,0,3,8,8,2,0.33,0.33,0.66,0
9390,0,3,6,5,5,0.0,0.66,0.33,0
9391,0,1,5,7,4,6.6000000000000005,4.95,1.6500000000000001,0
9392,1,1,14,13,1,0.4,0.8,0.4,0
9393,0,2,6,7,5,3.96,2.64,2.31,0
9394,1,3,15,15,5,0.0,1.0,0.0,1
9395,1,1,6,9,5,5.28,1.98,2.31,0
9396,1,1,43,62,1,1.32,1.98,0.33,0
9397,1,1,10,13,5,0.0,1.0,1.0,1
9398,0,3,70,35,1,3.3000000000000003,3.3000000000000003,0.33,0
9399,1,3,3,10,1,0.66,0.99,0.33,0
9400,0,1,18,20,4,1.6500000000000001,2.31,1.6500000000000001,0
9401,0,3,8,10,4,7.92,6.2700000000000005,2.64,0
9402,1,1,48,14,1,0.33,1.98,0.0,0
9403,1,3,7,1,5,8.58,5.28,1.98,0
9404,1,2,19,2,5,3.96,2.31,1.98,0
9405,1,1,85,76,1,4.62,0.0,0.0,0
9406,0,3,1,8,1,0.33,0.33,0.33,0
9407,0,3,62,94,3,1.0,0.5,1.0,0
9408,1,2,3,93,2,1.98,0.66,2.97,0
9409,1,2,81,21,2,2.64,1.32,1.32,0
9410,1,3,14,63,2,5.61,2.64,0.99,0
9411,1,3,70,60,1,1.6500000000000001,2.97,1.32,0
9412,1,3,65,76,4,2.64,1.98,1.32,0
9413,1,3,35,68,1,1.6500000000000001,2.31,1.32,0
9414,1,1,91,53,2,3.96,1.32,0.33,0
9415,1,3,65,53,2,4.62,1.98,1.6500000000000001,0
9416,0,2,18,13,4,9.24,3.3000000000000003,1.6500000000000001,0
9417,1,2,24,63,1,3.6300000000000003,2.97,0.99,0
9418,0,1,7,28,5,5.28,5.28,1.98,0
9419,1,3,29,74,1,3.96,1.98,1.32,0
9420,0,2,81,50,3,3.6300000000000003,1.6500000000000001,1.32,0
9421,0,3,83,2,5,3.6,1.2000000000000002,0.8,0
9422,0,3,95,95,2,1.98,1.6500000000000001,0.33,0
9423,0,3,89,69,3,1.98,2.97,1.32,0
9424,0,3,1,7,1,0.99,0.33,0.66,0
9425,0,3,9,7,2,0.66,0.99,0.33,0
9426,0,2,99,96,1,3.96,1.98,0.33,0
9427,1,2,6,14,1,0.0,0.33,0.33,0
9428,1,3,53,19,1,1.6,1.2000000000000002,0.4,0
9429,1,3,22,72,4,2.31,1.98,0.99,0
9430,0,2,86,10,5,4.0,0.8,0.8,0
9431,0,1,68,51,1,4.29,3.6300000000000003,1.6500000000000001,0
9432,1,3,77,84,2,0.99,7.260000000000001,0.99,0
9433,1,1,32,97,4,3.3000000000000003,0.0,0.99,0
9434,1,1,7,4,4,7.590000000000001,4.62,1.32,0
9435,0,2,13,26,5,2.97,6.6000000000000005,0.66,0
9436,0,3,1,3,5,0.0,0.33,0.33,0
9437,1,3,13,58,5,2.97,2.97,1.32,0
9438,1,3,12,31,5,0.0,0.0,0.0,1
9439,1,2,88,17,1,4.29,0.99,0.66,0
9440,0,3,95,73,5,1.6500000000000001,2.97,0.99,0
9441,0,3,5,14,2,0.99,0.99,0.33,0
9442,1,3,33,13,2,4.29,1.32,0.66,0
9443,0,2,86,42,3,3.6300000000000003,1.6500000000000001,0.99,0
9444,0,1,67,81,2,1.6500000000000001,2.31,0.66,0
9445,0,2,60,20,1,2.0,1.2000000000000002,1.2000000000000002,0
9446,1,1,75,22,2,1.98,4.62,0.99,0
9447,0,2,28,8,2,2.4000000000000004,1.2000000000000002,0.4,0
9448,1,2,1,7,5,1.32,0.33,0.33,0
9449,1,3,75,93,1,2.64,0.99,1.32,0
9450,1,3,63,66,1,3.3000000000000003,2.64,0.66,0
9451,1,3,11,67,2,4.62,2.97,0.99,0
9452,1,2,10,50,4,2.0,0.0,0.0,1
9453,0,3,1,5,2,0.33,0.99,0.33,0
9454,1,2,57,68,2,1.6500000000000001,2.97,1.32,0
9455,1,3,15,64,5,4.62,1.98,1.32,0
9456,1,3,90,4,5,4.62,1.32,0.33,0
9457,0,2,2,4,5,4.62,1.98,2.64,0
9458,0,3,57,15,1,1.32,5.61,0.66,0
9459,1,1,67,84,1,4.95,0.99,1.32,0
9460,1,3,9,24,4,7.260000000000001,1.6500000000000001,2.31,0
9461,1,3,20,52,2,1.5,0.5,0.0,0
9462,0,2,1,5,1,0.66,0.33,0.33,0
9463,1,3,30,50,1,1.98,1.98,0.99,0
9464,1,3,20,23,1,1.6,0.4,0.4,0
9465,1,1,14,6,5,1.0,0.0,1.0,1
9466,1,3,86,30,4,4.62,2.64,0.99,0
9467,1,3,72,4,1,3.6300000000000003,1.6500000000000001,0.0,0
9468,0,1,11,13,5,4.95,0.99,1.98,0
9469,1,1,6,27,4,4.29,5.94,1.98,0
9470,0,1,18,28,4,6.930000000000001,4.29,2.31,0
9471,1,3,22,72,1,3.2,1.2000000000000002,0.4,0
9472,0,3,9,14,5,1.32,0.33,0.66,0
9473,1,3,9,67,2,0.0,0.99,0.99,0
9474,1,3,44,54,3,2.31,1.6500000000000001,1.6500000000000001,0
9475,1,1,53,30,3,0.5,0.5,0.0,0
9476,1,2,56,27,3,0.5,0.5,0.5,0
9477,0,1,79,62,1,0.99,1.32,0.99,0
9478,0,1,10,27,4,5.94,6.2700000000000005,1.98,0
9479,0,3,25,20,5,5.0,2.0,0.0,1
9480,0,1,13,15,4,8.25,1.32,1.6500000000000001,0
9481,0,3,50,53,3,1.5,1.5,0.5,0
9482,1,1,62,74,5,0.66,1.32,0.99,0
9483,1,2,17,14,5,2.0,0.0,1.0,1
9484,0,2,64,74,1,4.29,2.31,0.33,0
9485,1,1,61,59,2,3.96,1.6500000000000001,0.99,0
9486,0,2,3,24,5,8.58,1.32,2.31,0
9487,0,1,13,1,5,5.61,4.95,2.31,0
9488,0,2,5,15,5,0.66,0.33,0.33,0
9489,0,2,8,4,2,0.33,0.99,0.33,0
9490,1,1,10,47,4,0.0,1.2000000000000002,0.4,0
9491,1,3,66,61,5,3.6300000000000003,2.64,1.6500000000000001,0
9492,0,3,7,10,5,0.33,0.33,0.66,0
9493,1,1,19,18,4,1.0,2.0,0.0,1
9494,1,2,48,70,2,2.31,1.98,0.99,0
9495,1,2,60,79,4,2.97,1.98,0.99,0
9496,1,3,79,29,1,3.6,0.0,0.4,0
9497,0,3,4,2,2,0.33,0.66,0.66,0
9498,0,3,35,67,3,0.0,1.0,0.5,0
9499,1,2,5,6,2,0.99,0.33,0.66,0
9500,0,3,4,9,1,0.0,0.99,0.33,0
9501,1,3,41,76,4,1.32,1.98,0.66,0
9502,1,2,1,1,5,3.96,1.32,2.31,0
9503,1,3,19,63,2,5.28,1.6500000000000001,1.32,0
9504,1,3,8,10,1,1.32,0.99,0.66,0
9505,1,3,48,4,3,5.28,2.64,0.33,0
9506,1,3,52,47,2,0.5,0.0,0.0,0
9507,1,2,19,2,4,8.25,3.6300000000000003,1.6500000000000001,0
9508,1,1,51,47,2,0.5,1.0,0.0,0
9509,1,3,29,7,3,4.0,1.6,0.0,0
9510,0,2,3,16,4,3.3000000000000003,3.96,1.98,0
9511,0,3,5,16,1,1.32,0.66,0.66,0
9512,1,3,6,11,1,1.32,0.33,0.66,0
9513,0,3,7,2,5,1.6500000000000001,1.98,1.6500000000000001,0
9514,1,1,48,41,4,0.0,0.5,0.0,0
9515,0,2,28,71,3,3.3000000000000003,0.99,1.32,0
9516,1,2,72,24,4,0.66,2.97,2.97,0
9517,0,1,2,19,5,8.91,4.95,1.6500000000000001,0
9518,1,3,64,47,5,2.97,2.31,0.33,0
9519,1,3,60,68,2,1.32,0.99,0.66,0
9520,1,3,62,57,5,4.62,2.64,1.32,0
9521,0,3,18,10,5,9.57,1.6500000000000001,1.32,0
9522,0,3,17,25,5,5.94,5.94,1.98,0
9523,1,2,30,30,4,0.66,1.6500000000000001,0.0,0
9524,1,1,85,52,3,5.61,0.66,0.66,0
9525,0,1,62,79,2,3.6300000000000003,3.3000000000000003,1.32,0
9526,1,3,53,71,1,3.96,2.97,1.6500000000000001,0
9527,1,3,74,30,1,5.28,3.6300000000000003,0.99,0
9528,1,1,65,54,4,2.64,1.98,1.6500000000000001,0
9529,0,3,6,5,1,0.0,0.66,0.33,0
9530,1,3,54,55,3,0.5,0.5,0.0,0
9531,0,3,4,10,1,0.99,0.99,0.66,0
