,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,final_dropout
7913,1,3,42,79,1,62.0,38.0,3.0,85.0,5.0,56.0,5.0,4.0,1.0,17,7,4,0
7914,0,3,95,84,1,89.0,26.0,1.0,58.0,3.0,24.0,1.0,5.0,1.0,7,4,4,0
7915,1,2,38,67,1,60.0,40.0,4.0,82.0,2.0,58.0,1.0,1.0,1.0,5,5,3,0
7916,1,3,39,74,4,54.0,55.0,1.0,42.0,5.0,64.0,1.0,4.0,1.0,7,6,4,0
7917,0,3,18,19,4,57.0,43.0,2.0,47.0,4.0,75.0,3.0,2.0,3.0,10,8,8,0
7919,1,3,65,56,1,66.0,43.0,1.0,63.0,2.0,68.0,3.0,5.0,1.0,7,5,4,0
7921,0,1,16,12,5,39.0,34.0,2.0,49.0,4.0,84.0,2.0,2.0,2.0,14,3,5,0
7923,1,2,49,54,4,69.0,61.0,3.0,87.0,1.0,94.0,4.0,3.0,1.0,9,9,4,0
7924,0,1,3,80,1,13.0,52.0,4.0,77.0,1.0,90.0,4.0,4.0,5.0,16,20,9,0
7925,1,3,6,5,5,7.0,35.0,3.0,26.0,4.0,25.0,2.0,2.0,3.0,0,1,1,0
7926,0,1,35,96,5,78.0,3.0,3.0,24.0,3.0,75.0,1.0,3.0,1.0,9,10,6,0
7927,1,3,3,15,4,27.0,52.0,5.0,53.0,3.0,48.0,1.0,2.0,2.0,24,8,4,0
7928,1,3,33,64,1,70.0,69.0,1.0,80.0,5.0,69.0,2.0,5.0,1.0,8,8,3,0
7930,0,2,14,26,4,38.0,50.0,4.0,91.0,1.0,74.0,5.0,3.0,3.0,15,9,6,0
7931,1,2,24,16,5,37.0,54.0,3.0,65.0,3.0,31.0,3.0,4.0,5.0,14,5,0,1
7933,1,2,65,68,5,95.0,46.0,4.0,99.0,5.0,42.0,2.0,3.0,4.0,5,23,7,0
7934,1,2,19,36,3,58.0,8.0,3.0,23.0,3.0,19.0,5.0,4.0,4.0,3,1,2,1
7936,0,3,1,17,4,52.0,42.0,4.0,45.0,3.0,45.0,3.0,2.0,2.0,4,11,8,0
7937,1,3,76,5,4,84.0,69.0,4.0,12.0,1.0,29.0,1.0,1.0,4.0,16,2,6,0
7938,0,3,9,10,5,7.0,8.0,5.0,28.0,5.0,22.0,5.0,3.0,3.0,2,2,2,0
7940,0,3,1,16,2,3.0,37.0,4.0,42.0,2.0,26.0,2.0,1.0,3.0,3,2,2,0
7941,0,2,83,66,1,69.0,11.0,5.0,76.0,3.0,82.0,1.0,2.0,2.0,15,10,2,0
7943,0,1,15,16,2,99.0,12.0,4.0,93.0,3.0,11.0,1.0,1.0,1.0,17,23,3,0
7944,1,1,94,59,1,72.0,83.0,5.0,57.0,4.0,59.0,5.0,2.0,3.0,17,11,4,0
7945,1,2,52,66,3,15.0,68.0,4.0,23.0,4.0,29.0,1.0,5.0,4.0,0,0,1,1
7946,0,2,87,55,5,66.0,10.0,5.0,72.0,1.0,37.0,1.0,5.0,1.0,14,8,5,0
7947,0,3,79,55,3,48.0,43.0,5.0,72.0,4.0,61.0,5.0,5.0,3.0,6,10,4,0
7950,1,2,49,40,3,36.0,60.0,1.0,24.0,3.0,19.0,3.0,3.0,3.0,18,14,6,0
7951,1,1,58,20,4,44.0,12.0,3.0,64.0,2.0,79.0,2.0,1.0,4.0,0,3,7,0
7952,1,3,11,24,5,45.0,31.0,4.0,95.0,5.0,33.0,3.0,2.0,2.0,8,17,6,0
7953,1,2,71,94,1,41.0,85.0,2.0,24.0,5.0,98.0,5.0,4.0,4.0,4,6,4,0
7954,0,2,7,11,1,8.0,52.0,5.0,43.0,5.0,22.0,4.0,1.0,4.0,1,2,2,0
7955,1,3,51,69,2,76.0,39.0,2.0,33.0,5.0,77.0,2.0,1.0,1.0,10,9,3,0
7956,1,3,70,98,2,73.0,69.0,4.0,79.0,3.0,64.0,2.0,2.0,2.0,4,5,1,0
7957,1,3,65,15,1,9.0,73.0,1.0,50.0,5.0,30.0,5.0,4.0,3.0,13,7,2,1
7958,0,2,16,85,2,37.0,15.0,4.0,75.0,5.0,86.0,4.0,2.0,5.0,19,18,7,0
7960,1,1,13,8,4,35.0,40.0,4.0,75.0,3.0,61.0,3.0,2.0,2.0,16,8,4,0
7961,0,3,33,55,3,92.0,34.0,5.0,76.0,4.0,60.0,1.0,4.0,1.0,1,21,8,0
7964,1,1,32,88,5,74.0,95.0,3.0,95.0,4.0,10.0,3.0,3.0,2.0,8,23,5,0
7965,0,1,77,98,1,62.0,99.0,1.0,19.0,5.0,51.0,1.0,5.0,4.0,11,9,2,0
7967,1,3,13,71,2,96.0,56.0,3.0,58.0,3.0,92.0,5.0,4.0,1.0,14,9,5,0
7969,1,1,41,56,4,92.0,64.0,1.0,29.0,2.0,50.0,3.0,5.0,1.0,6,6,2,0
7970,0,3,81,38,1,83.0,46.0,2.0,23.0,1.0,61.0,2.0,1.0,4.0,11,6,1,0
7971,1,1,66,70,5,54.0,69.0,1.0,69.0,1.0,81.0,2.0,4.0,2.0,12,7,2,0
7972,1,3,46,29,3,65.0,31.0,4.0,20.0,4.0,18.0,4.0,5.0,5.0,6,2,2,1
7973,1,1,95,76,5,29.0,86.0,2.0,8.0,2.0,1.0,3.0,4.0,5.0,2,6,2,1
7975,1,2,1,29,4,24.0,52.0,3.0,75.0,1.0,30.0,3.0,2.0,4.0,8,8,4,0
7976,1,2,27,4,3,86.0,51.0,1.0,3.0,5.0,27.0,1.0,2.0,3.0,10,20,3,0
7978,0,1,4,15,5,56.0,41.0,3.0,67.0,1.0,85.0,3.0,2.0,4.0,23,7,6,0
7979,1,2,96,75,1,54.0,21.0,2.0,31.0,1.0,69.0,1.0,1.0,1.0,16,4,5,0
7980,0,3,7,94,1,30.0,43.0,4.0,31.0,2.0,40.0,5.0,4.0,1.0,15,13,2,0
7981,1,2,90,39,2,85.0,54.0,5.0,79.0,1.0,54.0,2.0,2.0,3.0,8,1,4,0
7982,0,3,1,15,5,7.0,53.0,2.0,40.0,1.0,20.0,5.0,1.0,3.0,1,1,1,0
7983,1,3,2,3,5,8.0,12.0,3.0,30.0,1.0,24.0,2.0,1.0,1.0,2,2,1,0
7984,0,1,2,7,5,24.0,48.0,2.0,45.0,2.0,78.0,3.0,2.0,4.0,15,15,7,0
7985,1,3,67,36,3,58.0,26.0,4.0,35.0,1.0,54.0,2.0,4.0,1.0,9,2,3,0
7986,0,3,15,17,5,59.0,30.0,4.0,79.0,1.0,38.0,3.0,2.0,2.0,15,9,4,0
7987,1,3,15,69,5,96.0,36.0,4.0,83.0,3.0,54.0,1.0,3.0,1.0,13,6,4,0
7988,0,1,19,18,5,56.0,31.0,4.0,98.0,1.0,32.0,1.0,2.0,3.0,4,18,5,0
7989,1,3,45,23,1,47.0,59.0,3.0,53.0,4.0,17.0,4.0,1.0,5.0,3,3,0,1
7990,0,3,3,7,1,11.0,31.0,3.0,37.0,5.0,24.0,1.0,1.0,2.0,4,3,1,0
7991,1,2,95,90,2,57.0,20.0,4.0,11.0,5.0,37.0,1.0,1.0,3.0,16,7,3,0
7992,1,3,35,72,5,67.0,64.0,3.0,34.0,3.0,14.0,4.0,1.0,1.0,7,7,3,0
7993,1,2,14,1,4,38.0,45.0,3.0,47.0,1.0,20.0,5.0,4.0,3.0,25,3,8,0
7994,1,3,12,63,2,92.0,40.0,1.0,70.0,5.0,63.0,1.0,3.0,1.0,17,8,4,0
7995,0,3,4,13,1,11.0,27.0,2.0,26.0,1.0,21.0,2.0,1.0,3.0,2,3,1,0
7996,0,2,80,85,5,67.0,30.0,1.0,20.0,2.0,71.0,2.0,5.0,1.0,11,3,3,0
7997,1,1,70,59,1,85.0,30.0,1.0,63.0,5.0,45.0,3.0,1.0,3.0,13,8,3,0
7998,1,3,52,52,1,47.0,76.0,1.0,43.0,4.0,1.0,4.0,4.0,5.0,2,6,2,1
7999,1,1,70,52,1,94.0,42.0,3.0,82.0,5.0,72.0,1.0,5.0,2.0,11,5,3,0
8000,0,3,68,88,1,43.0,71.0,1.0,2.0,3.0,39.0,1.0,4.0,1.0,8,6,1,0
8004,0,3,5,6,2,2.0,9.0,3.0,49.0,2.0,25.0,3.0,1.0,3.0,4,2,2,0
8005,1,2,14,2,4,52.0,32.0,3.0,93.0,3.0,55.0,4.0,1.0,2.0,11,18,6,0
8007,1,2,3,10,4,52.0,36.0,4.0,57.0,1.0,35.0,1.0,2.0,4.0,10,7,7,0
8008,1,1,13,22,5,32.0,37.0,4.0,81.0,5.0,53.0,2.0,2.0,3.0,29,14,6,0
8009,0,2,86,38,5,78.0,96.0,3.0,30.0,1.0,89.0,1.0,5.0,3.0,5,7,1,0
8012,0,3,7,11,5,12.0,10.0,2.0,31.0,5.0,25.0,1.0,1.0,3.0,3,3,1,0
8013,0,2,2,18,4,46.0,35.0,4.0,47.0,3.0,82.0,1.0,3.0,1.0,6,9,7,0
8014,1,1,66,65,5,58.0,42.0,1.0,77.0,5.0,98.0,1.0,5.0,1.0,10,6,2,0
8016,1,3,44,13,1,79.0,62.0,4.0,34.0,2.0,72.0,1.0,3.0,5.0,5,3,0,1
8017,0,1,11,19,5,28.0,32.0,4.0,89.0,2.0,26.0,3.0,5.0,2.0,19,16,6,0
8018,1,3,19,17,4,21.0,54.0,3.0,93.0,2.0,46.0,1.0,1.0,3.0,18,16,8,0
8019,1,3,12,13,2,8.0,75.0,4.0,33.0,3.0,2.0,2.0,5.0,3.0,0,24,3,0
8020,1,3,15,76,1,44.0,0.0,2.0,58.0,3.0,12.0,3.0,3.0,4.0,8,0,0,1
8024,0,1,34,89,4,82.0,93.0,2.0,43.0,3.0,67.0,4.0,3.0,2.0,9,10,8,0
8025,1,3,27,56,2,74.0,24.0,2.0,15.0,2.0,56.0,2.0,5.0,1.0,13,6,5,0
8026,1,1,19,99,4,6.0,68.0,5.0,44.0,4.0,17.0,5.0,3.0,5.0,9,1,0,1
8027,0,2,7,63,3,46.0,12.0,1.0,46.0,3.0,11.0,3.0,1.0,3.0,12,24,6,0
8028,0,2,8,16,1,12.0,17.0,4.0,39.0,2.0,25.0,3.0,3.0,1.0,0,3,2,0
8029,0,1,14,6,5,52.0,37.0,4.0,85.0,4.0,43.0,3.0,3.0,4.0,17,9,5,0
8030,1,3,34,94,2,84.0,16.0,4.0,59.0,4.0,43.0,2.0,4.0,3.0,4,1,2,1
8031,1,3,8,14,1,13.0,38.0,4.0,30.0,2.0,26.0,1.0,3.0,2.0,3,1,1,0
8032,0,3,92,64,3,3.0,2.0,4.0,32.0,4.0,32.0,5.0,4.0,3.0,8,6,4,0
8033,1,1,70,69,2,92.0,37.0,1.0,96.0,3.0,66.0,5.0,5.0,1.0,7,8,4,0
8034,1,3,8,14,5,11.0,43.0,1.0,40.0,4.0,25.0,3.0,1.0,3.0,3,1,1,0
8035,1,1,20,5,2,42.0,49.0,3.0,58.0,4.0,26.0,4.0,4.0,4.0,5,17,5,0
8036,1,2,76,26,1,47.0,15.0,5.0,63.0,5.0,7.0,4.0,1.0,4.0,17,15,6,0
8037,0,3,3,7,1,6.0,23.0,1.0,35.0,4.0,25.0,3.0,3.0,3.0,0,2,2,0
8038,0,3,31,53,4,36.0,14.0,4.0,13.0,3.0,89.0,5.0,4.0,5.0,0,10,7,0
8040,0,1,59,39,3,99.0,15.0,4.0,30.0,5.0,63.0,4.0,5.0,1.0,14,19,8,0
8045,0,2,8,7,1,4.0,24.0,1.0,46.0,1.0,22.0,1.0,1.0,1.0,4,3,2,0
8046,1,1,41,31,1,69.0,78.0,1.0,63.0,2.0,26.0,1.0,2.0,5.0,15,16,1,0
8047,0,3,1,8,2,6.0,24.0,4.0,41.0,2.0,20.0,4.0,2.0,3.0,4,3,2,0
8048,1,3,68,72,4,93.0,51.0,2.0,86.0,2.0,25.0,4.0,1.0,1.0,2,2,1,0
8051,1,1,56,48,4,73.0,87.0,1.0,20.0,4.0,21.0,3.0,2.0,3.0,4,0,0,1
8052,1,3,80,83,1,78.0,67.0,3.0,69.0,1.0,49.0,3.0,4.0,1.0,5,5,3,0
8053,1,3,42,6,4,48.0,2.0,5.0,67.0,3.0,93.0,2.0,4.0,2.0,4,20,3,0
8054,0,3,4,15,1,12.0,42.0,2.0,48.0,2.0,29.0,1.0,1.0,1.0,2,2,2,0
8056,1,1,31,84,4,86.0,72.0,5.0,6.0,2.0,25.0,4.0,4.0,2.0,8,20,1,0
8057,0,3,7,13,2,1.0,56.0,1.0,24.0,1.0,26.0,1.0,5.0,4.0,3,2,1,0
8059,1,2,93,86,1,86.0,25.0,4.0,21.0,5.0,64.0,5.0,2.0,1.0,7,10,3,0
8060,0,1,19,2,5,43.0,44.0,4.0,47.0,1.0,82.0,2.0,2.0,3.0,29,4,8,0
8061,1,2,44,66,1,95.0,68.0,1.0,99.0,5.0,87.0,3.0,1.0,1.0,11,5,5,0
8062,1,2,39,24,3,69.0,74.0,3.0,25.0,5.0,77.0,5.0,5.0,3.0,3,2,2,0
8064,1,3,4,15,1,9.0,48.0,3.0,30.0,2.0,29.0,1.0,3.0,1.0,4,2,1,0
8065,0,1,72,25,1,69.0,66.0,2.0,42.0,4.0,4.0,2.0,3.0,1.0,6,23,2,0
8066,1,3,67,66,2,88.0,75.0,5.0,17.0,5.0,81.0,2.0,1.0,5.0,7,7,4,0
8067,1,3,39,69,4,67.0,78.0,4.0,80.0,3.0,48.0,3.0,5.0,1.0,12,2,1,0
8068,1,2,52,18,5,54.0,81.0,2.0,31.0,1.0,16.0,3.0,4.0,5.0,6,0,1,1
8069,1,1,53,52,1,89.0,41.0,1.0,51.0,5.0,85.0,1.0,1.0,3.0,6,4,4,0
8071,1,1,29,50,1,55.0,30.0,4.0,11.0,4.0,11.0,3.0,5.0,5.0,6,2,1,1
8072,1,3,89,54,1,59.0,68.0,3.0,32.0,2.0,44.0,5.0,2.0,1.0,8,3,2,0
8075,1,3,71,76,2,69.0,63.0,1.0,33.0,5.0,98.0,3.0,5.0,1.0,9,9,3,0
8076,1,2,9,57,1,26.0,26.0,5.0,75.0,4.0,59.0,4.0,4.0,5.0,8,2,2,1
8078,1,3,76,74,5,97.0,41.0,3.0,31.0,4.0,56.0,1.0,3.0,1.0,16,8,4,0
8082,0,2,82,3,3,7.0,20.0,4.0,15.0,5.0,54.0,3.0,1.0,4.0,13,20,8,0
8083,0,3,29,63,3,62.0,66.0,5.0,71.0,3.0,69.0,3.0,1.0,5.0,0,17,4,0
8084,1,3,35,71,4,40.0,62.0,5.0,29.0,2.0,85.0,5.0,1.0,1.0,6,21,7,0
8085,0,3,7,2,1,7.0,31.0,1.0,32.0,1.0,28.0,2.0,1.0,1.0,1,1,2,0
8086,0,3,5,12,5,8.0,8.0,4.0,24.0,2.0,28.0,1.0,3.0,4.0,2,3,1,0
8087,1,3,9,11,1,8.0,57.0,3.0,49.0,5.0,20.0,4.0,5.0,4.0,1,1,1,0
8089,1,2,62,51,5,84.0,64.0,4.0,40.0,2.0,25.0,1.0,1.0,3.0,4,4,3,0
8090,1,1,40,50,1,61.0,27.0,1.0,26.0,5.0,70.0,3.0,5.0,2.0,16,9,2,0
8091,0,3,2,10,2,12.0,9.0,2.0,27.0,5.0,26.0,3.0,4.0,1.0,3,3,2,0
8092,1,1,97,79,1,46.0,31.0,4.0,2.0,1.0,93.0,3.0,5.0,3.0,5,8,5,0
8094,0,1,15,22,4,46.0,40.0,3.0,94.0,3.0,49.0,1.0,2.0,3.0,11,17,5,0
8095,1,2,71,6,1,39.0,93.0,5.0,20.0,2.0,3.0,5.0,5.0,3.0,4,0,0,1
8096,1,2,20,24,1,15.0,46.0,1.0,68.0,2.0,98.0,1.0,4.0,1.0,16,16,7,0
8097,0,1,11,27,5,32.0,38.0,3.0,87.0,2.0,61.0,1.0,2.0,3.0,24,6,4,0
8098,0,2,74,78,3,75.0,96.0,1.0,55.0,5.0,47.0,1.0,2.0,3.0,13,5,5,0
8099,0,1,10,23,5,42.0,42.0,4.0,63.0,1.0,42.0,1.0,4.0,4.0,6,11,7,0
8100,1,2,7,16,1,12.0,17.0,3.0,30.0,1.0,20.0,2.0,3.0,3.0,0,3,2,0
8101,1,3,11,60,1,79.0,35.0,3.0,35.0,2.0,56.0,3.0,1.0,1.0,6,7,4,0
8103,1,2,16,4,5,32.0,32.0,2.0,77.0,2.0,43.0,4.0,3.0,2.0,8,19,5,0
8104,0,2,12,9,5,34.0,38.0,5.0,93.0,2.0,31.0,2.0,4.0,4.0,14,19,7,0
8105,1,1,64,11,1,58.0,76.0,2.0,34.0,4.0,37.0,4.0,1.0,2.0,15,9,9,0
8106,0,2,2,10,2,12.0,36.0,2.0,42.0,1.0,21.0,2.0,2.0,1.0,2,1,2,0
8107,0,2,88,32,1,41.0,80.0,1.0,31.0,1.0,49.0,3.0,2.0,4.0,11,5,3,0
8110,0,3,53,57,3,22.0,96.0,3.0,87.0,5.0,9.0,4.0,5.0,1.0,17,3,2,0
8112,0,2,13,20,5,28.0,54.0,4.0,54.0,2.0,77.0,5.0,1.0,4.0,28,11,5,0
8113,0,3,9,3,1,10.0,37.0,1.0,41.0,2.0,27.0,2.0,1.0,2.0,1,1,1,0
8117,0,3,2,5,1,9.0,53.0,3.0,25.0,2.0,23.0,1.0,3.0,2.0,0,3,1,0
8118,0,2,94,52,3,56.0,58.0,4.0,98.0,1.0,24.0,5.0,3.0,5.0,13,12,1,0
8119,0,2,12,29,5,23.0,40.0,3.0,74.0,4.0,23.0,1.0,1.0,2.0,4,14,8,0
8120,1,3,29,51,3,62.0,7.0,1.0,64.0,4.0,52.0,2.0,5.0,4.0,10,1,2,1
8121,0,1,53,76,1,83.0,10.0,2.0,75.0,2.0,48.0,1.0,1.0,2.0,2,15,2,0
8122,0,2,4,14,2,6.0,50.0,3.0,49.0,2.0,22.0,4.0,1.0,3.0,1,3,2,0
8124,0,2,1,7,5,54.0,40.0,4.0,94.0,3.0,51.0,1.0,1.0,3.0,16,3,7,0
8127,1,2,64,87,3,57.0,64.0,3.0,7.0,1.0,67.0,1.0,2.0,3.0,4,3,1,0
8128,0,3,7,1,1,9.0,10.0,2.0,29.0,2.0,26.0,1.0,3.0,4.0,2,1,2,0
8129,1,1,27,61,5,10.0,35.0,4.0,96.0,5.0,32.0,2.0,1.0,1.0,11,1,1,0
8130,0,1,89,68,2,25.0,58.0,1.0,67.0,2.0,67.0,3.0,1.0,3.0,12,15,9,0
8131,0,2,2,25,5,53.0,46.0,4.0,70.0,1.0,97.0,2.0,2.0,1.0,5,12,5,0
8132,1,2,89,15,5,30.0,30.0,2.0,11.0,4.0,31.0,5.0,2.0,4.0,1,7,3,1
8134,0,2,83,58,2,66.0,79.0,1.0,17.0,2.0,27.0,5.0,1.0,3.0,13,7,5,0
8135,0,3,30,26,3,31.0,38.0,1.0,94.0,5.0,99.0,3.0,1.0,2.0,14,10,9,0
8136,0,2,4,16,4,34.0,31.0,5.0,78.0,3.0,34.0,3.0,5.0,2.0,8,7,7,0
8137,1,2,11,12,4,52.0,43.0,2.0,77.0,3.0,34.0,3.0,2.0,1.0,18,13,6,0
8139,1,1,62,36,2,76.0,27.0,1.0,44.0,5.0,42.0,1.0,2.0,2.0,15,6,3,0
8140,1,3,26,74,5,92.0,66.0,1.0,91.0,2.0,97.0,3.0,1.0,4.0,10,7,5,0
8142,0,2,67,69,1,70.0,30.0,2.0,1.0,1.0,22.0,1.0,4.0,4.0,10,9,1,0
8144,1,2,7,12,5,5.0,36.0,5.0,40.0,1.0,27.0,1.0,1.0,2.0,3,2,2,0
8148,1,3,26,76,1,80.0,21.0,1.0,99.0,5.0,54.0,1.0,4.0,1.0,14,8,5,0
8149,1,3,44,64,1,50.0,24.0,1.0,28.0,4.0,55.0,5.0,1.0,5.0,9,8,3,0
8150,0,2,69,58,4,70.0,35.0,2.0,90.0,4.0,47.0,4.0,1.0,1.0,6,9,3,0
8151,1,2,24,79,5,95.0,60.0,4.0,65.0,3.0,72.0,3.0,4.0,1.0,8,8,2,0
8152,0,1,10,9,5,21.0,35.0,4.0,46.0,2.0,38.0,4.0,2.0,4.0,21,5,5,0
8154,1,2,91,88,1,45.0,87.0,5.0,17.0,1.0,40.0,1.0,1.0,3.0,5,6,1,0
8155,0,3,26,49,2,22.0,82.0,3.0,7.0,4.0,86.0,1.0,3.0,1.0,19,23,1,0
8156,1,2,77,58,2,50.0,46.0,1.0,19.0,3.0,83.0,1.0,5.0,5.0,15,7,4,0
8158,0,1,79,73,4,57.0,89.0,2.0,56.0,4.0,93.0,4.0,5.0,2.0,10,2,1,0
8159,0,3,4,10,5,10.0,36.0,5.0,41.0,1.0,24.0,2.0,1.0,2.0,4,1,1,0
8160,1,3,62,75,5,72.0,27.0,3.0,50.0,3.0,60.0,4.0,4.0,2.0,9,6,2,0
8161,1,1,15,6,5,22.0,50.0,4.0,83.0,3.0,89.0,4.0,2.0,2.0,16,7,6,0
8162,1,3,80,42,1,5.0,45.0,1.0,46.0,2.0,69.0,5.0,5.0,4.0,13,2,0,1
8164,1,1,6,25,4,23.0,47.0,3.0,67.0,5.0,70.0,1.0,3.0,3.0,17,10,7,0
8165,1,2,9,20,5,45.0,69.0,5.0,12.0,3.0,55.0,1.0,3.0,5.0,3,16,6,0
8166,1,1,45,93,3,75.0,71.0,4.0,38.0,5.0,28.0,4.0,4.0,5.0,10,2,1,1
8167,1,3,34,75,5,92.0,38.0,1.0,78.0,1.0,75.0,3.0,3.0,2.0,7,8,4,0
8169,1,3,51,55,3,81.0,69.0,1.0,87.0,2.0,69.0,3.0,5.0,2.0,10,8,3,0
8171,1,1,56,58,5,61.0,65.0,1.0,72.0,5.0,90.0,3.0,3.0,5.0,5,7,2,0
8174,1,3,92,37,3,68.0,94.0,5.0,16.0,4.0,80.0,4.0,5.0,3.0,9,2,2,0
8177,0,2,4,13,5,7.0,17.0,4.0,33.0,2.0,27.0,1.0,2.0,3.0,3,2,2,0
8178,1,2,3,16,4,25.0,52.0,3.0,77.0,5.0,87.0,2.0,2.0,4.0,10,7,4,0
8179,1,3,90,67,2,86.0,99.0,2.0,60.0,5.0,47.0,2.0,3.0,3.0,19,6,5,0
8181,0,3,77,72,1,60.0,86.0,5.0,18.0,3.0,23.0,5.0,1.0,1.0,7,3,1,0
8182,0,3,6,8,1,7.0,25.0,3.0,27.0,1.0,22.0,2.0,1.0,4.0,3,3,1,0
8183,1,2,3,2,5,6.0,27.0,4.0,42.0,4.0,24.0,4.0,1.0,3.0,1,1,1,0
8184,1,1,96,48,4,71.0,11.0,3.0,48.0,3.0,37.0,5.0,1.0,3.0,7,8,2,1
8185,1,2,19,72,4,50.0,66.0,3.0,95.0,5.0,95.0,1.0,3.0,1.0,14,8,3,0
8186,0,2,12,12,4,34.0,47.0,4.0,47.0,2.0,86.0,1.0,2.0,4.0,24,16,4,0
8187,0,2,5,10,5,52.0,50.0,3.0,92.0,5.0,92.0,2.0,2.0,3.0,23,9,4,0
8189,1,1,28,10,1,42.0,33.0,4.0,42.0,5.0,82.0,1.0,3.0,1.0,12,15,7,0
8190,1,3,87,71,5,43.0,67.0,4.0,22.0,2.0,57.0,5.0,1.0,4.0,10,10,5,0
8194,0,3,84,81,4,54.0,42.0,1.0,54.0,5.0,86.0,1.0,4.0,2.0,18,11,4,0
8195,1,1,52,50,1,82.0,68.0,2.0,69.0,2.0,55.0,3.0,5.0,1.0,17,7,4,0
8196,1,2,8,5,4,49.0,30.0,5.0,97.0,3.0,50.0,1.0,2.0,2.0,4,14,5,0
8198,0,2,18,24,4,56.0,35.0,5.0,51.0,5.0,87.0,3.0,4.0,2.0,13,15,8,0
8199,1,3,67,77,1,72.0,39.0,1.0,58.0,5.0,71.0,3.0,5.0,1.0,7,9,5,0
8200,1,1,86,77,4,90.0,47.0,5.0,64.0,1.0,98.0,1.0,4.0,2.0,8,8,2,0
8201,0,1,14,3,5,27.0,54.0,4.0,67.0,3.0,44.0,1.0,2.0,3.0,15,9,4,0
8202,0,1,10,3,4,20.0,48.0,4.0,88.0,5.0,32.0,3.0,4.0,3.0,18,19,7,0
8203,1,3,52,55,4,79.0,67.0,2.0,43.0,3.0,83.0,1.0,1.0,3.0,8,3,4,0
8205,0,3,19,26,4,47.0,44.0,4.0,81.0,1.0,30.0,5.0,2.0,2.0,19,10,7,0
8206,1,3,48,17,3,86.0,57.0,1.0,18.0,4.0,19.0,2.0,2.0,2.0,13,10,3,0
8207,1,3,81,43,5,72.0,55.0,3.0,84.0,5.0,70.0,3.0,1.0,4.0,13,3,2,0
8208,1,1,68,84,4,45.0,81.0,3.0,9.0,5.0,23.0,3.0,2.0,1.0,10,11,4,0
8209,1,3,54,78,3,66.0,35.0,2.0,17.0,5.0,55.0,1.0,5.0,1.0,8,6,3,0
8210,0,2,69,91,5,61.0,28.0,3.0,72.0,5.0,75.0,1.0,5.0,5.0,6,11,5,0
8211,0,3,37,88,2,53.0,86.0,5.0,95.0,3.0,73.0,5.0,1.0,2.0,3,1,4,0
8212,0,3,7,12,2,1.0,57.0,3.0,30.0,2.0,23.0,5.0,3.0,2.0,4,2,1,0
8213,0,1,5,17,4,33.0,32.0,5.0,97.0,3.0,94.0,4.0,2.0,3.0,26,15,4,0
8214,0,3,86,14,1,8.0,82.0,4.0,84.0,3.0,44.0,3.0,3.0,1.0,2,1,9,0
8215,0,2,16,16,5,53.0,41.0,5.0,54.0,3.0,99.0,1.0,3.0,3.0,4,16,4,0
8219,1,3,25,64,2,79.0,74.0,2.0,88.0,5.0,57.0,4.0,4.0,2.0,17,9,4,0
8220,1,2,49,47,5,8.0,42.0,2.0,86.0,3.0,39.0,1.0,5.0,1.0,15,9,2,0
8221,0,2,4,99,3,41.0,1.0,3.0,23.0,5.0,35.0,4.0,2.0,5.0,6,12,2,0
8223,0,3,99,93,4,52.0,77.0,5.0,14.0,3.0,87.0,3.0,1.0,1.0,4,6,5,0
8224,1,1,58,23,1,71.0,25.0,2.0,46.0,5.0,22.0,1.0,1.0,1.0,9,7,2,0
8225,1,3,85,84,1,23.0,54.0,1.0,68.0,3.0,16.0,3.0,5.0,4.0,1,5,2,1
8226,1,3,50,66,5,88.0,69.0,2.0,59.0,1.0,63.0,2.0,5.0,1.0,13,7,4,0
8227,1,1,41,65,2,60.0,76.0,1.0,18.0,4.0,92.0,2.0,5.0,4.0,11,8,5,0
8228,0,1,15,4,5,43.0,32.0,3.0,52.0,2.0,65.0,3.0,4.0,3.0,19,3,7,0
8229,0,3,9,10,1,8.0,17.0,3.0,27.0,1.0,23.0,2.0,3.0,1.0,0,1,2,0
8230,0,2,17,25,5,46.0,40.0,3.0,88.0,3.0,91.0,3.0,5.0,1.0,28,17,8,0
8231,0,2,9,2,1,13.0,48.0,4.0,46.0,2.0,21.0,1.0,1.0,1.0,1,2,2,0
8232,0,3,9,24,5,31.0,33.0,4.0,62.0,3.0,84.0,3.0,4.0,3.0,23,11,4,0
8233,0,3,8,5,5,6.0,9.0,3.0,26.0,2.0,29.0,3.0,3.0,3.0,3,1,2,0
8234,1,1,11,9,4,51.0,44.0,4.0,90.0,5.0,80.0,1.0,2.0,3.0,4,17,7,0
8235,1,3,91,74,1,43.0,71.0,2.0,1.0,2.0,78.0,1.0,2.0,2.0,6,8,3,0
8238,1,3,9,16,5,7.0,28.0,4.0,40.0,1.0,24.0,2.0,1.0,4.0,3,3,2,0
8239,0,3,9,8,2,1.0,32.0,2.0,35.0,1.0,22.0,1.0,4.0,3.0,4,3,2,0
8241,1,3,36,51,1,68.0,21.0,2.0,45.0,2.0,65.0,1.0,5.0,1.0,17,6,5,0
8243,0,2,43,85,1,53.0,19.0,5.0,57.0,5.0,50.0,2.0,4.0,1.0,16,8,6,0
