,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout
9322,Y,first,9,48,A,37,30,C,19,D,,,,,0,0,1,Y
9323,Y,third,22,53,F,85,27,A,1,F,93,F,F,A,6,6,3,N
9324,Y,third,2,2,A,10,38,A,32,F,20,B,A,C,4,2,2,N
9325,Y,second,46,84,D,46,23,A,67,F,72,A,A,B,15,13,5,N
9326,Y,first,10,38,D,60,24,A,62,B,30,F,A,B,11,17,5,N
9327,N,third,76,95,A,46,66,D,69,F,38,A,B,B,8,9,2,N
9328,Y,second,60,28,D,74,40,C,42,C,10,F,F,F,1,5,2,Y
9329,Y,third,33,68,C,94,25,A,45,F,81,B,A,B,7,7,4,N
9330,Y,first,17,36,A,47,10,A,3,D,11,F,F,F,6,4,1,Y
9331,Y,third,40,56,C,93,48,B,51,F,89,B,D,A,10,8,5,N
9332,Y,first,80,98,A,9,80,C,67,A,39,D,D,F,12,3,2,Y
9333,Y,third,3,5,F,11,20,F,49,A,23,A,D,A,0,3,1,N
9334,Y,second,96,52,A,25,64,D,91,D,56,A,F,D,7,1,3,Y
9335,Y,first,30,51,C,8,54,B,47,D,,,,,2,3,1,Y
9336,N,second,71,10,B,98,42,F,64,D,18,D,C,D,16,3,9,N
9337,Y,third,74,52,F,67,51,A,27,F,77,D,F,B,5,9,5,N
9338,Y,second,7,9,F,1,41,B,37,A,25,A,C,A,0,1,2,N
9339,Y,third,51,59,C,39,14,F,,,,,,,1,1,0,Y
9340,Y,second,72,63,A,50,52,F,31,B,68,A,A,D,7,9,5,N
9341,Y,second,29,76,D,81,57,B,2,C,58,B,F,A,11,8,4,N
9342,Y,third,62,73,A,88,48,C,85,D,78,C,A,A,6,8,3,N
9343,N,second,6,16,B,,,,,,,,,,7,2,0,Y
9344,Y,third,59,46,B,56,24,F,,,,,,,1,0,1,Y
9345,Y,first,25,55,D,,,,,,,,,,2,2,1,Y
9346,Y,second,9,64,F,26,44,D,1,C,15,F,A,F,8,2,1,Y
9347,Y,first,21,50,D,19,48,F,,,,,,,2,1,1,Y
9348,Y,first,51,40,B,31,14,D,,,,,,,0,2,0,Y
9349,Y,first,13,20,F,36,33,F,57,A,64,A,B,C,3,4,5,N
9350,Y,third,66,46,D,16,12,B,68,D,,,,,6,2,0,Y
9351,Y,second,95,3,A,48,74,F,16,D,16,B,D,D,2,4,0,Y
9352,Y,second,57,50,A,32,16,F,,,,,,,0,1,1,Y
9353,Y,first,49,92,B,38,36,B,25,F,17,A,F,F,4,1,1,Y
9354,Y,third,47,51,B,55,56,B,31,F,86,A,F,A,9,9,5,N
9355,Y,first,22,71,B,51,66,D,34,C,,,,,6,0,1,Y
9356,Y,first,1,88,D,21,97,C,47,F,96,B,B,B,11,23,9,N
9357,Y,third,33,59,F,85,31,D,50,A,51,D,F,B,8,6,3,N
9358,N,second,25,54,D,80,70,D,,,,,,,4,3,0,Y
9359,Y,third,37,14,A,86,58,C,82,D,39,D,D,F,10,1,2,Y
9360,N,second,8,6,F,9,57,D,41,D,26,C,C,C,3,2,1,N
9361,Y,second,47,61,B,76,37,F,23,F,82,A,C,A,17,9,2,N
9362,Y,third,44,12,A,14,58,A,33,D,7,A,D,F,10,8,0,Y
9363,Y,first,50,45,D,29,6,F,,,,,,,1,2,1,Y
9364,N,third,86,35,A,79,52,C,29,D,28,C,D,A,9,6,2,N
9365,Y,third,94,66,B,99,58,B,30,F,46,A,A,A,6,6,3,N
9366,Y,second,62,88,C,8,79,A,95,C,88,A,F,F,13,22,4,N
9367,Y,third,51,43,D,78,65,A,25,D,,,,,5,2,1,Y
9368,N,third,3,7,A,5,27,B,48,D,29,A,C,A,1,2,1,N
9369,N,third,1,26,F,,,,,,,,,,3,0,1,Y
9370,Y,first,5,16,F,66,60,C,85,B,82,D,D,A,5,19,7,N
9371,Y,third,84,87,F,69,50,F,89,C,69,A,D,F,10,5,3,N
9372,Y,first,5,13,B,40,69,F,15,F,,,,,7,0,0,Y
9373,Y,third,26,2,D,54,50,C,24,F,64,A,B,B,16,19,8,N
9374,Y,first,79,16,D,10,62,B,18,C,,,,,7,0,0,Y
9375,Y,third,53,70,B,70,74,B,23,F,96,A,D,A,14,6,4,N
9376,Y,third,19,16,B,,,,,,,,,,0,2,0,Y
9377,N,second,3,5,A,1,53,C,38,F,24,C,B,D,1,1,1,N
9378,Y,third,48,67,F,97,25,B,27,B,65,A,F,A,8,7,2,N
9379,N,third,58,83,A,31,59,D,,,,,,,3,3,1,Y
9380,Y,third,18,14,F,50,43,D,60,C,41,D,D,B,26,19,7,N
9381,Y,second,46,5,F,15,19,A,24,F,32,D,D,A,14,19,4,N
9382,Y,first,14,67,F,79,30,C,40,B,73,C,F,B,13,6,4,N
9383,N,first,4,28,F,38,32,C,91,B,73,D,B,A,11,19,6,N
9384,Y,third,6,16,A,11,40,C,36,A,26,A,D,C,1,1,1,N
9385,Y,third,12,41,D,,,,,,,,,,0,2,0,Y
9386,Y,third,11,44,D,21,29,B,22,D,,,,,4,2,0,Y
9387,Y,first,28,36,B,,,,,,,,,,1,1,1,Y
9388,N,third,18,29,A,59,32,C,87,D,,,,,9,0,3,Y
9389,N,third,8,8,B,5,51,C,46,D,21,A,C,C,1,1,2,N
9390,N,third,6,5,F,3,30,C,36,B,20,A,A,B,0,2,1,N
9391,N,first,5,7,D,48,48,C,89,F,85,A,B,C,20,15,5,N
9392,Y,first,14,13,A,30,56,B,18,F,,,,,1,2,1,Y
9393,N,second,6,7,F,36,34,F,76,C,31,C,A,D,12,8,7,N
9394,Y,third,15,15,F,,,,,,,,,,0,1,0,Y
9395,Y,first,6,9,F,40,42,C,54,B,78,B,B,D,16,6,7,N
9396,Y,first,43,62,A,90,23,B,86,C,25,A,A,B,4,6,1,N
9397,Y,first,10,13,F,,,,,,,,,,0,1,1,Y
9398,N,third,70,35,A,66,36,F,73,C,83,D,D,C,10,10,1,N
9399,Y,third,3,10,A,9,39,B,27,B,23,A,B,D,2,3,1,N
9400,N,first,18,20,D,49,32,D,55,A,50,A,C,C,5,7,5,N
9401,N,third,8,10,D,50,53,D,66,B,69,A,B,A,24,19,8,N
9402,Y,first,48,14,A,40,62,A,42,D,31,F,D,D,1,6,0,Y
9403,Y,third,7,1,F,31,35,D,89,C,35,C,B,B,26,16,6,N
9404,Y,second,19,2,F,52,38,D,74,D,59,F,B,D,12,7,6,N
9405,Y,first,85,76,A,84,24,D,42,B,3,D,D,C,14,0,0,Y
9406,N,third,1,8,A,13,21,C,33,D,28,F,F,C,1,1,1,N
9407,N,third,62,94,C,56,57,D,,,,,,,2,1,2,Y
9408,Y,second,3,93,B,6,83,D,19,B,56,D,D,A,6,2,9,N
9409,Y,second,81,21,B,58,90,B,85,A,79,A,D,D,8,4,4,N
9410,Y,third,14,63,B,75,31,D,76,D,66,A,A,B,17,8,3,N
9411,Y,third,70,60,A,87,55,B,46,C,89,C,D,A,5,9,4,N
9412,Y,third,65,76,D,58,22,F,44,F,55,A,F,A,8,6,4,N
9413,Y,third,35,68,A,60,55,B,81,F,51,D,A,A,5,7,4,N
9414,Y,first,91,53,B,48,17,C,4,A,49,D,A,F,12,4,1,Y
9415,Y,third,65,53,B,66,43,C,86,D,88,B,A,B,14,6,5,N
9416,N,second,18,13,D,22,33,D,58,C,68,B,F,B,28,10,5,N
9417,Y,second,24,63,A,88,34,C,40,C,99,F,C,F,11,9,3,N
9418,N,first,7,28,F,23,53,F,65,B,85,A,B,C,16,16,6,N
9419,Y,third,29,74,A,56,72,A,24,A,52,B,A,B,12,6,4,N
9420,N,second,81,50,C,61,7,A,61,B,90,A,B,C,11,5,4,N
9421,N,third,83,2,F,98,22,C,65,F,,,,,9,3,2,Y
9422,N,third,95,95,B,81,67,D,76,A,90,A,F,C,6,5,1,N
9423,N,third,89,69,C,79,91,D,76,C,30,D,F,F,6,9,4,N
9424,N,third,1,7,A,9,29,F,43,A,23,C,C,D,3,1,2,N
9425,N,third,9,7,B,11,37,D,47,B,23,B,A,A,2,3,1,N
9426,N,second,99,96,A,40,70,A,63,B,92,B,C,A,12,6,1,N
9427,Y,second,6,14,A,11,57,B,31,A,26,D,C,A,0,1,1,N
9428,Y,third,53,19,A,62,44,C,31,D,,,,,4,3,1,Y
9429,Y,third,22,72,D,56,85,F,33,D,98,B,C,D,7,6,3,N
9430,N,second,86,10,F,87,10,A,58,F,,,,,10,2,2,Y
9431,N,first,68,51,A,51,61,F,38,A,23,A,A,D,13,11,5,N
9432,Y,third,77,84,B,30,64,C,78,F,64,C,A,F,3,22,3,N
9433,Y,first,32,97,D,23,48,B,83,D,65,C,C,D,10,0,3,Y
9434,Y,first,7,4,D,45,31,F,94,C,58,A,B,D,23,14,4,N
9435,N,second,13,26,F,75,29,C,24,B,12,C,D,B,9,20,2,N
9436,N,third,1,3,F,4,24,A,38,D,22,A,D,D,0,1,1,N
9437,Y,third,13,58,F,73,20,A,53,D,95,C,F,B,9,9,4,N
9438,Y,third,12,31,F,,,,,,,,,,0,0,0,Y
9439,Y,second,88,17,A,34,78,A,40,C,16,F,F,D,13,3,2,Y
9440,N,third,95,73,F,89,45,A,23,A,24,A,B,D,5,9,3,N
9441,N,third,5,14,B,5,20,C,41,F,26,A,A,A,3,3,1,N
9442,Y,third,33,13,B,99,56,A,50,D,54,A,A,A,13,4,2,N
9443,N,second,86,42,C,78,92,D,2,A,87,C,D,C,11,5,3,N
9444,N,first,67,81,B,85,2,C,76,C,73,A,C,A,5,7,2,N
9445,N,second,60,20,A,5,29,F,55,D,,,,,5,3,3,Y
9446,Y,first,75,22,B,50,71,B,45,A,23,F,C,C,6,14,3,N
9447,N,second,28,8,B,75,46,A,81,B,,,,,6,3,1,Y
9448,Y,second,1,7,F,8,42,C,47,B,21,A,F,A,4,1,1,N
9449,Y,third,75,93,A,79,5,B,52,A,43,A,F,D,8,3,4,N
9450,Y,third,63,66,A,97,40,A,41,D,78,F,D,F,10,8,2,N
9451,Y,third,11,67,B,95,69,A,40,B,66,A,F,B,14,9,3,N
9452,Y,second,10,50,D,,,,,,,,,,2,0,0,Y
9453,N,third,1,5,B,11,47,D,43,B,22,A,D,A,1,3,1,N
9454,Y,second,57,68,B,75,50,D,39,F,95,A,A,A,5,9,4,N
9455,Y,third,15,64,F,57,35,A,82,C,74,D,F,B,14,6,4,N
9456,Y,third,90,4,F,79,29,A,58,F,61,A,F,D,14,4,1,N
9457,N,second,2,4,F,54,46,C,70,A,20,D,B,C,14,6,8,N
9458,N,third,57,15,A,95,45,D,36,B,94,D,A,A,4,17,2,N
9459,Y,first,67,84,A,58,10,F,25,B,74,C,A,D,15,3,4,N
9460,Y,third,9,24,D,39,37,F,95,B,52,C,B,B,22,5,7,N
9461,Y,third,20,52,B,41,39,F,,,,,,,3,1,0,Y
9462,N,second,1,5,A,3,9,A,43,D,26,A,B,B,2,1,1,N
9463,Y,third,30,50,A,68,21,A,58,A,41,A,F,A,6,6,3,N
9464,Y,third,20,23,A,30,11,B,56,D,,,,,4,1,1,Y
9465,Y,first,14,6,F,,,,,,,,,,1,0,1,Y
9466,Y,third,86,30,D,85,28,F,52,B,48,A,F,C,14,8,3,N
9467,Y,third,72,4,A,59,46,F,11,D,36,D,D,C,11,5,0,Y
9468,N,first,11,13,F,54,47,D,87,C,73,F,B,A,15,3,6,N
9469,Y,first,6,27,D,55,44,D,64,C,38,A,C,C,13,18,6,N
9470,N,first,18,28,D,42,40,C,57,C,40,F,C,C,21,13,7,N
9471,Y,third,22,72,A,52,9,D,42,D,,,,,8,3,1,Y
9472,N,third,9,14,F,1,22,B,37,A,28,B,D,A,4,1,2,N
9473,Y,third,9,67,B,76,56,B,22,B,21,F,F,F,0,3,3,Y
9474,Y,third,44,54,C,78,62,B,62,C,80,F,F,B,7,5,5,N
9475,Y,first,53,30,C,61,11,F,,,,,,,1,1,0,Y
9476,Y,second,56,27,C,55,9,F,,,,,,,1,1,1,Y
9477,N,first,79,62,A,47,81,D,58,D,55,D,A,B,3,4,3,N
9478,N,first,10,27,D,51,43,F,83,B,52,C,F,B,18,19,6,N
9479,N,third,25,20,F,,,,,,,,,,5,2,0,Y
9480,N,first,13,15,D,49,35,F,65,B,53,F,F,B,25,4,5,N
9481,N,third,50,53,C,30,41,D,,,,,,,3,3,1,Y
9482,Y,first,62,74,F,48,34,A,35,F,16,F,D,F,2,4,3,Y
9483,Y,second,17,14,F,,,,,,,,,,2,0,1,Y
9484,N,second,64,74,A,87,11,B,35,F,91,B,A,A,13,7,1,N
9485,Y,first,61,59,B,74,28,C,65,C,63,C,A,A,12,5,3,N
9486,N,second,3,24,F,25,36,B,75,B,50,B,A,C,26,4,7,N
9487,N,first,13,1,F,56,41,B,61,C,97,C,D,B,17,15,7,N
9488,N,second,5,15,F,1,41,F,31,A,28,A,D,D,2,1,1,N
9489,N,second,8,4,B,4,14,C,47,B,26,B,D,D,1,3,1,N
9490,Y,first,10,47,D,89,58,F,50,D,,,,,0,3,1,Y
9491,Y,third,66,61,F,96,75,C,42,C,93,A,A,D,11,8,5,N
9492,N,third,7,10,F,1,29,A,26,A,21,A,A,C,1,1,2,N
9493,Y,first,19,18,D,,,,,,,,,,1,2,0,Y
9494,Y,second,48,70,B,95,37,D,63,F,86,C,C,A,7,6,3,N
9495,Y,second,60,79,D,62,83,A,28,F,40,C,A,A,9,6,3,N
9496,Y,third,79,29,A,59,25,C,55,F,,,,,9,0,1,Y
9497,N,third,4,2,B,1,43,B,47,D,28,A,C,A,1,2,2,N
9498,N,third,35,67,C,86,9,D,,,,,,,0,2,1,Y
9499,Y,second,5,6,B,5,32,A,43,A,20,A,C,C,3,1,2,N
9500,N,third,4,9,A,2,57,C,45,D,25,F,A,A,0,3,1,N
9501,Y,third,41,76,D,59,0,F,21,C,27,A,D,F,4,6,2,Y
9502,Y,second,1,1,F,40,43,D,63,B,30,A,D,D,12,4,7,N
9503,Y,third,19,63,B,67,74,A,41,B,66,F,F,F,16,5,4,N
9504,Y,third,8,10,A,1,25,F,28,A,29,C,C,C,4,3,2,N
9505,Y,third,48,4,C,65,12,A,61,B,84,A,F,D,16,8,1,N
9506,Y,third,52,47,B,47,23,F,,,,,,,1,0,0,Y
9507,Y,second,19,2,D,47,40,D,81,F,90,A,D,B,25,11,5,N
9508,Y,first,51,47,B,57,10,D,,,,,,,1,2,0,Y
9509,Y,third,29,7,C,33,27,B,88,D,,,,,10,4,0,Y
9510,N,second,3,16,D,40,48,D,67,D,71,A,B,D,10,12,6,N
9511,N,third,5,16,A,13,29,D,44,B,22,A,D,D,4,2,2,N
9512,Y,third,6,11,A,2,56,F,33,B,29,B,F,A,4,1,2,N
9513,N,third,7,2,F,56,47,D,95,C,75,C,A,C,5,6,5,N
9514,Y,first,48,41,D,28,8,F,,,,,,,0,1,0,Y
9515,N,second,28,71,C,74,81,D,92,A,64,D,B,A,10,3,4,N
9516,Y,second,72,24,D,83,34,B,72,A,9,C,D,B,2,9,9,N
9517,N,first,2,19,F,36,51,D,51,A,69,B,B,A,27,15,5,N
9518,Y,third,64,47,F,90,51,A,19,B,58,F,F,A,9,7,1,N
9519,Y,third,60,68,B,60,62,A,86,F,72,C,D,B,4,3,2,N
9520,Y,third,62,57,F,66,67,F,23,F,75,F,C,B,14,8,4,N
9521,N,third,18,10,F,57,47,C,69,D,28,A,B,D,29,5,4,N
9522,N,third,17,25,F,55,47,D,89,D,36,B,B,D,18,18,6,N
9523,Y,second,30,30,D,17,57,A,44,D,23,F,A,F,2,5,0,Y
9524,Y,first,85,52,C,31,52,D,16,F,31,B,F,A,17,2,2,N
9525,N,first,62,79,B,69,88,A,12,A,97,B,F,D,11,10,4,N
9526,Y,third,53,71,A,71,20,A,99,F,88,B,F,B,12,9,5,N
9527,Y,third,74,30,A,78,4,A,69,A,31,C,B,A,16,11,3,N
9528,Y,first,65,54,D,93,39,A,98,C,62,A,D,F,8,6,5,N
9529,N,third,6,5,A,10,13,A,49,F,21,B,C,A,0,2,1,N
9530,Y,third,54,55,C,37,5,F,,,,,,,1,1,0,Y
9531,N,third,4,10,A,10,54,D,39,D,22,A,A,C,3,3,2,N
9532,N,first,92,35,A,42,83,A,45,B,92,B,A,C,15,5,1,N
9533,N,third,64,67,B,61,15,A,46,C,34,C,D,A,1,7,8,N
9534,N,second,8,3,F,23,47,D,81,F,42,B,B,C,24,14,7,N
9535,Y,third,19,75,C,99,33,B,54,D,81,A,C,B,10,8,5,N
9536,Y,first,58,24,C,48,18,D,,,,,,,0,0,0,Y
9537,Y,third,48,49,D,31,59,F,,,,,,,4,0,0,Y
9538,Y,second,54,51,D,69,9,F,,,,,,,0,2,0,Y
9539,Y,first,31,90,D,51,33,F,44,D,71,D,C,D,10,5,2,Y
9540,N,second,13,15,D,46,49,C,74,B,44,C,B,D,18,4,4,N
9541,Y,second,3,17,F,,,,,,,,,,2,1,0,Y
9542,Y,third,88,96,F,82,91,B,20,B,82,B,B,C,13,11,5,N
9543,N,second,2,2,A,13,13,F,37,B,26,A,F,D,4,2,1,N
9544,Y,first,13,1,D,24,50,D,63,F,94,F,F,B,23,11,5,N
9545,N,first,18,54,B,76,7,B,43,B,17,A,F,B,16,24,9,N
9546,Y,third,44,68,A,78,66,B,14,B,83,D,A,A,14,7,5,N
9547,N,first,63,88,C,53,99,D,,,,,,,5,2,2,Y
9548,N,third,26,59,B,1,1,F,,,,,,,7,1,1,Y
9549,N,second,12,25,F,50,40,D,57,D,94,A,B,D,9,16,6,N
9550,Y,third,71,79,F,73,36,D,,,,,,,1,4,2,Y
9551,N,first,56,43,B,43,9,D,54,A,93,B,A,C,0,23,8,N
9552,N,third,15,11,D,50,51,D,87,D,56,A,B,C,14,11,5,N
9553,Y,third,33,51,B,92,54,B,31,C,62,C,A,A,9,8,2,N
9554,N,third,10,7,F,58,31,C,52,C,40,B,A,D,24,4,5,N
9555,Y,second,51,53,C,60,6,D,,,,,,,0,2,0,Y
9556,Y,third,41,14,C,61,21,C,82,C,64,A,A,A,8,5,3,N
9557,Y,third,32,58,D,17,45,F,,,,,,,2,1,0,Y
9558,Y,first,60,34,A,32,64,B,37,D,,,,,3,3,0,Y
9559,N,first,5,3,D,45,35,B,79,B,77,F,F,B,16,13,5,N
9560,N,second,19,13,F,26,49,D,51,B,84,C,B,C,12,10,8,N
9561,Y,first,75,79,B,82,79,C,53,B,16,B,A,D,7,6,4,N
9562,N,third,6,1,B,1,42,C,32,A,26,B,C,A,1,3,1,N
9563,Y,third,61,88,A,16,28,F,6,B,30,B,D,D,11,7,2,Y
9564,N,third,18,10,D,52,37,D,86,B,73,A,D,B,26,19,8,N
9565,Y,first,57,49,C,48,14,F,,,,,,,1,1,0,Y
9566,N,second,91,71,C,40,89,D,,,,,,,4,3,1,Y
9567,Y,first,32,76,C,81,72,B,48,F,60,F,D,D,7,8,4,N
9568,N,third,6,11,F,9,20,C,33,A,29,B,C,C,0,1,1,N
9569,N,third,3,4,A,13,21,D,46,A,20,B,F,D,0,1,2,N
9570,Y,third,32,61,B,84,55,D,3,C,69,C,D,D,7,6,2,N
9571,Y,third,49,40,A,13,52,F,80,D,84,D,A,A,6,10,1,N
9572,Y,first,92,49,C,90,98,D,61,A,68,A,F,D,19,3,3,N
9573,N,first,5,12,D,51,45,D,78,B,43,B,B,C,6,9,8,N
9574,Y,third,40,37,A,82,20,C,38,D,45,B,C,D,1,3,3,Y
9575,N,third,15,22,F,33,40,D,68,B,88,B,B,C,25,19,5,N
9576,N,first,78,91,A,21,84,D,3,F,95,C,C,A,16,14,9,N
9577,Y,second,93,69,A,12,47,A,10,C,21,C,C,C,0,6,2,Y
9578,N,third,14,17,F,,,,,,,,,,3,2,0,Y
9579,N,second,44,49,D,76,65,D,39,A,48,A,D,D,15,1,1,N
9580,Y,third,1,4,A,38,19,D,55,D,,,,,7,4,0,Y
9581,Y,third,3,15,A,7,11,A,29,B,28,B,C,B,0,3,2,N
9582,Y,first,76,15,F,86,56,B,96,F,14,F,A,D,9,12,9,N
9583,N,first,8,93,F,45,36,D,86,C,65,A,A,F,2,14,2,N
9584,Y,second,7,52,A,12,72,D,16,F,88,F,D,A,10,9,5,N
9585,N,second,81,39,A,77,25,A,26,A,74,D,F,B,8,11,4,N
9586,Y,second,61,34,D,60,34,F,56,B,51,B,B,B,7,9,2,N
9587,N,third,99,66,A,56,46,D,,,,,,,0,2,2,Y
9588,N,first,7,2,F,45,30,D,48,C,56,A,A,B,6,19,5,N
9589,N,third,94,34,A,43,84,F,33,B,53,A,F,B,19,1,5,N
9590,N,second,90,93,B,30,99,F,22,F,34,D,A,A,16,20,4,N
9591,Y,third,78,55,F,12,6,A,17,A,12,A,A,A,8,1,6,N
9592,N,second,73,96,A,46,50,A,14,A,43,D,C,A,3,7,3,N
9593,Y,third,9,8,F,6,38,A,31,D,20,F,D,A,1,2,2,N
9594,Y,third,49,60,A,60,33,A,66,B,51,C,F,B,12,8,2,N
9595,Y,second,7,9,F,8,36,D,45,D,26,B,B,A,3,1,1,N
9596,Y,third,55,63,A,97,50,A,71,B,68,F,F,A,16,7,3,N
9597,Y,first,21,33,D,,,,,,,,,,3,1,0,Y
9598,N,third,17,3,F,22,40,D,64,D,71,F,C,B,28,6,5,N
9599,Y,third,5,12,F,7,21,B,41,F,20,A,F,C,3,2,1,N
9600,Y,third,37,53,F,88,26,B,26,C,59,C,C,A,14,5,4,N
9601,N,third,9,9,A,12,16,D,24,B,22,A,B,D,2,3,1,N
9602,Y,third,29,45,C,,,,,,,,,,3,0,0,Y
9603,Y,third,69,74,A,94,20,A,67,F,70,B,D,D,8,9,4,N
9604,Y,third,24,60,D,72,66,D,22,F,76,C,F,A,16,8,5,N
9605,Y,first,44,81,B,11,0,A,69,A,28,C,D,F,14,0,3,Y
9606,Y,second,56,6,D,26,75,C,3,F,82,D,F,C,1,13,3,N
9607,Y,first,99,54,D,44,52,B,19,A,97,A,B,D,8,4,5,N
9608,Y,first,23,42,D,49,21,D,,,,,,,4,0,1,Y
9609,Y,second,61,76,B,99,36,B,98,F,91,B,C,B,8,8,5,N
9610,N,third,61,69,A,77,67,F,44,F,32,F,A,F,5,4,4,N
9611,N,first,18,7,D,58,54,C,57,A,73,B,B,C,13,19,8,N
9612,N,second,6,5,F,11,48,D,35,B,26,A,C,C,2,3,2,N
9613,Y,third,1,11,F,1,22,C,49,D,29,C,A,C,2,1,1,N
9614,Y,third,51,26,C,58,19,F,,,,,,,1,1,0,Y
9615,N,second,11,20,F,40,37,D,96,C,65,C,C,C,24,11,4,N
9616,N,first,5,20,D,59,50,D,87,A,49,B,B,C,23,12,5,N
9617,Y,third,85,6,F,32,99,F,4,F,95,D,C,F,3,23,6,N
9618,Y,second,41,20,D,96,46,A,71,B,12,C,D,F,11,3,1,N
9619,Y,third,38,69,A,80,40,D,89,B,59,C,F,A,14,7,5,N
9620,N,second,20,39,A,51,46,C,77,C,,,,,8,3,3,Y
9621,Y,third,36,37,D,22,44,F,,,,,,,1,1,1,Y
9622,N,third,73,53,B,71,71,A,18,D,94,A,D,D,15,10,1,N
9623,N,third,7,15,B,7,23,C,36,F,26,A,A,D,0,3,1,N
9624,Y,third,54,78,F,53,57,A,9,B,85,B,F,F,9,7,2,N
9625,N,second,20,16,D,98,17,D,16,B,18,C,C,A,17,22,8,N
9626,Y,third,4,9,A,11,10,D,28,F,24,A,A,C,4,3,2,N
9627,N,second,18,22,F,49,43,D,93,A,24,B,B,B,29,11,4,N
9628,Y,third,6,10,F,11,20,D,34,A,27,A,C,A,4,3,2,N
9629,N,third,47,68,A,29,64,F,,,,,,,0,0,2,Y
9630,Y,third,96,69,F,51,83,D,,,,,,,5,1,2,Y
9631,Y,third,2,16,F,3,23,A,42,F,22,B,A,A,4,2,2,N
9632,Y,second,42,43,C,84,3,F,31,F,,,,,8,0,1,Y
9633,Y,third,83,86,A,75,79,D,26,F,95,A,B,D,19,8,1,N
9634,N,third,10,28,B,,,,,,,,,,6,2,0,Y
9635,Y,first,61,53,B,80,64,C,99,F,90,A,A,B,6,8,4,N
9636,Y,first,16,13,B,,,,,,,,,,0,0,0,Y
9637,Y,third,74,77,A,81,63,B,47,F,21,C,B,A,16,9,5,N
9638,Y,first,16,9,F,,,,,,,,,,2,0,0,Y
9639,Y,third,12,39,B,,,,,,,,,,4,1,0,Y
9640,Y,first,15,50,B,76,59,A,7,F,94,A,C,B,10,6,5,N
9641,N,third,6,3,A,8,37,C,24,F,27,A,C,A,4,1,1,N
9642,N,second,19,1,D,37,50,C,98,F,45,A,B,D,19,6,5,N
9643,N,first,2,9,D,29,48,C,62,C,88,C,A,B,8,9,6,N
9644,N,second,11,15,D,36,46,D,60,C,69,A,B,C,21,7,5,N
9645,Y,third,25,98,D,70,24,B,77,F,78,A,D,A,13,1,4,N
9646,Y,third,73,20,A,38,0,A,49,D,,,,,1,0,1,Y
9647,Y,third,35,37,D,35,13,F,,,,,,,0,1,0,Y
9648,Y,first,95,1,D,71,69,F,9,B,93,A,A,B,16,6,1,N
9649,Y,second,86,11,A,31,6,D,48,A,26,F,D,C,3,3,2,Y
9650,N,second,24,7,F,,,,,,,,,,6,2,1,Y
9651,Y,third,29,77,A,85,53,D,70,F,74,F,D,D,9,6,5,N
9652,N,second,2,18,D,54,34,D,73,B,74,D,F,C,17,6,5,N
9653,Y,second,65,64,A,43,78,D,1,D,36,A,B,A,18,4,2,N
9654,Y,third,31,45,A,57,21,A,29,F,68,B,F,A,13,4,1,N
9655,Y,second,86,79,F,89,47,A,31,F,27,B,F,F,7,6,1,Y
9656,Y,first,14,2,F,35,30,D,98,F,90,B,B,A,22,8,6,N
9657,Y,second,48,37,F,36,27,F,58,F,,,,,5,1,0,Y
9658,Y,third,23,53,D,6,19,F,,,,,,,0,1,1,Y
9659,Y,first,17,9,A,11,59,B,28,D,,,,,5,2,0,Y
9660,Y,third,3,18,F,,,,,,,,,,1,1,1,Y
9661,Y,first,97,67,B,38,57,B,13,A,27,D,F,F,10,4,2,Y
9662,Y,first,34,51,F,3,46,D,,,,,,,3,1,1,Y
9663,Y,first,66,35,B,71,20,C,85,A,45,A,A,C,6,2,2,N
9664,Y,third,67,58,D,88,84,C,64,D,85,F,A,D,15,8,5,N
9665,Y,first,83,64,C,58,22,F,13,B,44,F,A,A,6,9,2,N
9666,N,third,9,15,F,2,57,C,42,B,22,B,C,C,3,2,2,N
9667,N,first,6,25,F,41,51,D,76,F,95,A,F,D,20,5,8,N
9668,Y,third,35,71,A,58,45,C,95,F,82,B,D,F,11,7,4,N
9669,Y,first,23,26,B,19,67,C,13,F,,,,,0,3,1,Y
9670,Y,second,5,16,A,7,28,B,28,B,24,A,C,D,1,1,2,N
9671,Y,first,9,26,D,19,13,B,3,F,45,A,B,D,13,4,1,N
9672,Y,first,27,45,F,24,7,F,,,,,,,4,1,0,Y
9673,Y,first,37,65,D,51,57,B,46,C,,,,,6,0,1,Y
9674,N,third,8,5,A,13,53,C,41,B,27,D,C,B,1,1,1,N
9675,Y,third,55,89,F,41,13,B,49,D,13,A,F,A,14,23,6,N
9676,Y,first,69,88,D,4,50,C,17,F,52,D,D,A,13,3,3,N
9677,Y,third,27,33,A,70,69,B,86,C,,,,,0,0,0,Y
9678,N,second,2,13,D,49,50,D,70,D,69,B,B,C,27,10,7,N
9679,Y,third,45,48,A,49,34,C,46,B,2,C,A,B,19,6,8,N
9680,Y,second,12,6,D,59,43,C,74,F,75,A,B,D,24,4,5,N
9681,N,third,3,2,B,11,31,B,29,B,21,A,B,C,1,2,1,N
9682,N,first,5,22,F,21,41,C,90,B,89,A,C,C,27,17,5,N
9683,N,first,16,39,B,75,64,D,17,D,40,B,F,A,13,7,3,N
