,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,test 1_numeric,test 2_numeric,test 3_numeric,ind cw_numeric,group cw_numeric,final grade_numeric,attendance_rate,forum_engagement,engagement_score,engagement_level
7970,0,third,81,38,A,83.0,46.0,B,23.0,A,61.0,B,A,D,11,6,1,0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,17,0.6307328605200946,medium
7971,1,first,66,70,F,54.0,69.0,A,69.0,A,81.0,B,D,B,12,7,2,0,0.0,4.0,4.0,3.0,1.0,3.0,1.0,19,0.6657210401891253,medium
7972,1,third,46,29,C,65.0,31.0,D,20.0,D,18.0,D,F,F,6,2,2,1,2.0,1.0,1.0,1.0,0.0,0.0,1.0,8,0.5955082742316784,low
7973,1,first,95,76,F,29.0,86.0,B,8.0,B,1.0,C,D,F,2,6,2,1,0.0,3.0,3.0,2.0,1.0,0.0,1.0,8,0.5955082742316784,low
7974,1,third,26,22,F,,,,,,,,,,0,1,0,1,0.0,,,,,,0.3333333333333333,1,0.17304964539007092,very low
7975,1,second,1,29,D,24.0,52.0,C,75.0,A,30.0,C,B,D,8,8,4,0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,16,0.691016548463357,medium
7976,1,second,27,4,C,86.0,51.0,A,3.0,F,27.0,A,B,C,10,20,3,0,2.0,4.0,0.0,4.0,3.0,2.0,1.0,30,0.7581560283687943,high
7977,0,third,0,46,F,93.0,53.0,C,70.0,B,,,,,0,3,3,1,0.0,2.0,3.0,,,,0.8333333333333334,3,0.5024822695035461,low
7978,0,first,4,15,F,56.0,41.0,C,67.0,A,85.0,C,B,D,23,7,6,0,0.0,2.0,4.0,2.0,3.0,1.0,1.0,30,0.8248226950354609,high
7979,1,second,96,75,A,54.0,21.0,B,31.0,A,69.0,A,A,A,16,4,5,0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,20,0.7387706855791962,high
7980,0,third,7,94,A,30.0,43.0,D,31.0,B,40.0,F,D,A,15,13,2,0,4.0,1.0,3.0,0.0,1.0,4.0,1.0,28,0.7231678486997636,high
7981,1,second,90,39,B,85.0,54.0,F,79.0,A,54.0,B,B,C,8,1,4,0,3.0,0.0,4.0,3.0,3.0,2.0,1.0,9,0.6463356973995272,medium
7982,0,third,1,15,F,7.0,53.0,B,40.0,A,20.0,F,A,C,1,1,1,0,0.0,3.0,4.0,0.0,4.0,2.0,1.0,2,0.5349881796690308,low
7983,1,third,2,3,F,8.0,12.0,C,30.0,A,24.0,B,A,A,2,2,1,0,0.0,2.0,4.0,3.0,4.0,4.0,1.0,4,0.5477541371158393,low
7984,0,first,2,7,F,24.0,48.0,B,45.0,B,78.0,C,B,D,15,15,7,0,0.0,3.0,3.0,2.0,3.0,1.0,1.0,30,0.8470449172576832,high
7985,1,third,67,36,C,58.0,26.0,D,35.0,A,54.0,B,D,A,9,2,3,0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,11,0.6368794326241135,medium
7986,0,third,15,17,F,59.0,30.0,D,79.0,A,38.0,C,B,B,15,9,4,0,0.0,1.0,4.0,2.0,3.0,3.0,1.0,24,0.742080378250591,high
7987,1,third,15,69,F,96.0,36.0,D,83.0,C,54.0,A,C,A,13,6,4,0,0.0,1.0,2.0,4.0,2.0,4.0,1.0,19,0.7101654846335698,medium
7988,0,first,19,18,F,56.0,31.0,D,98.0,A,32.0,A,B,C,4,18,5,0,0.0,1.0,4.0,4.0,3.0,2.0,1.0,22,0.7515366430260048,high
7989,1,third,45,23,A,47.0,59.0,C,53.0,D,17.0,D,A,F,3,3,0,1,4.0,2.0,1.0,1.0,4.0,0.0,1.0,6,0.5382978723404255,low
7990,0,third,3,7,A,11.0,31.0,C,37.0,F,24.0,A,A,B,4,3,1,0,4.0,2.0,0.0,4.0,4.0,3.0,1.0,7,0.566903073286052,low
7991,1,second,95,90,B,57.0,20.0,D,11.0,F,37.0,A,A,C,16,7,3,0,3.0,1.0,0.0,4.0,4.0,2.0,1.0,23,0.7134751773049646,medium
7992,1,third,35,72,F,67.0,64.0,C,34.0,C,14.0,D,A,A,7,7,3,0,0.0,2.0,2.0,1.0,4.0,4.0,1.0,14,0.6560283687943262,medium
7993,1,second,14,1,D,38.0,45.0,C,47.0,A,20.0,F,D,C,25,3,8,0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,28,0.856501182033097,high
7994,1,third,12,63,B,92.0,40.0,A,70.0,F,63.0,A,C,A,17,8,4,0,3.0,4.0,0.0,4.0,2.0,4.0,1.0,25,0.7484633569739952,high
7995,0,third,4,13,A,11.0,27.0,B,26.0,A,21.0,B,A,C,2,3,1,0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,5,0.5541371158392435,low
7996,0,second,80,85,F,67.0,30.0,A,20.0,B,71.0,B,F,A,11,3,3,0,0.0,4.0,3.0,3.0,0.0,4.0,1.0,14,0.6560283687943262,medium
7997,1,first,70,59,A,85.0,30.0,A,63.0,F,45.0,C,A,C,13,8,3,0,4.0,4.0,0.0,2.0,4.0,2.0,1.0,21,0.700709219858156,medium
7998,1,third,52,52,A,47.0,76.0,A,43.0,D,1.0,D,D,F,2,6,2,1,4.0,4.0,1.0,1.0,1.0,0.0,1.0,8,0.5955082742316784,low
7999,1,first,70,52,A,94.0,42.0,C,82.0,F,72.0,A,F,B,11,5,3,0,4.0,2.0,0.0,4.0,0.0,3.0,1.0,16,0.6687943262411348,medium
8000,0,third,68,88,A,43.0,71.0,A,2.0,C,39.0,A,D,A,8,6,1,0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,14,0.6115839243498818,low
8001,0,third,77,24,C,99.0,1.0,F,68.0,F,,,,,10,0,0,1,2.0,0.0,0.0,,,,0.8333333333333334,10,0.4804964539007092,very low
8002,1,first,50,24,C,63.0,17.0,D,,,,,,,1,2,0,1,2.0,1.0,,,,,0.6666666666666666,3,0.35248226950354605,very low
8003,1,first,14,32,D,,,,,,,,,,4,1,1,1,1.0,,,,,,0.3333333333333333,5,0.22080378250591015,very low
8004,0,third,5,6,B,2.0,9.0,C,49.0,B,25.0,C,A,C,4,2,2,0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,6,0.5827423167848699,low
8005,1,second,14,2,D,52.0,32.0,C,93.0,C,55.0,D,A,B,11,18,6,0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,29,0.8184397163120567,high
8006,1,first,17,33,B,,,,,,,,,,4,0,1,1,3.0,,,,,,0.3333333333333333,4,0.21442080378250591,very low
8007,1,second,3,10,D,52.0,36.0,D,57.0,A,35.0,A,B,D,10,7,7,0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,17,0.7640661938534279,high
8008,1,first,13,22,F,32.0,37.0,D,81.0,F,53.0,B,B,C,29,14,6,0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,43,0.9078014184397163,high
8009,0,second,86,38,F,78.0,96.0,C,30.0,A,89.0,A,F,C,5,7,1,0,0.0,2.0,4.0,4.0,0.0,2.0,1.0,12,0.5988179669030733,low
8010,1,second,34,49,D,20.0,33.0,D,,,,,,,2,0,1,1,1.0,1.0,,,,,0.6666666666666666,2,0.36832151300236404,very low
8011,0,third,6,4,F,12.0,9.0,A,76.0,F,,,,,11,3,2,1,0.0,4.0,0.0,,,,0.8333333333333334,14,0.5504728132387706,low
8012,0,third,7,11,F,12.0,10.0,B,31.0,F,25.0,A,A,C,3,3,1,0,0.0,3.0,0.0,4.0,4.0,2.0,1.0,6,0.5605200945626477,low
8013,0,second,2,18,D,46.0,35.0,D,47.0,C,82.0,A,C,A,6,9,7,0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,15,0.7513002364066194,high
8014,1,first,66,65,F,58.0,42.0,A,77.0,F,98.0,A,F,A,10,6,2,0,0.0,4.0,0.0,4.0,0.0,4.0,1.0,16,0.6465721040189125,medium
8015,0,second,12,4,B,,,,,,,,,,1,0,1,1,3.0,,,,,,0.3333333333333333,1,0.19527186761229315,very low
8016,1,third,44,13,A,79.0,62.0,D,34.0,B,72.0,A,C,F,5,3,0,1,4.0,1.0,3.0,4.0,2.0,0.0,1.0,8,0.551063829787234,low
8017,0,first,11,19,F,28.0,32.0,D,89.0,B,26.0,C,F,B,19,16,6,0,0.0,1.0,3.0,2.0,0.0,3.0,1.0,35,0.8567375886524822,high
8018,1,third,19,17,D,21.0,54.0,C,93.0,B,46.0,A,A,C,18,16,8,0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,34,0.8947990543735225,high
8019,1,third,12,13,B,8.0,75.0,D,33.0,C,2.0,B,F,C,0,24,3,0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,24,0.7198581560283688,medium
8020,1,third,15,76,A,44.0,0.0,B,58.0,C,12.0,C,C,D,8,0,0,1,4.0,3.0,2.0,2.0,2.0,1.0,1.0,8,0.551063829787234,low
8021,0,third,45,52,C,70.0,2.0,F,,,,,,,7,1,1,1,2.0,0.0,,,,,0.6666666666666666,8,0.4066193853427896,very low
8022,1,first,4,17,D,,,,,,,,,,0,0,1,1,1.0,,,,,,0.3333333333333333,0,0.18888888888888888,very low
8023,0,third,56,13,C,58.0,30.0,B,58.0,D,,,,,10,4,2,1,2.0,3.0,1.0,,,,0.8333333333333334,14,0.5504728132387706,low
8024,0,first,34,89,D,82.0,93.0,B,43.0,C,67.0,D,C,B,9,10,8,0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,19,0.7990543735224587,high
8025,1,third,27,56,B,74.0,24.0,B,15.0,B,56.0,B,F,A,13,6,5,0,3.0,3.0,3.0,3.0,0.0,4.0,1.0,19,0.732387706855792,high
8026,1,first,19,99,D,6.0,68.0,F,44.0,D,17.0,F,C,F,9,1,0,1,1.0,0.0,1.0,0.0,2.0,0.0,1.0,10,0.5638297872340425,low
8027,0,second,7,63,C,46.0,12.0,A,46.0,C,11.0,C,A,C,12,24,6,0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,36,0.8631205673758865,high
8028,0,second,8,16,A,12.0,17.0,D,39.0,B,25.0,C,C,A,0,3,2,0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,3,0.5635933806146571,low
8029,0,first,14,6,F,52.0,37.0,D,85.0,D,43.0,C,C,D,17,9,5,0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,26,0.7770685579196218,high
8030,1,third,34,94,B,84.0,16.0,D,59.0,D,43.0,B,D,C,4,1,2,1,3.0,1.0,1.0,3.0,1.0,2.0,1.0,5,0.5763593380614657,low
8031,1,third,8,14,A,13.0,38.0,D,30.0,B,26.0,A,C,B,3,1,1,0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,4,0.5477541371158393,low
8032,0,third,92,64,C,3.0,2.0,D,32.0,D,32.0,F,D,C,8,6,4,0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,14,0.6782505910165485,medium
8033,1,first,70,69,B,92.0,37.0,A,96.0,C,66.0,F,F,A,7,8,4,0,3.0,4.0,2.0,0.0,0.0,4.0,1.0,15,0.6846335697399527,medium
8034,1,third,8,14,F,11.0,43.0,A,40.0,D,25.0,C,A,C,3,1,1,0,0.0,4.0,1.0,2.0,4.0,2.0,1.0,4,0.5477541371158393,low
8035,1,first,20,5,B,42.0,49.0,C,58.0,D,26.0,D,D,D,5,17,5,0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,22,0.7515366430260048,high
8036,1,second,76,26,A,47.0,15.0,F,63.0,F,7.0,D,A,D,17,15,6,0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,32,0.8375886524822694,high
8037,0,third,3,7,A,6.0,23.0,A,35.0,D,25.0,C,C,C,0,2,2,0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,2,0.5572104018912529,low
8038,0,third,31,53,D,36.0,14.0,D,13.0,C,89.0,F,D,F,0,10,7,0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,10,0.7193853427895981,medium
8039,0,second,27,59,C,9.0,1.0,F,,,,,,,2,0,0,1,2.0,0.0,,,,,0.6666666666666666,2,0.34609929078014184,very low
8040,0,first,59,39,C,99.0,15.0,D,30.0,F,63.0,D,F,A,14,19,8,0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,33,0.8884160756501183,high
8041,1,third,55,37,A,35.0,21.0,F,,,,,,,0,1,0,1,4.0,0.0,,,,,0.6666666666666666,1,0.3397163120567376,very low
8042,1,first,10,58,D,2.0,57.0,C,10.0,F,,,,,0,1,1,1,1.0,2.0,0.0,,,,0.8333333333333334,1,0.44527186761229315,very low
8043,1,second,61,9,F,15.0,41.0,B,43.0,D,,,,,4,2,0,1,0.0,3.0,1.0,,,,0.8333333333333334,6,0.4549645390070922,very low
8044,1,first,36,67,C,89.0,14.0,D,53.0,D,,,,,3,3,0,1,2.0,1.0,1.0,,,,0.8333333333333334,6,0.4549645390070922,very low
8045,0,second,8,7,A,4.0,24.0,A,46.0,A,22.0,A,A,A,4,3,2,0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,7,0.5891252955082742,low
8046,1,first,41,31,A,69.0,78.0,A,63.0,B,26.0,A,B,F,15,16,1,0,4.0,4.0,3.0,4.0,3.0,0.0,1.0,31,0.7200945626477542,medium
8047,0,third,1,8,B,6.0,24.0,D,41.0,B,20.0,D,B,C,4,3,2,0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,7,0.5891252955082742,low
8048,1,third,68,72,D,93.0,51.0,B,86.0,B,25.0,D,A,A,2,2,1,0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,4,0.5477541371158393,low
8049,0,second,75,63,A,80.0,23.0,D,,,,,,,5,1,0,1,4.0,1.0,,,,,0.6666666666666666,6,0.37163120567375885,very low
8050,0,third,40,54,C,32.0,67.0,A,62.0,F,,,,,8,4,1,1,2.0,4.0,0.0,,,,0.8333333333333334,12,0.51548463356974,low
8051,1,first,56,48,D,73.0,87.0,A,20.0,D,21.0,C,B,C,4,0,0,1,1.0,4.0,1.0,2.0,3.0,2.0,1.0,4,0.5255319148936171,low
8052,1,third,80,83,A,78.0,67.0,C,69.0,A,49.0,C,D,A,5,5,3,0,4.0,2.0,4.0,2.0,1.0,4.0,1.0,10,0.6304964539007092,medium
8053,1,third,42,6,D,48.0,2.0,F,67.0,C,93.0,B,D,B,4,20,3,0,1.0,0.0,2.0,3.0,1.0,3.0,1.0,24,0.7198581560283688,medium
8054,0,third,4,15,A,12.0,42.0,B,48.0,B,29.0,A,A,A,2,2,2,0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4,0.5699763593380615,low
8055,0,second,99,70,D,42.0,63.0,F,,,,,,,0,4,2,1,1.0,0.0,,,,,0.6666666666666666,4,0.40330969267139477,very low
8056,1,first,31,84,D,86.0,72.0,F,6.0,B,25.0,D,D,B,8,20,1,0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,28,0.7009456264775414,medium
8057,0,third,7,13,B,1.0,56.0,A,24.0,A,26.0,A,F,D,3,2,1,0,3.0,4.0,4.0,4.0,0.0,1.0,1.0,5,0.5541371158392435,low
8058,1,first,13,1,F,,,,,,,,,,1,1,1,1,0.0,,,,,,0.3333333333333333,2,0.20165484633569739,very low
8059,1,second,93,86,A,86.0,25.0,D,21.0,F,64.0,F,B,A,7,10,3,0,4.0,1.0,0.0,0.0,3.0,4.0,1.0,17,0.675177304964539,medium
8060,0,first,19,2,F,43.0,44.0,D,47.0,A,82.0,B,B,C,29,4,8,0,0.0,1.0,4.0,3.0,3.0,2.0,1.0,33,0.8884160756501183,high
8061,1,second,44,66,A,95.0,68.0,A,99.0,F,87.0,C,A,A,11,5,5,0,4.0,4.0,0.0,2.0,4.0,4.0,1.0,16,0.7132387706855793,medium
8062,1,second,39,24,C,69.0,74.0,C,25.0,F,77.0,F,F,C,3,2,2,0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,5,0.5763593380614657,low
8063,1,second,24,46,B,7.0,26.0,A,36.0,F,,,,,4,2,0,1,3.0,4.0,0.0,,,,0.8333333333333334,6,0.4549645390070922,very low
8064,1,third,4,15,A,9.0,48.0,C,30.0,B,29.0,A,C,A,4,2,1,0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,6,0.5605200945626477,low
8065,0,first,72,25,A,69.0,66.0,B,42.0,D,4.0,B,C,A,6,23,2,0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,29,0.7295508274231678,high
8066,1,third,67,66,B,88.0,75.0,F,17.0,F,81.0,B,A,F,7,7,4,0,3.0,0.0,0.0,3.0,4.0,0.0,1.0,14,0.6782505910165485,medium
8067,1,third,39,69,D,67.0,78.0,D,80.0,C,48.0,C,F,A,12,2,1,0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,14,0.6115839243498818,low
8068,1,second,52,18,F,54.0,81.0,B,31.0,A,16.0,C,D,F,6,0,1,1,0.0,3.0,4.0,2.0,1.0,0.0,1.0,6,0.5605200945626477,low
8069,1,first,53,52,A,89.0,41.0,A,51.0,F,85.0,A,A,C,6,4,4,0,4.0,4.0,0.0,4.0,4.0,2.0,1.0,10,0.6527186761229314,medium
8070,0,third,49,3,C,73.0,52.0,F,70.0,B,,,,,0,0,0,1,2.0,0.0,3.0,,,,0.8333333333333334,0,0.4166666666666667,very low
8071,1,first,29,50,A,55.0,30.0,D,11.0,D,11.0,C,F,F,6,2,1,1,4.0,1.0,1.0,2.0,0.0,0.0,1.0,8,0.5732860520094563,low
8072,1,third,89,54,A,59.0,68.0,C,32.0,B,44.0,F,B,A,8,3,2,0,4.0,2.0,3.0,0.0,3.0,4.0,1.0,11,0.6146572104018913,low
8073,0,third,53,49,A,2.0,38.0,A,55.0,C,,,,,0,1,1,1,4.0,4.0,2.0,,,,0.8333333333333334,1,0.44527186761229315,very low
8074,1,first,56,24,A,33.0,7.0,F,,,,,,,0,1,0,1,4.0,0.0,,,,,0.6666666666666666,1,0.3397163120567376,very low
8075,1,third,71,76,B,69.0,63.0,A,33.0,F,98.0,C,F,A,9,9,3,0,3.0,4.0,0.0,2.0,0.0,4.0,1.0,18,0.6815602836879433,medium
8076,1,second,9,57,A,26.0,26.0,F,75.0,D,59.0,D,D,F,8,2,2,1,4.0,0.0,1.0,1.0,1.0,0.0,1.0,10,0.6082742316784869,low
8077,1,third,42,27,C,79.0,11.0,D,69.0,D,,,,,5,3,1,1,2.0,1.0,1.0,,,,0.8333333333333334,8,0.48995271867612294,low
8078,1,third,76,74,F,97.0,41.0,C,31.0,D,56.0,A,C,A,16,8,4,0,0.0,2.0,1.0,4.0,2.0,4.0,1.0,24,0.742080378250591,high
8079,1,first,14,10,D,,,,,,,,,,2,1,0,1,1.0,,,,,,0.3333333333333333,3,0.18581560283687942,very low
8080,1,third,73,51,C,1.0,29.0,B,64.0,D,,,,,0,1,1,1,2.0,3.0,1.0,,,,0.8333333333333334,1,0.44527186761229315,very low
8081,1,second,50,25,B,37.0,24.0,F,,,,,,,0,2,1,1,3.0,0.0,,,,,0.6666666666666666,2,0.36832151300236404,very low
8082,0,second,82,3,C,7.0,20.0,D,15.0,F,54.0,C,A,D,13,20,8,0,2.0,1.0,0.0,2.0,4.0,1.0,1.0,33,0.8884160756501183,high
8083,0,third,29,63,C,62.0,66.0,F,71.0,C,69.0,C,A,F,0,17,4,0,2.0,0.0,2.0,2.0,4.0,0.0,1.0,17,0.6973995271867612,medium
8084,1,third,35,71,D,40.0,62.0,F,29.0,B,85.0,F,A,A,6,21,7,0,1.0,0.0,3.0,0.0,4.0,4.0,1.0,27,0.8278959810874704,high
8085,0,third,7,2,A,7.0,31.0,A,32.0,A,28.0,B,A,A,1,1,2,0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,2,0.5572104018912529,low
8086,0,third,5,12,F,8.0,8.0,D,24.0,B,28.0,A,C,D,2,3,1,0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,5,0.5541371158392435,low
8087,1,third,9,11,A,8.0,57.0,C,49.0,F,20.0,D,F,D,1,1,1,0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,2,0.5349881796690308,low
8088,0,third,79,98,F,79.0,30.0,F,,,,,,,5,3,1,1,0.0,0.0,,,,,0.6666666666666666,8,0.4066193853427896,very low
8089,1,second,62,51,F,84.0,64.0,D,40.0,B,25.0,A,A,C,4,4,3,0,0.0,1.0,3.0,4.0,4.0,2.0,1.0,8,0.6177304964539007,low
8090,1,first,40,50,A,61.0,27.0,A,26.0,F,70.0,C,F,B,16,9,2,0,4.0,4.0,0.0,2.0,0.0,3.0,1.0,25,0.7040189125295507,medium
8091,0,third,2,10,B,12.0,9.0,B,27.0,F,26.0,C,D,A,3,3,2,0,3.0,3.0,0.0,2.0,1.0,4.0,1.0,6,0.5827423167848699,low
8092,1,first,97,79,A,46.0,31.0,D,2.0,A,93.0,C,F,C,5,8,5,0,4.0,1.0,4.0,2.0,0.0,2.0,1.0,13,0.6940898345153664,medium
8093,1,third,59,46,C,33.0,21.0,F,,,,,,,1,0,0,1,2.0,0.0,,,,,0.6666666666666666,1,0.3397163120567376,very low
8094,0,first,15,22,D,46.0,40.0,C,94.0,C,49.0,A,B,C,11,17,5,0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,28,0.7898345153664303,high
8095,1,second,71,6,A,39.0,93.0,F,20.0,B,3.0,F,F,C,4,0,0,1,4.0,0.0,3.0,0.0,0.0,2.0,1.0,4,0.5255319148936171,low
8096,1,second,20,24,A,15.0,46.0,A,68.0,B,98.0,A,D,A,16,16,7,0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,32,0.8598108747044917,high
8097,0,first,11,27,F,32.0,38.0,C,87.0,B,61.0,A,B,C,24,6,4,0,0.0,2.0,3.0,4.0,3.0,2.0,1.0,30,0.7803782505910165,high
8098,0,second,74,78,C,75.0,96.0,A,55.0,F,47.0,A,B,C,13,5,5,0,2.0,4.0,0.0,4.0,3.0,2.0,1.0,18,0.7260047281323878,high
8099,0,first,10,23,F,42.0,42.0,D,63.0,A,42.0,A,D,D,6,11,7,0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,17,0.7640661938534279,high
8100,1,second,7,16,A,12.0,17.0,C,30.0,A,20.0,B,C,C,0,3,2,0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,3,0.5635933806146571,low
8101,1,third,11,60,A,79.0,35.0,C,35.0,B,56.0,C,A,A,6,7,4,0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,13,0.6718676122931442,medium
8102,1,third,3,58,C,54.0,8.0,A,25.0,D,,,,,8,2,1,1,2.0,4.0,1.0,,,,0.8333333333333334,10,0.5027186761229314,low
8103,1,second,16,4,F,32.0,32.0,B,77.0,B,43.0,D,C,B,8,19,5,0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,27,0.783451536643026,high
8104,0,second,12,9,F,34.0,38.0,F,93.0,B,31.0,B,D,D,14,19,7,0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,33,0.866193853427896,high
8105,1,first,64,11,A,58.0,76.0,B,34.0,D,37.0,D,A,B,15,9,9,0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,24,0.8531914893617021,high
8106,0,second,2,10,B,12.0,36.0,B,42.0,A,21.0,B,B,A,2,1,2,0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3,0.5635933806146571,low
8107,0,second,88,32,A,41.0,80.0,A,31.0,A,49.0,C,B,D,11,5,3,0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,16,0.6687943262411348,medium
8108,1,first,9,14,D,,,,,,,,,,0,0,0,1,1.0,,,,,,0.3333333333333333,0,0.16666666666666666,very low
8109,1,second,39,46,D,36.0,22.0,F,,,,,,,1,0,1,1,1.0,0.0,,,,,0.6666666666666666,1,0.3619385342789598,very low
8110,0,third,53,57,C,22.0,96.0,C,87.0,F,9.0,D,F,A,17,3,2,0,2.0,2.0,0.0,1.0,0.0,4.0,1.0,20,0.6721040189125295,medium
8111,1,first,64,81,F,53.0,24.0,F,,,,,,,0,1,0,1,0.0,0.0,,,,,0.6666666666666666,1,0.3397163120567376,very low
8112,0,second,13,20,F,28.0,54.0,D,54.0,B,77.0,F,A,D,28,11,5,0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,39,0.8600472813238771,high
8113,0,third,9,3,A,10.0,37.0,A,41.0,B,27.0,B,A,B,1,1,1,0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,2,0.5349881796690308,low
8114,1,second,32,42,D,41.0,20.0,F,,,,,,,4,1,0,1,1.0,0.0,,,,,0.6666666666666666,5,0.3652482269503546,very low
8115,1,second,51,46,D,40.0,10.0,F,,,,,,,1,1,1,1,1.0,0.0,,,,,0.6666666666666666,2,0.36832151300236404,very low
8116,0,third,0,1,B,,,,,,,,,,7,1,0,1,3.0,,,,,,0.3333333333333333,8,0.2177304964539007,very low
8117,0,third,2,5,A,9.0,53.0,C,25.0,B,23.0,A,C,B,0,3,1,0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,3,0.541371158392435,low
8118,0,second,94,52,C,56.0,58.0,D,98.0,A,24.0,F,C,F,13,12,1,0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,25,0.6817966903073286,medium
8119,0,second,12,29,F,23.0,40.0,C,74.0,D,23.0,A,A,B,4,14,8,0,0.0,2.0,1.0,4.0,4.0,3.0,1.0,18,0.7926713947990545,high
8120,1,third,29,51,C,62.0,7.0,A,64.0,D,52.0,B,F,D,10,1,2,1,2.0,4.0,1.0,3.0,0.0,1.0,1.0,11,0.6146572104018913,low
8121,0,first,53,76,A,83.0,10.0,B,75.0,B,48.0,A,A,B,2,15,2,0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,17,0.6529550827423167,medium
8122,0,second,4,14,B,6.0,50.0,C,49.0,B,22.0,D,A,C,1,3,2,0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,4,0.5699763593380615,low
8123,0,third,38,62,A,55.0,73.0,D,,,,,,,3,2,0,1,4.0,1.0,,,,,0.6666666666666666,5,0.3652482269503546,very low
8124,0,second,1,7,F,54.0,40.0,D,94.0,C,51.0,A,A,C,16,3,7,0,0.0,1.0,2.0,4.0,4.0,2.0,1.0,19,0.7768321513002364,high
8125,1,third,24,40,D,39.0,56.0,C,,,,,,,1,0,0,1,1.0,2.0,,,,,0.6666666666666666,1,0.3397163120567376,very low
8126,0,third,0,21,A,24.0,32.0,A,79.0,B,,,,,8,2,2,1,4.0,4.0,3.0,,,,0.8333333333333334,10,0.5249408983451537,low
8127,1,second,64,87,C,57.0,64.0,C,7.0,A,67.0,A,B,C,4,3,1,0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,7,0.566903073286052,low
8128,0,third,7,1,A,9.0,10.0,B,29.0,B,26.0,A,C,D,2,1,2,0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,3,0.5635933806146571,low
8129,1,first,27,61,F,10.0,35.0,D,96.0,F,32.0,B,A,A,11,1,1,0,0.0,1.0,0.0,3.0,4.0,4.0,1.0,12,0.5988179669030733,low
8130,0,first,89,68,B,25.0,58.0,A,67.0,B,67.0,C,A,C,12,15,9,0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,27,0.8723404255319149,high
8131,0,second,2,25,F,53.0,46.0,D,70.0,A,97.0,B,B,A,5,12,5,0,0.0,1.0,4.0,3.0,3.0,4.0,1.0,17,0.7196217494089835,medium
8132,1,second,89,15,F,30.0,30.0,B,11.0,D,31.0,F,B,D,1,7,3,1,0.0,3.0,1.0,0.0,3.0,1.0,1.0,8,0.6177304964539007,low
8133,1,first,1,16,D,,,,,,,,,,3,1,1,1,1.0,,,,,,0.3333333333333333,4,0.21442080378250591,very low
