,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,test 1_numeric,test 2_numeric,test 3_numeric,ind cw_numeric,group cw_numeric,final grade_numeric,attendance_quality,attendance_rate,attendance_score,forum_engagement,engagement_score,last_test_before_dropout,avg_test_score,engagement_level
9122,1,third,16.0,51.0,D,,,,,,,,,,2,0,1,1,1.0,,,,,,0.335,0.3333333333333333,0.11166666666666666,2,0.09082151300236407,1.0,,very low
9123,1,first,56.0,80.0,C,75.0,52.0,F,41.0,F,62.0,A,A,A,5,5,8,0,2.0,0.0,0.0,4.0,4.0,4.0,0.61,1.0,0.61,10,0.5466075650118203,,0.6666666666666666,high
9124,0,first,18.0,25.0,D,33.0,41.0,B,95.0,B,90.0,A,B,C,25,16,8,0,1.0,3.0,3.0,4.0,3.0,2.0,0.5033333333333334,1.0,0.5033333333333334,41,0.691146572104019,,2.3333333333333335,high
9125,1,third,2.0,13.0,A,8.0,22.0,B,36.0,B,28.0,A,A,D,1,1,1,0,4.0,3.0,3.0,4.0,4.0,1.0,0.18166666666666667,1.0,0.18166666666666667,2,0.12582151300236408,,3.3333333333333335,very low
9126,1,second,13.0,91.0,A,8.0,7.0,C,4.0,F,43.0,C,B,F,13,19,1,0,4.0,2.0,0.0,2.0,3.0,0.0,0.27666666666666667,1.0,0.27666666666666667,32,0.3648108747044917,,2.0,low
9127,0,third,8.0,16.0,A,5.0,30.0,B,40.0,B,23.0,A,F,C,1,1,2,0,4.0,3.0,3.0,4.0,0.0,2.0,0.2033333333333333,1.0,0.2033333333333333,2,0.1588770685579196,,3.3333333333333335,very low
9128,1,first,18.0,9.0,F,,,,,,,,,,2,0,0,1,0.0,,,,,,0.135,0.3333333333333333,0.045,2,0.03526595744680851,0.0,,very low
9129,0,second,90.0,24.0,A,87.0,8.0,D,18.0,C,7.0,B,F,D,18,19,3,0,4.0,1.0,2.0,3.0,0.0,1.0,0.39,1.0,0.39,37,0.4978368794326241,,2.3333333333333335,high
9130,1,third,12.0,46.0,C,,,,,,,,,,0,2,1,1,2.0,,,,,,0.29,0.3333333333333333,0.09666666666666665,2,0.08332151300236405,2.0,,very low
9131,0,first,60.0,71.0,B,7.0,36.0,F,84.0,B,27.0,C,A,A,9,12,9,0,3.0,0.0,3.0,2.0,4.0,4.0,0.475,1.0,0.475,21,0.5715425531914893,,2.0,high
9132,1,second,13.0,7.0,F,31.0,45.0,D,54.0,D,35.0,F,B,A,27,14,4,0,0.0,1.0,1.0,0.0,3.0,4.0,0.30833333333333335,1.0,0.30833333333333335,41,0.50475768321513,,0.6666666666666666,high
9133,1,third,87.0,91.0,A,31.0,75.0,D,,,,,,,5,2,0,1,4.0,1.0,,,,,0.71,0.6666666666666666,0.4733333333333333,7,0.28134751773049643,1.0,,low
9134,1,second,78.0,20.0,A,67.0,79.0,D,67.0,C,10.0,F,A,C,3,7,3,0,4.0,1.0,2.0,0.0,4.0,2.0,0.535,1.0,0.535,10,0.3979964539007092,,2.3333333333333335,medium
9135,0,second,6.0,9.0,D,50.0,40.0,B,84.0,A,55.0,C,B,C,21,3,5,0,1.0,3.0,4.0,2.0,3.0,2.0,0.4066666666666666,1.0,0.4066666666666666,24,0.4676359338061465,,2.6666666666666665,medium
9136,0,third,1.0,5.0,A,1.0,48.0,D,45.0,D,29.0,A,B,C,2,2,1,0,4.0,1.0,1.0,4.0,3.0,2.0,0.215,1.0,0.215,4,0.15525413711583924,,2.0,very low
9137,1,second,42.0,52.0,C,62.0,29.0,A,45.0,D,29.0,A,C,F,7,4,0,1,2.0,4.0,1.0,4.0,2.0,0.0,0.43166666666666664,1.0,0.43166666666666664,11,0.2860460992907801,1.0,,low
9138,1,second,6.0,15.0,F,13.0,55.0,D,46.0,D,25.0,A,D,C,0,1,1,0,0.0,1.0,1.0,4.0,1.0,2.0,0.26666666666666666,1.0,0.26666666666666666,1,0.16193853427895982,,0.6666666666666666,very low
9139,1,third,16.0,24.0,F,40.0,33.0,D,93.0,B,80.0,C,B,C,21,4,7,0,0.0,1.0,3.0,2.0,3.0,2.0,0.4766666666666666,1.0,0.4766666666666666,25,0.5534633569739953,,1.3333333333333333,high
9140,1,third,38.0,65.0,A,69.0,43.0,C,60.0,F,56.0,B,C,A,5,5,4,0,4.0,2.0,0.0,3.0,2.0,4.0,0.5516666666666666,1.0,0.5516666666666666,10,0.42855200945626476,,2.0,medium
9141,1,second,74.0,57.0,F,29.0,34.0,C,79.0,F,99.0,B,B,D,10,11,1,0,0.0,2.0,0.0,3.0,3.0,1.0,0.62,1.0,0.62,21,0.46626477541371153,,0.6666666666666666,medium
9142,0,third,52.0,2.0,A,69.0,58.0,A,80.0,F,,,,,9,3,3,1,4.0,4.0,0.0,,,,0.522,0.8333333333333334,0.43500000000000005,12,0.36076241134751774,0.0,,low
9143,0,second,16.0,8.0,F,25.0,53.0,B,79.0,C,90.0,A,C,C,15,14,8,0,0.0,3.0,2.0,4.0,2.0,2.0,0.45166666666666666,1.0,0.45166666666666666,29,0.5887174940898345,,1.6666666666666667,high
9144,1,second,54.0,52.0,C,75.0,57.0,A,80.0,B,58.0,A,F,A,7,8,4,0,2.0,4.0,3.0,4.0,0.0,4.0,0.6266666666666666,1.0,0.6266666666666666,15,0.49796690307328606,,3.0,high
9145,0,second,11.0,11.0,F,42.0,32.0,B,52.0,C,65.0,D,B,B,14,14,6,0,0.0,3.0,2.0,1.0,3.0,3.0,0.355,1.0,0.355,28,0.4895567375886525,,1.6666666666666667,medium
9146,0,third,34.0,73.0,C,46.0,24.0,D,6.0,D,72.0,A,C,B,19,12,2,0,2.0,1.0,1.0,4.0,2.0,3.0,0.425,1.0,0.425,31,0.45481678486997634,,1.3333333333333333,medium
9147,0,first,50.0,74.0,D,44.0,79.0,D,51.0,C,73.0,D,C,A,3,14,8,0,1.0,1.0,2.0,1.0,2.0,4.0,0.6183333333333334,1.0,0.6183333333333334,17,0.5954550827423168,,1.3333333333333333,high
9148,1,second,89.0,40.0,A,89.0,59.0,D,41.0,A,73.0,A,A,D,9,6,5,0,4.0,1.0,4.0,4.0,4.0,1.0,0.6516666666666667,1.0,0.6516666666666667,15,0.5326891252955084,,3.0,high
9149,1,first,73.0,2.0,C,85.0,44.0,A,40.0,D,,,,,7,0,1,1,2.0,4.0,1.0,,,,0.488,0.8333333333333334,0.4066666666666667,7,0.2702364066193853,1.0,,low
9150,0,second,13.0,13.0,D,56.0,44.0,D,61.0,B,67.0,A,F,B,21,3,8,0,1.0,1.0,3.0,4.0,0.0,3.0,0.42333333333333334,1.0,0.42333333333333334,24,0.5426359338061466,,1.6666666666666667,high
9151,1,first,57.0,21.0,C,33.0,18.0,F,,,,,,,0,1,0,1,2.0,0.0,,,,,0.3225,0.6666666666666666,0.215,1,0.11388297872340425,0.0,,very low
9152,1,third,29.0,11.0,F,,,,,,,,,,4,0,0,1,0.0,,,,,,0.2,0.3333333333333333,0.06666666666666667,4,0.058865248226950356,0.0,,very low
9153,0,third,12.0,79.0,F,29.0,3.0,B,59.0,C,,,,,9,3,3,1,0.0,3.0,2.0,,,,0.364,0.8333333333333334,0.30333333333333334,12,0.2949290780141844,2.0,,low
9154,1,first,19.0,41.0,A,30.0,51.0,B,21.0,D,32.0,C,F,F,9,8,0,1,4.0,3.0,1.0,2.0,0.0,0.0,0.32333333333333336,1.0,0.32333333333333336,17,0.270177304964539,1.0,,low
9155,0,second,7.0,3.0,B,12.0,34.0,D,27.0,B,26.0,C,C,A,1,2,2,0,3.0,1.0,3.0,2.0,2.0,4.0,0.18166666666666667,1.0,0.18166666666666667,3,0.15442671394799054,,2.3333333333333335,very low
9156,1,first,71.0,35.0,D,4.0,79.0,D,32.0,F,7.0,D,B,F,2,5,2,1,1.0,1.0,0.0,1.0,3.0,0.0,0.38,1.0,0.38,7,0.27912529550827425,0.0,,low
9157,1,second,69.0,77.0,D,42.0,52.0,A,79.0,F,92.0,F,B,C,14,8,3,0,1.0,4.0,0.0,0.0,3.0,2.0,0.685,1.0,0.685,22,0.5495921985815603,,1.6666666666666667,high
9158,0,third,7.0,13.0,A,10.0,38.0,F,30.0,B,24.0,B,C,C,1,3,1,0,4.0,0.0,3.0,3.0,2.0,2.0,0.2033333333333333,1.0,0.2033333333333333,4,0.1494208037825059,,2.3333333333333335,very low
9159,1,first,77.0,40.0,F,29.0,7.0,D,36.0,D,,,,,10,1,1,1,0.0,1.0,1.0,,,,0.37799999999999995,0.8333333333333334,0.31499999999999995,11,0.249934988179669,1.0,,low
9160,1,third,3.0,91.0,B,54.0,82.0,A,24.0,F,,,,,9,4,0,1,3.0,4.0,0.0,,,,0.508,0.8333333333333334,0.42333333333333334,13,0.294645390070922,0.0,,low
9161,0,third,81.0,99.0,F,51.0,66.0,F,63.0,C,,,,,8,2,3,1,0.0,0.0,2.0,,,,0.72,0.8333333333333334,0.6,10,0.4304964539007092,2.0,,medium
9162,0,first,4.0,1.0,F,59.0,33.0,C,93.0,C,25.0,B,F,C,8,4,6,0,0.0,2.0,2.0,3.0,0.0,2.0,0.35833333333333334,1.0,0.35833333333333334,12,0.38909574468085106,,1.3333333333333333,medium
9163,0,third,9.0,14.0,A,5.0,34.0,A,48.0,D,25.0,B,B,A,4,3,2,0,4.0,4.0,1.0,3.0,3.0,4.0,0.225,1.0,0.225,7,0.20162529550827424,,3.0,low
9164,0,second,98.0,69.0,A,58.0,24.0,D,33.0,A,44.0,F,A,C,8,11,2,0,4.0,1.0,4.0,0.0,4.0,2.0,0.5433333333333333,1.0,0.5433333333333333,19,0.4373877068557919,,3.0,medium
9165,0,second,3.0,10.0,B,4.0,43.0,C,34.0,A,25.0,D,B,B,0,1,2,0,3.0,2.0,4.0,1.0,3.0,3.0,0.19833333333333333,1.0,0.19833333333333333,1,0.14999408983451537,,3.0,very low
9166,1,third,28.0,78.0,F,50.0,55.0,A,45.0,D,97.0,A,F,B,13,5,3,0,0.0,4.0,1.0,4.0,0.0,3.0,0.5883333333333334,1.0,0.5883333333333334,18,0.47572695035460993,,1.6666666666666667,medium
9167,1,second,59.0,34.0,C,60.0,97.0,D,89.0,F,54.0,C,B,B,2,9,3,0,2.0,1.0,0.0,2.0,3.0,3.0,0.655,1.0,0.655,11,0.46437943262411346,,1.0,medium
9168,1,third,71.0,76.0,B,96.0,24.0,D,21.0,A,75.0,C,F,A,7,6,5,0,3.0,1.0,4.0,2.0,0.0,4.0,0.605,1.0,0.605,13,0.4965898345153664,,2.6666666666666665,high
9169,0,second,94.0,75.0,A,66.0,64.0,A,75.0,A,27.0,F,C,A,15,3,5,0,4.0,4.0,4.0,0.0,2.0,4.0,0.6683333333333333,1.0,0.6683333333333333,18,0.5601713947990544,,4.0,high
9170,1,second,34.0,46.0,A,40.0,40.0,F,,,,,,,2,1,1,1,4.0,0.0,,,,,0.4,0.6666666666666666,0.26666666666666666,3,0.17470449172576832,0.0,,low
9171,1,second,1.0,9.0,A,1.0,23.0,C,26.0,D,25.0,C,F,A,1,2,1,0,4.0,2.0,1.0,2.0,0.0,4.0,0.14166666666666666,1.0,0.14166666666666666,3,0.11220449172576832,,2.3333333333333335,very low
9172,1,first,66.0,39.0,C,92.0,69.0,B,21.0,C,79.0,B,F,B,14,20,1,0,2.0,3.0,2.0,3.0,0.0,3.0,0.61,1.0,0.61,34,0.544243498817967,,2.3333333333333335,high
9173,0,third,6.0,1.0,B,12.0,53.0,A,46.0,A,25.0,A,C,C,4,1,2,0,3.0,4.0,4.0,4.0,2.0,2.0,0.2383333333333333,1.0,0.2383333333333333,5,0.1955260047281324,,3.6666666666666665,low
9174,0,third,28.0,37.0,F,,,,,,,,,,2,1,1,1,0.0,,,,,,0.325,0.3333333333333333,0.10833333333333334,3,0.09553782505910166,0.0,,very low
9175,1,third,44.0,47.0,C,34.0,45.0,D,,,,,,,3,1,1,1,2.0,1.0,,,,,0.425,0.6666666666666666,0.2833333333333333,4,0.18942080378250592,1.0,,low
9176,1,second,18.0,55.0,B,,51.0,B,74.0,F,,,,,9,2,0,1,3.0,3.0,0.0,,,,0.495,0.6666666666666666,0.32999999999999996,11,0.23521276595744678,0.0,,low
9177,0,third,64.0,66.0,C,38.0,24.0,F,,,,,,,4,0,0,1,2.0,0.0,,,,,0.48,0.6666666666666666,0.31999999999999995,4,0.185531914893617,0.0,,low
9178,0,third,7.0,12.0,B,6.0,36.0,A,45.0,A,23.0,A,B,C,4,3,1,0,3.0,4.0,4.0,4.0,3.0,2.0,0.215,1.0,0.215,7,0.174403073286052,,3.6666666666666665,low
9179,0,third,49.0,28.0,B,31.0,52.0,D,7.0,D,97.0,A,A,B,4,13,3,0,3.0,1.0,1.0,4.0,4.0,3.0,0.44,1.0,0.44,17,0.395177304964539,,1.6666666666666667,medium
9180,1,first,73.0,27.0,A,76.0,31.0,F,27.0,F,,,,,0,3,1,1,4.0,0.0,0.0,,,,0.46799999999999997,0.8333333333333334,0.39,3,0.236371158392435,0.0,,low
9181,1,third,30.0,46.0,D,43.0,7.0,F,,,,,,,2,1,0,1,1.0,0.0,,,,,0.315,0.6666666666666666,0.21,3,0.12414893617021276,0.0,,very low
9182,0,third,5.0,6.0,F,5.0,18.0,C,45.0,D,20.0,A,F,B,3,1,2,0,0.0,2.0,1.0,4.0,0.0,3.0,0.165,1.0,0.165,4,0.15247635933806147,,1.0,very low
9183,1,second,92.0,7.0,F,7.0,92.0,F,15.0,B,29.0,F,F,D,3,6,0,1,0.0,0.0,3.0,0.0,0.0,1.0,0.4033333333333334,1.0,0.4033333333333334,9,0.259113475177305,3.0,,low
9184,1,third,7.0,3.0,B,9.0,42.0,A,44.0,B,22.0,B,B,A,4,3,1,0,3.0,4.0,3.0,3.0,3.0,4.0,0.21166666666666667,1.0,0.21166666666666667,7,0.17273640661938536,,3.3333333333333335,low
9185,0,third,1.0,30.0,B,,,,,,,,,,4,0,1,1,3.0,,,,,,0.155,0.3333333333333333,0.051666666666666666,4,0.07358747044917258,3.0,,very low
9186,0,second,2.0,20.0,F,28.0,43.0,D,91.0,A,75.0,C,A,B,14,3,5,0,0.0,1.0,4.0,2.0,4.0,3.0,0.43166666666666664,1.0,0.43166666666666664,17,0.43545508274231676,,1.6666666666666667,medium
9187,1,third,67.0,7.0,B,68.0,60.0,A,88.0,C,82.0,C,F,D,12,3,1,0,3.0,4.0,2.0,2.0,0.0,1.0,0.62,1.0,0.62,15,0.42796690307328605,,3.0,medium
9188,0,second,7.0,21.0,F,45.0,54.0,B,58.0,C,61.0,D,B,A,19,9,5,0,0.0,3.0,2.0,1.0,3.0,4.0,0.41,1.0,0.41,28,0.49483451536643025,,1.6666666666666667,high
9189,0,first,5.0,7.0,D,43.0,36.0,D,49.0,B,79.0,A,B,D,29,11,8,0,1.0,1.0,3.0,4.0,3.0,1.0,0.365,1.0,0.365,40,0.615596926713948,,1.6666666666666667,high
9190,1,third,3.0,44.0,F,73.0,2.0,B,84.0,F,44.0,C,F,C,18,1,1,0,0.0,3.0,0.0,2.0,0.0,2.0,0.41666666666666663,1.0,0.41666666666666663,19,0.3518321513002363,,1.0,low
9191,0,second,15.0,24.0,F,59.0,34.0,D,75.0,D,36.0,C,D,B,8,17,6,0,0.0,1.0,1.0,2.0,1.0,3.0,0.405,1.0,0.405,25,0.49540780141843965,,0.6666666666666666,high
9192,1,first,18.0,17.0,C,,,,,,,,,,0,1,1,1,2.0,,,,,,0.175,0.3333333333333333,0.05833333333333333,1,0.05777186761229314,2.0,,very low
9193,1,third,29.0,72.0,F,79.0,29.0,C,25.0,F,72.0,B,A,A,13,16,6,0,0.0,2.0,0.0,3.0,4.0,4.0,0.51,1.0,0.51,29,0.5734397163120567,,0.6666666666666666,high
9194,0,second,60.0,32.0,A,73.0,89.0,A,42.0,D,54.0,F,A,D,18,7,3,0,4.0,4.0,1.0,0.0,4.0,1.0,0.5833333333333334,1.0,0.5833333333333334,25,0.5179078014184397,,3.0,high
9195,1,first,41.0,48.0,A,28.0,21.0,A,,D,6.0,D,F,D,1,3,0,1,4.0,4.0,1.0,1.0,0.0,1.0,0.28800000000000003,0.8333333333333334,0.24000000000000005,4,0.14553191489361705,1.0,,very low
9196,0,second,19.0,26.0,F,30.0,44.0,D,48.0,D,25.0,C,B,A,15,7,7,0,0.0,1.0,1.0,2.0,3.0,4.0,0.32,1.0,0.32,22,0.4559810874704492,,0.6666666666666666,medium
9197,1,first,6.0,,D,,,,,,,,,,2,1,1,1,1.0,,,,,,0.06,0.16666666666666666,0.009999999999999998,3,0.04637115839243498,1.0,,very low
9198,0,third,27.0,68.0,A,67.0,57.0,D,,,,,,,7,3,0,1,4.0,1.0,,,,,0.5475,0.6666666666666666,0.365,10,0.24632978723404253,1.0,,low
9199,1,second,21.0,62.0,A,92.0,51.0,C,45.0,B,68.0,D,F,B,7,8,3,0,4.0,2.0,3.0,1.0,0.0,3.0,0.565,1.0,0.565,15,0.4449113475177304,,3.0,medium
9200,1,third,30.0,91.0,C,36.0,19.0,B,9.0,C,97.0,A,B,B,1,8,8,0,2.0,3.0,2.0,4.0,3.0,3.0,0.47,1.0,0.47,9,0.4702245862884161,,2.3333333333333335,medium
9201,0,first,1.0,11.0,D,47.0,45.0,D,51.0,C,98.0,C,C,D,28,12,4,0,1.0,1.0,2.0,2.0,2.0,1.0,0.42166666666666663,1.0,0.42166666666666663,40,0.5550413711583924,,1.3333333333333333,high
9202,1,third,72.0,63.0,D,76.0,67.0,B,89.0,C,75.0,D,A,B,10,8,3,0,1.0,3.0,2.0,1.0,4.0,3.0,0.7366666666666667,1.0,0.7366666666666667,18,0.5498936170212766,,2.0,high
9203,1,third,80.0,85.0,B,50.0,50.0,A,66.0,D,69.0,D,A,F,8,4,1,0,3.0,4.0,1.0,1.0,4.0,0.0,0.6666666666666667,1.0,0.6666666666666667,12,0.43215130023640663,,2.6666666666666665,medium
9204,0,second,63.0,93.0,D,49.0,22.0,A,44.0,B,34.0,B,D,D,17,1,4,0,1.0,4.0,3.0,3.0,1.0,1.0,0.5083333333333333,1.0,0.5083333333333333,18,0.45794917257683215,,2.6666666666666665,medium
9205,1,third,55.0,68.0,F,66.0,39.0,B,27.0,F,76.0,C,A,A,14,8,5,0,0.0,3.0,0.0,2.0,4.0,4.0,0.5516666666666666,1.0,0.5516666666666666,22,0.5273699763593381,,1.0,high
9206,1,third,73.0,70.0,B,52.0,49.0,A,58.0,F,63.0,A,A,C,13,5,4,0,3.0,4.0,0.0,4.0,4.0,2.0,0.6083333333333334,1.0,0.6083333333333334,18,0.5079491725768321,,2.3333333333333335,high
9207,1,second,20.0,57.0,A,43.0,16.0,F,59.0,C,,,,,5,3,0,1,4.0,0.0,2.0,,,,0.39,0.8333333333333334,0.325,8,0.21356382978723404,2.0,,low
9208,1,third,86.0,95.0,D,55.0,25.0,F,52.0,C,39.0,C,A,F,6,9,3,0,1.0,0.0,2.0,2.0,4.0,0.0,0.5866666666666667,1.0,0.5866666666666667,15,0.4557446808510638,,1.0,medium
9209,0,third,67.0,70.0,C,51.0,64.0,F,63.0,C,,,,,5,4,0,1,2.0,0.0,2.0,,,,0.63,0.8333333333333334,0.525,9,0.3199468085106383,2.0,,low
9210,1,third,40.0,62.0,D,92.0,20.0,F,32.0,C,58.0,B,A,A,11,2,4,0,1.0,0.0,2.0,3.0,4.0,4.0,0.5066666666666666,1.0,0.5066666666666666,13,0.42520094562647753,,1.0,medium
9211,0,second,16.0,2.0,F,,,,,,,,,,7,2,0,1,0.0,,,,,,0.09,0.3333333333333333,0.03,9,0.0724468085106383,0.0,,very low
9212,0,second,29.0,92.0,A,82.0,66.0,B,76.0,F,,,,,5,2,3,1,4.0,3.0,0.0,,,,0.69,0.8333333333333334,0.575,7,0.3988475177304964,0.0,,medium
9213,0,first,9.0,2.0,F,22.0,33.0,D,84.0,B,74.0,D,B,C,22,18,4,0,0.0,1.0,3.0,1.0,3.0,2.0,0.37333333333333335,1.0,0.37333333333333335,40,0.5308747044917258,,1.3333333333333333,high
9214,1,third,77.0,61.0,B,71.0,21.0,C,77.0,F,52.0,A,F,B,13,6,3,0,3.0,2.0,0.0,4.0,0.0,3.0,0.5983333333333334,1.0,0.5983333333333334,19,0.4871099290780142,,1.6666666666666667,medium
9215,0,third,86.0,91.0,A,56.0,44.0,B,,B,65.0,A,A,D,16,8,2,0,4.0,3.0,3.0,4.0,4.0,1.0,0.684,0.8333333333333334,0.5700000000000001,24,0.4826359338061466,,3.3333333333333335,medium
9216,0,third,48.0,59.0,C,20.0,3.0,D,34.0,B,6.0,D,C,C,12,14,7,0,2.0,1.0,3.0,1.0,2.0,2.0,0.2833333333333333,1.0,0.2833333333333333,26,0.4631796690307328,,2.0,medium
9217,0,third,9.0,13.0,A,1.0,48.0,D,47.0,A,20.0,A,C,D,4,2,2,0,4.0,1.0,4.0,4.0,2.0,1.0,0.23,1.0,0.23,6,0.19774231678486998,,3.0,low
9218,1,first,31.0,65.0,B,62.0,4.0,A,58.0,D,7.0,F,B,D,8,1,0,1,3.0,4.0,1.0,0.0,3.0,1.0,0.37833333333333335,1.0,0.37833333333333335,9,0.24661347517730497,1.0,,low
9219,0,third,8.0,15.0,B,11.0,8.0,C,25.0,A,21.0,D,B,A,3,3,2,0,3.0,2.0,4.0,1.0,3.0,4.0,0.14666666666666667,1.0,0.14666666666666667,6,0.15607565011820332,,3.0,very low
9220,0,first,4.0,5.0,D,20.0,36.0,C,53.0,C,57.0,C,A,D,12,18,5,0,1.0,2.0,2.0,2.0,4.0,1.0,0.2916666666666667,1.0,0.2916666666666667,30,0.4484338061465721,,1.6666666666666667,medium
9221,0,second,12.0,1.0,F,14.0,42.0,F,50.0,C,5.0,D,D,B,18,3,7,0,0.0,0.0,2.0,1.0,1.0,3.0,0.20666666666666667,1.0,0.20666666666666667,21,0.3929314420803782,,0.6666666666666666,medium
9222,1,first,30.0,59.0,C,70.0,64.0,F,87.0,D,,,,,9,2,0,1,2.0,0.0,1.0,,,,0.62,0.8333333333333334,0.5166666666666667,11,0.32854609929078016,1.0,,low
9223,0,second,81.0,51.0,A,65.0,28.0,F,,,,,,,4,2,2,1,4.0,0.0,,,,,0.5625,0.6666666666666666,0.375,6,0.27024231678487,0.0,,low
9224,1,third,46.0,76.0,C,92.0,26.0,A,49.0,B,85.0,B,C,A,13,6,5,0,2.0,4.0,3.0,3.0,2.0,4.0,0.6233333333333334,1.0,0.6233333333333334,19,0.5440543735224587,,3.0,high
9225,0,third,7.0,16.0,F,,,,,,,,,,4,2,1,1,0.0,,,,,,0.115,0.3333333333333333,0.03833333333333333,6,0.07968676122931441,0.0,,very low
9226,1,third,43.0,63.0,F,66.0,39.0,B,33.0,D,60.0,F,A,A,5,9,4,0,0.0,3.0,1.0,0.0,4.0,4.0,0.5066666666666666,1.0,0.5066666666666666,14,0.4315839243498818,,1.3333333333333333,medium
9227,0,third,41.0,53.0,D,48.0,75.0,C,,,,,,,7,1,0,1,1.0,2.0,,,,,0.5425,0.6666666666666666,0.36166666666666664,8,0.23189716312056735,2.0,,low
9228,0,second,78.0,36.0,A,76.0,23.0,A,20.0,A,55.0,F,A,D,18,8,5,0,4.0,4.0,4.0,0.0,4.0,1.0,0.48,1.0,0.48,26,0.5170685579196218,,4.0,high
9229,1,third,59.0,75.0,F,64.0,34.0,A,62.0,F,92.0,C,C,A,5,8,3,0,0.0,4.0,0.0,2.0,2.0,4.0,0.6433333333333333,1.0,0.6433333333333333,13,0.47131205673758864,,1.3333333333333333,medium
9230,1,third,10.0,97.0,A,93.0,46.0,D,18.0,C,9.0,D,A,A,3,4,2,0,4.0,1.0,2.0,1.0,4.0,4.0,0.455,1.0,0.455,7,0.31662529550827423,,2.3333333333333335,low
9231,0,third,1.0,15.0,F,7.0,17.0,D,40.0,A,20.0,C,C,A,1,1,1,0,0.0,1.0,4.0,2.0,2.0,4.0,0.16666666666666669,1.0,0.16666666666666669,2,0.11832151300236408,,1.6666666666666667,very low
9232,1,second,58.0,31.0,B,30.0,18.0,D,,,,,,,1,1,0,1,3.0,1.0,,,,,0.3425,0.6666666666666666,0.22833333333333333,2,0.12693262411347517,1.0,,very low
9233,0,second,5.0,25.0,D,47.0,36.0,F,66.0,C,98.0,F,B,D,4,8,4,0,1.0,0.0,2.0,0.0,3.0,1.0,0.46166666666666667,1.0,0.46166666666666667,12,0.3963179669030733,,1.0,medium
9234,0,third,6.0,14.0,A,3.0,12.0,A,46.0,A,23.0,D,B,D,2,2,1,0,4.0,4.0,4.0,1.0,3.0,1.0,0.1733333333333333,1.0,0.1733333333333333,4,0.1344208037825059,,4.0,very low
9235,1,second,66.0,78.0,D,37.0,41.0,A,20.0,C,10.0,F,B,D,10,3,2,1,1.0,4.0,2.0,0.0,3.0,1.0,0.42,1.0,0.42,13,0.33742316784869975,2.0,,low
9236,1,first,77.0,64.0,D,83.0,33.0,B,31.0,D,,,,,9,1,0,1,1.0,3.0,1.0,,,,0.5760000000000001,0.8333333333333334,0.4800000000000001,10,0.3038297872340426,1.0,,low
9237,1,third,29.0,53.0,C,,,,,,,,,,3,0,1,1,2.0,,,,,,0.41,0.3333333333333333,0.13666666666666666,3,0.10970449172576832,2.0,,very low
9238,0,third,19.0,23.0,F,59.0,44.0,D,88.0,B,57.0,C,B,D,26,3,7,0,0.0,1.0,3.0,2.0,3.0,1.0,0.48333333333333334,1.0,0.48333333333333334,29,0.5823286052009456,,1.3333333333333333,high
9239,1,third,27.0,68.0,C,71.0,55.0,A,76.0,F,93.0,D,A,D,14,6,2,0,2.0,4.0,0.0,1.0,4.0,1.0,0.65,1.0,0.65,20,0.4971040189125296,,2.0,high
9240,0,second,56.0,68.0,B,29.0,71.0,D,,,,,,,7,2,1,1,3.0,1.0,,,,,0.56,0.6666666666666666,0.37333333333333335,9,0.26633569739952717,1.0,,low
9241,1,third,45.0,76.0,B,90.0,39.0,B,54.0,F,60.0,A,A,B,15,9,2,0,3.0,3.0,0.0,4.0,4.0,3.0,0.6066666666666667,1.0,0.6066666666666667,24,0.5009692671394799,,2.0,high
9242,0,second,62.0,89.0,A,64.0,83.0,A,57.0,B,90.0,B,A,A,12,8,1,0,4.0,4.0,3.0,3.0,4.0,4.0,0.7416666666666667,1.0,0.7416666666666667,20,0.5207151300236407,,3.6666666666666665,high
9243,0,third,5.0,10.0,A,11.0,26.0,D,27.0,F,26.0,F,D,D,1,1,1,0,4.0,1.0,0.0,0.0,1.0,1.0,0.175,1.0,0.175,2,0.12248817966903074,,1.6666666666666667,very low
9244,1,third,94.0,93.0,A,87.0,89.0,A,33.0,F,42.0,B,A,A,4,8,2,0,4.0,4.0,0.0,3.0,4.0,4.0,0.73,1.0,0.73,12,0.4860401891252955,,2.6666666666666665,medium
9245,0,third,9.0,4.0,A,5.0,23.0,D,29.0,A,29.0,A,B,D,4,1,2,0,4.0,1.0,4.0,4.0,3.0,1.0,0.165,1.0,0.165,5,0.15885933806146574,,3.0,very low
9246,0,third,9.0,13.0,A,2.0,20.0,A,40.0,D,27.0,D,C,D,0,2,1,0,4.0,4.0,1.0,1.0,2.0,1.0,0.185,1.0,0.185,2,0.12748817966903073,,3.0,very low
9247,0,third,69.0,79.0,A,81.0,77.0,D,39.0,A,52.0,A,A,F,18,7,1,0,4.0,1.0,4.0,4.0,4.0,0.0,0.6616666666666667,1.0,0.6616666666666667,25,0.512630023640662,,3.0,high
9248,0,second,2.0,9.0,B,12.0,42.0,D,48.0,D,26.0,B,F,A,2,3,1,0,3.0,1.0,1.0,3.0,0.0,4.0,0.2316666666666667,1.0,0.2316666666666667,5,0.16997044917257684,,1.6666666666666667,low
