,External,Year,session 1,session 2,test 1
8286,N,third,7,11,B
8287,Y,third,23,30,D
8288,Y,second,6,3,F
8289,N,third,2,15,B
8290,Y,second,8,9,F
8291,Y,second,29,78,B
8292,Y,third,43,24,B
8293,N,second,10,13,F
8294,Y,third,47,7,A
8295,N,second,8,2,A
8296,N,third,17,15,F
8297,Y,second,80,46,B
8298,Y,first,85,60,F
8299,N,third,3,11,D
8300,Y,first,6,7,F
8301,Y,first,23,26,A
8302,Y,second,4,20,C
8303,N,second,55,55,C
8304,Y,second,14,16,C
8305,Y,third,54,1,D
8306,Y,first,78,51,D
8307,Y,third,53,53,C
8308,Y,second,55,37,D
8309,Y,third,31,62,F
8310,Y,second,57,72,A
8311,Y,second,29,75,D
8312,N,second,89,30,F
8313,Y,first,18,71,F
8314,Y,third,16,56,D
8315,Y,second,4,82,B
8316,Y,third,33,78,A
8317,Y,third,72,78,B
8318,Y,second,9,64,F
8319,Y,first,70,54,A
8320,Y,third,56,40,C
8321,Y,second,69,61,D
8322,Y,first,54,63,A
8323,N,third,64,64,B
8324,N,second,60,56,A
8325,Y,second,17,26,F
8326,Y,third,55,76,B
8327,Y,third,35,42,D
8328,Y,third,75,77,A
8329,Y,second,17,28,D
8330,N,third,73,68,A
8331,Y,third,95,93,A
8332,Y,second,60,88,B
8333,N,second,18,31,F
8334,N,second,15,2,D
8335,N,first,79,83,B
8336,Y,third,14,78,A
8337,Y,third,3,9,A
8338,N,first,18,27,D
8339,Y,third,26,45,B
8340,N,first,44,68,F
8341,Y,third,58,72,A
8342,Y,third,55,55,D
8343,N,second,70,80,A
8344,Y,third,45,86,B
8345,N,second,90,31,F
8346,Y,second,2,7,D
8347,N,second,72,55,A
8348,N,third,7,14,A
8349,N,second,16,21,D
8350,N,first,6,54,B
8351,N,third,5,14,D
8352,Y,third,72,61,F
8353,Y,second,59,24,A
8354,N,second,5,6,D
8355,N,second,90,43,D
8356,Y,third,9,15,A
8357,Y,second,86,41,A
8358,Y,first,49,37,D
8359,Y,first,36,48,A
8360,Y,first,7,29,F
8361,Y,first,5,19,D
8362,N,third,97,81,A
8363,Y,first,44,47,D
8364,N,third,13,25,F
8365,Y,second,72,66,D
8366,N,second,42,97,A
8367,Y,first,41,37,A
8368,Y,third,11,62,A
8369,Y,first,23,51,B
8370,N,third,88,50,A
8371,N,second,68,59,F
8372,Y,second,45,10,A
8373,N,third,27,63,A
8374,Y,second,11,88,B
8375,N,third,6,15,D
8376,Y,third,56,67,F
8377,Y,first,52,47,C
8378,Y,first,32,36,B
8379,N,third,60,76,A
8380,Y,third,96,48,D
8381,Y,third,8,3,F
8382,Y,third,20,16,B
8383,N,second,25,27,A
8384,Y,second,45,89,B
8385,Y,first,16,19,F
8386,Y,first,81,84,A
8387,N,second,4,27,D
8388,Y,first,16,48,B
8389,Y,first,64,54,F
8390,Y,first,93,44,A
8391,Y,third,29,51,D
8392,Y,third,16,63,B
8393,N,first,9,21,F
8394,N,first,58,17,F
8395,Y,third,20,78,B
8396,N,third,1,10,A
8397,Y,first,23,31,D
8398,Y,first,11,8,F
8399,N,third,11,23,D
8400,Y,third,52,50,A
8401,Y,second,29,39,F
8402,N,first,1,5,D
8403,N,second,56,59,C
8404,N,second,8,3,A
8405,N,third,3,64,D
8406,N,first,48,7,C
8407,N,first,17,28,F
8408,Y,third,15,19,F
8409,Y,third,27,63,D
8410,N,third,35,94,F
8411,N,third,68,35,A
8412,Y,third,95,85,A
8413,Y,first,0,56,B
8414,N,third,1,26,F
8415,N,second,14,6,F
8416,Y,third,47,26,F
8417,N,third,79,84,D
8418,N,first,99,42,A
8419,Y,first,43,87,B
8420,N,second,89,39,C
8421,N,second,14,22,F
8422,N,first,3,9,D
8423,N,first,89,59,A
8424,N,second,9,12,A
8425,Y,third,67,70,B
8426,Y,first,10,8,F
8427,Y,second,22,47,C
8428,N,first,11,14,F
8429,Y,first,7,18,F
8430,N,first,18,21,F
8431,Y,second,65,75,A
8432,N,third,1,12,F
8433,N,third,7,10,F
8434,N,first,81,69,B
8435,N,third,3,8,A
8436,Y,first,36,47,D
8437,Y,third,63,74,B
8438,Y,third,38,46,A
8439,Y,third,11,19,A
8440,N,first,5,8,D
8441,Y,first,56,65,C
8442,N,third,8,1,A
8443,Y,first,24,30,B
8444,Y,second,73,64,B
8445,N,second,15,23,F
8446,Y,first,13,65,A
8447,Y,first,49,44,B
8448,Y,third,22,13,B
8449,N,second,9,5,F
8450,N,third,69,91,D
8451,N,third,22,9,B
8452,Y,first,53,57,B
8453,Y,first,23,8,C
8454,Y,third,98,7,B
8455,N,second,23,30,F
8456,N,third,83,95,A
8457,Y,third,62,50,A
8458,N,third,2,11,F
8459,N,first,60,53,D
8460,N,third,4,9,A
8461,N,third,11,18,F
8462,Y,third,0,79,A
8463,N,second,24,67,D
8464,Y,third,44,40,A
8465,Y,third,15,37,C
8466,Y,first,32,93,A
8467,Y,third,50,36,C
8468,Y,second,33,69,F
8469,N,second,5,9,A
8470,N,second,38,77,A
8471,Y,third,3,25,D
8472,Y,second,38,74,B
8473,Y,third,27,47,F
8474,Y,third,27,42,D
8475,Y,second,62,67,D
8476,Y,first,23,52,D
8477,Y,first,16,13,F
8478,N,second,97,47,F
8479,Y,third,46,63,D
8480,N,first,43,5,C
8481,Y,third,75,69,A
8482,N,third,7,2,A
8483,Y,first,15,28,A
8484,N,third,51,51,C
8485,Y,first,38,72,A
8486,Y,second,98,33,B
8487,N,second,87,88,F
8488,Y,first,6,76,F
8489,N,second,17,11,F
8490,N,second,3,89,B
8491,Y,second,15,77,D
8492,Y,first,22,38,F
8493,N,first,83,34,A
8494,Y,first,24,45,F
8495,Y,first,17,13,F
8496,Y,second,97,83,C
8497,N,second,92,34,A
8498,Y,second,78,77,B
8499,Y,third,3,2,A
8500,N,second,6,9,F
8501,N,first,6,27,D
8502,Y,first,21,44,D
8503,Y,first,41,42,D
8504,N,third,40,40,B
8505,N,third,3,9,A
8506,Y,second,79,5,C
8507,Y,first,85,9,B
8508,Y,third,44,88,B
8509,N,second,30,5,A
8510,N,third,51,25,A
8511,Y,first,2,3,F
8512,Y,third,96,83,D
8513,N,first,48,32,D
8514,N,second,66,77,D
8515,Y,first,44,47,B
8516,Y,third,67,60,D
8517,Y,second,89,97,A
8518,Y,third,65,40,A
8519,N,third,2,9,F
8520,Y,first,35,52,F
8521,Y,third,93,35,F
8522,N,second,50,64,B
8523,N,second,88,59,A
8524,Y,third,77,98,F
8525,N,second,60,51,F
8526,N,second,9,9,A
8527,N,third,10,5,F
8528,N,third,3,9,A
8529,N,third,8,7,A
8530,Y,third,42,59,D
8531,Y,third,13,46,C
8532,N,second,5,9,A
8533,N,second,32,72,A
8534,Y,third,72,53,A
8535,Y,second,6,16,D
8536,Y,third,48,21,F
8537,Y,second,7,97,D
8538,N,second,82,54,D
8539,N,third,12,25,D
8540,N,second,91,16,C
8541,Y,third,86,29,A
8542,Y,first,18,9,D
8543,Y,second,63,40,C
8544,N,second,37,63,A
8545,Y,first,32,83,F
8546,Y,third,6,14,A
8547,Y,first,24,64,A
8548,Y,third,60,50,D
8549,Y,third,31,33,A
8550,N,second,35,52,F
8551,N,first,73,71,F
8552,N,third,84,53,A
8553,Y,first,54,22,A
8554,N,third,26,63,B
8555,N,second,89,32,B
8556,Y,second,8,14,D
8557,Y,third,54,96,B
8558,Y,first,17,7,A
8559,N,second,3,17,D
8560,N,third,15,24,B
8561,Y,third,5,3,A
8562,Y,second,32,40,A
8563,Y,second,6,82,D
8564,N,first,91,54,A
8565,N,second,46,98,D
8566,N,second,95,85,A
8567,Y,third,77,27,D
8568,Y,second,55,29,A
8569,N,second,64,51,F
8570,N,second,73,18,A
8571,N,third,51,82,C
8572,N,third,64,61,A
8573,Y,first,17,54,A
8574,Y,third,55,34,C
8575,N,first,17,27,F
8576,Y,first,66,45,B
8577,Y,third,21,42,B
8578,N,third,13,11,F
8579,Y,second,31,32,A
8580,N,third,5,6,A
8581,Y,third,26,78,B
8582,N,third,44,52,B
8583,Y,first,29,38,F
8584,Y,third,58,36,C
8585,N,second,17,20,F
8586,N,third,14,15,F
8587,Y,third,28,4,D
8588,Y,first,13,9,F
8589,Y,second,28,4,F
8590,Y,third,46,22,B
8591,Y,second,20,78,F
8592,Y,third,94,33,D
8593,N,third,7,5,A
8594,Y,first,45,37,D
8595,N,second,82,97,A
8596,Y,second,47,38,F
8597,N,first,12,5,D
8598,Y,first,22,41,D
8599,Y,third,96,17,F
8600,Y,first,3,3,C
8601,Y,third,17,12,F
8602,Y,second,8,4,D
8603,Y,second,52,48,A
8604,Y,second,61,59,D
8605,N,third,60,99,D
8606,N,third,84,96,D
8607,N,third,8,16,B
8608,Y,third,67,48,C
8609,Y,third,29,78,A
8610,N,third,41,68,A
8611,N,third,6,2,A
8612,N,third,88,96,A
8613,Y,first,21,61,F
8614,N,third,79,87,C
8615,Y,second,11,17,D
8616,Y,third,73,54,F
8617,Y,third,42,48,A
8618,Y,second,45,56,D
8619,Y,first,40,67,C
8620,N,second,4,17,F
8621,Y,third,50,55,A
8622,N,first,10,27,D
8623,N,first,41,89,F
8624,Y,first,36,53,D
8625,N,third,16,5,D
8626,Y,third,4,12,F
8627,Y,third,23,61,B
8628,Y,third,42,47,D
8629,N,third,6,3,A
8630,N,first,13,21,F
8631,Y,third,3,9,B
8632,N,third,63,50,A
8633,N,third,5,5,B
8634,Y,first,18,19,F
8635,Y,second,8,48,A
8636,Y,third,57,99,A
8637,Y,second,72,33,B
8638,N,third,2,7,A
8639,N,third,62,22,A
8640,Y,second,25,25,D
8641,N,second,3,24,D
8642,N,third,3,3,A
8643,Y,first,9,10,F
8644,N,second,13,27,D
8645,Y,first,47,39,D
8646,Y,second,5,93,B
8647,Y,third,14,33,D
8648,Y,first,30,29,F
8649,Y,second,29,50,D
8650,Y,first,5,10,D
8651,Y,third,18,73,B
8652,N,second,1,6,D
8653,N,second,10,9,D
8654,Y,first,35,75,A
8655,Y,third,22,33,D
8656,Y,first,49,53,A
8657,N,third,70,85,B
8658,N,third,17,28,D
8659,Y,second,97,42,A
8660,N,first,86,44,C
8661,Y,second,36,86,B
8662,N,second,63,38,A
8663,Y,third,16,63,A
8664,N,third,4,13,D
8665,Y,third,82,31,C
8666,Y,third,4,9,A
8667,Y,third,19,38,B
8668,N,third,2,9,B
8669,Y,second,77,75,A
8670,Y,first,54,29,C
8671,Y,second,62,3,F
8672,Y,first,32,35,D
8673,Y,first,8,18,F
8674,N,second,9,13,A
8675,Y,third,27,70,B
8676,N,first,88,37,A
8677,Y,third,70,83,F
8678,N,third,4,1,A
8679,Y,second,61,36,A
8680,Y,second,9,1,A
8681,Y,third,34,72,D
8682,Y,third,27,79,B
8683,Y,third,89,37,B
8684,N,third,9,13,A
8685,N,second,72,60,A
8686,Y,second,25,56,B
8687,Y,first,30,25,A
8688,N,third,1,8,A
8689,N,second,9,2,D
8690,Y,first,19,53,B
8691,N,first,28,93,A
8692,N,third,1,13,A
8693,Y,third,7,2,A
8694,Y,second,87,7,A
8695,Y,second,90,60,D
8696,Y,second,69,71,F
8697,N,third,79,31,B
8698,Y,second,7,29,D
8699,Y,first,6,11,D
8700,N,third,2,3,F
8701,Y,first,80,6,F
8702,Y,third,15,69,C
8703,Y,third,14,17,C
8704,Y,third,43,59,C
8705,Y,first,9,56,F
8706,N,third,10,27,F
8707,Y,second,80,90,D
8708,Y,third,59,92,F
8709,N,third,84,33,F
8710,Y,second,47,7,A
8711,Y,third,26,97,F
8712,N,second,7,3,F
8713,N,second,65,40,C
8714,Y,first,25,56,F
8715,Y,third,45,27,C
8716,N,third,12,33,F
8717,N,third,9,12,F
8718,N,first,11,15,D
8719,Y,third,56,30,D
8720,N,third,75,18,F
8721,Y,third,60,72,A
8722,N,third,2,15,A
8723,N,third,87,87,C
8724,N,first,63,23,C
8725,Y,second,71,82,F
8726,Y,second,56,32,C
8727,Y,first,25,17,C
8728,N,first,18,1,F
8729,N,second,8,1,F
8730,Y,first,12,3,C
8731,Y,first,55,80,A
8732,N,third,94,1,D
8733,N,second,73,39,A
8734,N,second,6,15,A
8735,Y,second,92,36,F
8736,Y,first,16,15,D
8737,Y,third,79,73,A
8738,Y,third,18,3,B
8739,N,third,2,8,A
8740,N,second,60,5,A
8741,N,first,19,20,F
8742,N,second,75,96,A
8743,Y,first,69,77,D
8744,N,third,6,3,F
8745,Y,third,41,53,F
8746,N,second,86,80,A
8747,Y,second,51,50,C
8748,N,third,5,12,A
8749,N,third,29,11,A
8750,Y,third,60,59,A
8751,Y,second,19,70,A
8752,N,third,63,53,B
8753,N,third,4,4,F
8754,Y,third,14,12,D
8755,N,third,6,1,A
8756,Y,second,79,47,A
8757,N,third,6,5,F
8758,Y,second,63,85,C
8759,Y,second,46,54,D
8760,N,second,79,30,F
8761,Y,third,67,3,D
8762,N,first,14,15,D
8763,N,third,9,6,F
8764,Y,third,60,62,F
8765,N,third,88,96,A
8766,Y,second,34,77,A
8767,N,second,50,62,A
8768,Y,first,69,44,B
8769,N,second,83,84,D
8770,N,first,12,37,F
8771,N,third,9,4,A
8772,N,third,66,63,C
8773,Y,second,35,73,F
8774,Y,first,77,76,A
8775,N,third,1,9,A
8776,Y,third,59,15,B
8777,Y,second,31,77,F
8778,N,first,35,86,B
8779,Y,second,64,56,F
8780,Y,second,40,64,A
8781,Y,first,16,15,F
8782,N,second,60,95,A
8783,Y,third,89,76,C
8784,N,second,3,13,B
8785,N,second,18,8,D
8786,Y,second,18,33,B
8787,Y,second,99,80,C
8788,Y,second,52,92,B
8789,Y,first,73,59,B
8790,Y,third,86,20,B
8791,Y,third,77,75,D
8792,N,third,11,9,F
8793,Y,first,79,75,A
8794,N,second,7,13,A
8795,Y,second,1,59,D
8796,N,third,72,60,B
8797,Y,third,9,27,D
8798,Y,third,26,24,C
8799,Y,second,15,79,C
8800,Y,second,74,60,D
8801,N,first,77,65,F
8802,Y,first,42,51,B
8803,Y,second,7,3,A
8804,Y,first,71,53,A
8805,N,third,3,1,A
8806,Y,first,52,64,B
8807,Y,second,55,22,C
8808,Y,first,18,24,D
8809,Y,first,2,11,D
8810,N,first,3,15,F
8811,Y,third,91,88,B
8812,Y,third,25,42,C
8813,N,first,85,94,A
8814,N,third,70,64,A
8815,N,third,68,85,D
8816,Y,third,45,42,F
8817,Y,first,18,22,F
8818,N,second,19,23,D
8819,Y,third,18,60,F
8820,Y,first,16,23,D
8821,Y,first,7,46,F
8822,Y,third,7,16,F
8823,N,third,5,8,A
8824,N,second,3,16,A
8825,N,second,7,15,A
8826,Y,third,65,20,A
8827,N,first,10,24,D
8828,Y,third,25,76,D
8829,Y,second,37,37,A
8830,N,first,74,41,C
8831,Y,first,54,29,A
8832,Y,first,53,47,C
8833,Y,first,20,27,B
8834,Y,second,60,47,A
8835,N,third,5,15,F
8836,Y,first,22,32,C
8837,Y,third,19,57,C
8838,Y,first,20,41,B
8839,N,third,60,16,D
8840,Y,first,28,37,D
8841,N,second,8,28,D
8842,Y,third,45,46,A
8843,Y,third,57,29,A
8844,Y,third,68,67,B
8845,Y,third,33,56,D
8846,Y,second,64,20,C
8847,Y,second,99,75,C
8848,Y,first,76,65,F
8849,Y,first,52,75,A
8850,Y,third,68,63,A
8851,Y,third,30,53,A
8852,N,third,4,9,A
8853,Y,second,69,86,A
8854,Y,third,79,74,B
8855,N,second,6,16,D
8856,Y,second,75,15,D
8857,Y,second,41,18,F
8858,Y,first,64,57,B
8859,N,first,4,23,D
8860,N,second,53,72,C
8861,N,third,6,6,A
8862,Y,third,27,32,F
8863,Y,third,30,69,B
8864,N,third,69,55,A
8865,N,first,5,7,F
8866,N,second,5,13,A
8867,Y,first,70,60,B
8868,Y,third,98,56,B
8869,Y,third,67,50,F
8870,N,first,63,80,A
8871,Y,second,11,12,D
8872,Y,third,74,73,A
8873,Y,first,18,57,D
8874,N,second,83,57,B
8875,Y,third,64,74,F
8876,Y,first,48,57,A
8877,N,third,8,1,F
8878,Y,first,82,27,A
8879,Y,second,68,42,A
8880,Y,first,30,37,D
8881,Y,third,65,53,A
8882,Y,second,88,89,B
8883,Y,first,31,65,B
8884,Y,first,72,53,F
8885,N,third,62,67,D
8886,Y,first,38,78,B
8887,Y,third,57,52,B
8888,N,third,9,10,F
8889,Y,first,85,99,A
8890,Y,third,49,66,A
8891,Y,first,15,20,D
8892,N,third,12,22,F
8893,Y,second,63,19,C
8894,Y,second,61,4,A
8895,Y,third,71,76,A
8896,Y,second,13,5,B
8897,N,first,92,58,B
8898,N,second,2,3,F
8899,Y,third,77,53,D
8900,N,third,4,17,F
8901,N,first,91,64,A
8902,Y,first,44,52,A
8903,Y,first,17,41,F
8904,N,second,9,11,A
8905,Y,first,62,67,A
8906,Y,second,88,62,A
8907,Y,first,56,51,B
8908,Y,first,21,53,D
8909,N,third,9,16,F
8910,Y,second,96,9,F
8911,Y,first,21,56,A
8912,Y,first,58,62,A
8913,Y,second,8,5,A
8914,N,third,10,0,F
8915,Y,second,12,0,B
8916,Y,first,40,56,C
8917,Y,first,11,40,A
8918,Y,third,53,11,D
8919,N,third,7,15,A
8920,Y,third,63,66,A
8921,N,third,5,3,F
8922,N,first,7,29,F
8923,Y,third,29,62,C
8924,Y,third,69,50,C
8925,N,first,70,53,A
8926,Y,first,76,34,A
8927,Y,third,9,4,B
8928,Y,first,83,84,C
8929,N,third,59,92,F
8930,Y,third,38,21,D
8931,N,second,95,69,A
8932,N,third,87,37,C
8933,Y,second,5,3,D
8934,Y,third,16,12,C
8935,Y,second,56,53,C
8936,Y,second,55,30,D
8937,Y,third,90,96,B
8938,Y,first,52,44,A
8939,Y,third,32,61,F
8940,Y,second,55,46,F
8941,Y,second,87,50,A
8942,N,first,73,26,C
8943,Y,third,63,21,F
8944,Y,third,34,44,B
8945,N,first,76,74,A
8946,Y,first,11,2,F
8947,Y,second,97,59,A
8948,Y,third,40,58,D
8949,Y,first,9,87,C
8950,N,third,44,32,D
8951,Y,second,6,13,F
8952,Y,first,36,48,D
8953,N,second,41,97,C
8954,N,third,8,2,A
8955,N,second,98,39,A
8956,Y,second,21,6,A
8957,N,third,31,63,A
8958,N,third,7,8,B
8959,N,second,15,12,D
8960,N,third,8,9,A
8961,N,third,78,48,B
8962,N,second,18,13,F
8963,Y,first,34,40,C
8964,N,first,4,3,F
8965,Y,third,69,22,F
8966,N,second,19,28,D
8967,Y,third,32,35,A
8968,Y,second,57,68,B
8969,Y,third,44,50,C
8970,Y,first,58,30,D
8971,N,first,4,14,F
8972,Y,second,70,11,A
8973,Y,second,54,54,C
8974,N,first,12,9,D
8975,N,second,79,87,A
8976,Y,third,51,40,C
8977,Y,first,32,40,B
8978,Y,second,83,57,D
8979,Y,first,48,57,F
8980,N,first,80,12,A
8981,N,third,20,38,F
8982,Y,third,24,14,D
8983,Y,third,10,51,A
8984,N,third,93,50,B
8985,Y,third,88,87,B
8986,Y,third,51,20,C
8987,Y,third,65,76,F
8988,N,second,66,86,A
8989,Y,first,32,45,D
8990,Y,third,25,28,D
8991,N,second,62,55,A
8992,Y,third,34,63,F
8993,Y,third,17,14,F
8994,N,third,56,75,B
8995,Y,second,9,11,F
8996,Y,third,62,51,A
8997,Y,first,93,15,F
8998,N,second,88,78,F
8999,N,third,96,92,A
9000,Y,first,96,43,A
9001,Y,third,2,27,A
9002,Y,second,90,60,B
9003,Y,third,82,82,B
9004,Y,first,20,69,B
9005,Y,third,38,70,F
9006,Y,first,32,53,D
9007,Y,second,43,29,A
9008,Y,first,6,14,B
9009,Y,first,10,22,D
9010,Y,second,59,65,B
9011,Y,first,69,52,F
9012,N,third,7,7,F
9013,N,second,14,10,F
9014,N,third,71,50,A
9015,N,first,99,41,B
9016,Y,second,78,55,B
9017,Y,third,75,5,B
9018,Y,second,25,43,C
9019,N,third,88,42,A
9020,Y,second,74,53,F
9021,N,first,6,15,F
9022,Y,second,44,56,F
9023,Y,first,92,57,C
9024,N,first,86,91,A
9025,Y,second,28,99,A
9026,Y,third,81,8,B
9027,N,third,99,57,C
9028,Y,first,55,65,A
9029,N,third,9,32,F
9030,Y,third,25,38,C
9031,N,third,22,92,A
9032,Y,third,27,63,C
9033,N,third,50,58,D
9034,Y,second,82,86,A
9035,Y,third,38,51,D
9036,N,third,62,56,A
9037,Y,third,60,64,F
9038,Y,second,15,32,F
9039,N,third,99,74,F
9040,Y,second,56,39,C
9041,Y,second,52,51,A
9042,Y,second,8,10,F
9043,Y,third,30,50,D
9044,Y,third,39,65,A
9045,Y,second,28,58,F
9046,N,first,16,4,F
9047,Y,first,0,4,B
9048,Y,third,7,12,A
9049,N,first,11,12,D
9050,N,third,7,11,B
9051,Y,third,20,59,B
9052,N,first,94,79,A
9053,N,second,5,5,D
9054,Y,second,74,79,C
9055,Y,first,15,28,F
9056,Y,third,32,45,D
9057,Y,second,85,98,A
9058,Y,second,25,52,C
9059,Y,third,38,59,D
9060,N,third,64,58,C
9061,N,first,6,12,D
9062,Y,third,13,78,F
9063,N,second,67,88,A
9064,N,third,7,2,A
9065,N,third,7,5,A
9066,N,third,2,4,B
9067,Y,third,60,32,F
9068,Y,third,1,6,D
9069,Y,second,99,98,C
9070,Y,first,17,8,A
9071,Y,third,11,28,F
9072,N,second,2,10,B
9073,Y,first,50,42,A
9074,N,third,2,21,D
9075,Y,first,20,49,A
9076,N,second,65,12,C
9077,Y,third,7,6,A
9078,Y,third,66,73,C
9079,N,second,77,21,B
9080,Y,third,57,53,D
9081,Y,third,10,76,D
9082,Y,third,17,53,F
9083,Y,first,58,21,A
9084,Y,second,41,82,A
9085,N,third,89,60,A
9086,N,third,24,17,C
9087,Y,second,55,87,F
9088,Y,first,1,95,D
9089,Y,third,2,2,F
9090,N,third,8,14,F
9091,Y,third,15,51,F
9092,N,first,16,9,F
9093,Y,second,53,86,C
9094,Y,first,94,26,F
9095,Y,second,58,25,C
9096,Y,first,26,40,C
9097,Y,second,13,9,F
9098,N,second,14,19,D
9099,Y,second,25,40,A
9100,Y,first,22,38,D
9101,Y,second,42,67,B
9102,Y,third,25,25,D
9103,N,first,60,39,D
9104,Y,second,92,77,D
9105,Y,second,97,80,B
9106,Y,third,87,2,B
9107,N,third,8,1,A
9108,Y,first,87,84,B
9109,Y,second,74,71,C
9110,Y,third,58,45,F
9111,Y,third,7,8,F
9112,Y,third,25,47,F
9113,N,third,1,5,A
9114,Y,third,18,43,D
9115,Y,third,1,50,B
9116,Y,first,45,45,B
9117,Y,third,99,29,D
9118,N,first,19,22,F
9119,N,third,6,10,F
9120,Y,first,0,17,F
9121,N,second,10,22,D
9122,Y,third,16,51,D
9123,Y,first,56,80,C
9124,N,first,18,25,D
9125,Y,third,2,13,A
9126,Y,second,13,91,A
9127,N,third,8,16,A
9128,Y,first,18,9,F
9129,N,second,90,24,A
9130,Y,third,12,46,C
9131,N,first,60,71,B
9132,Y,second,13,7,F
9133,Y,third,87,91,A
9134,Y,second,78,20,A
9135,N,second,6,9,D
9136,N,third,1,5,A
9137,Y,second,42,52,C
9138,Y,second,6,15,F
9139,Y,third,16,24,F
9140,Y,third,38,65,A
9141,Y,second,74,57,F
9142,N,third,52,2,A
9143,N,second,16,8,F
9144,Y,second,54,52,C
9145,N,second,11,11,F
9146,N,third,34,73,C
9147,N,first,50,74,D
9148,Y,second,89,40,A
9149,Y,first,73,2,C
9150,N,second,13,13,D
9151,Y,first,57,21,C
9152,Y,third,29,11,F
9153,N,third,12,79,F
9154,Y,first,19,41,A
9155,N,second,7,3,B
9156,Y,first,71,35,D
9157,Y,second,69,77,D
9158,N,third,7,13,A
9159,Y,first,77,40,F
9160,Y,third,3,91,B
9161,N,third,81,99,F
9162,N,first,4,1,F
9163,N,third,9,14,A
9164,N,second,98,69,A
9165,N,second,3,10,B
9166,Y,third,28,78,F
9167,Y,second,59,34,C
9168,Y,third,71,76,B
9169,N,second,94,75,A
9170,Y,second,34,46,A
9171,Y,second,1,9,A
9172,Y,first,66,39,C
9173,N,third,6,1,B
9174,N,third,28,37,F
9175,Y,third,44,47,C
9176,Y,second,18,55,B
9177,N,third,64,66,C
9178,N,third,7,12,B
9179,N,third,49,28,B
9180,Y,first,73,27,A
9181,Y,third,30,46,D
9182,N,third,5,6,F
9183,Y,second,92,7,F
9184,Y,third,7,3,B
9185,N,third,1,30,B
9186,N,second,2,20,F
9187,Y,third,67,7,B
9188,N,second,7,21,F
9189,N,first,5,7,D
9190,Y,third,3,44,F
9191,N,second,15,24,F
9192,Y,first,18,17,C
9193,Y,third,29,72,F
9194,N,second,60,32,A
9195,Y,first,41,48,A
9196,N,second,19,26,F
9197,Y,first,6,0,D
9198,N,third,27,68,A
9199,Y,second,21,62,A
9200,Y,third,30,91,C
9201,N,first,1,11,D
9202,Y,third,72,63,D
9203,Y,third,80,85,B
9204,N,second,63,93,D
9205,Y,third,55,68,F
9206,Y,third,73,70,B
9207,Y,second,20,57,A
9208,Y,third,86,95,D
9209,N,third,67,70,C
9210,Y,third,40,62,D
9211,N,second,16,2,F
9212,N,second,29,92,A
9213,N,first,9,2,F
9214,Y,third,77,61,B
9215,N,third,86,91,A
9216,N,third,48,59,C
9217,N,third,9,13,A
9218,Y,first,31,65,B
9219,N,third,8,15,B
9220,N,first,4,5,D
9221,N,second,12,1,F
9222,Y,first,30,59,C
9223,N,second,81,51,A
9224,Y,third,46,76,C
9225,N,third,7,16,F
9226,Y,third,43,63,F
9227,N,third,41,53,D
9228,N,second,78,36,A
9229,Y,third,59,75,F
9230,Y,third,10,97,A
9231,N,third,1,15,F
9232,Y,second,58,31,B
9233,N,second,5,25,D
9234,N,third,6,14,A
9235,Y,second,66,78,D
9236,Y,first,77,64,D
9237,Y,third,29,53,C
9238,N,third,19,23,F
9239,Y,third,27,68,C
9240,N,second,56,68,B
9241,Y,third,45,76,B
9242,N,second,62,89,A
9243,N,third,5,10,A
9244,Y,third,94,93,A
9245,N,third,9,4,A
9246,N,third,9,13,A
9247,N,third,69,79,A
9248,N,second,2,9,B
9249,N,second,6,19,F
9250,Y,second,29,40,A
9251,N,third,81,77,C
9252,N,second,18,9,D
9253,Y,third,69,77,C
9254,Y,second,58,87,F
9255,Y,third,51,53,C
9256,Y,first,57,22,D
9257,Y,third,58,0,A
9258,N,third,8,14,B
9259,Y,second,17,21,D
9260,Y,first,27,59,A
9261,Y,second,39,39,A
9262,Y,first,16,6,C
9263,Y,second,5,14,D
9264,Y,second,87,50,A
9265,Y,third,6,2,F
9266,Y,first,40,31,D
9267,Y,first,62,39,A
9268,N,third,59,15,C
9269,Y,second,58,37,B
9270,N,second,63,97,D
9271,Y,first,48,56,D
9272,Y,first,58,30,A
9273,Y,second,14,91,A
9274,Y,third,42,63,F
9275,Y,first,30,49,B
9276,N,third,21,35,B
9277,N,first,94,97,B
9278,Y,second,81,41,D
9279,Y,third,72,75,D
9280,Y,second,48,40,A
9281,N,third,36,51,D
9282,Y,first,56,22,F
9283,N,third,4,16,B
9284,Y,second,12,67,B
9285,N,second,5,7,F
9286,Y,first,41,54,A
9287,Y,third,32,76,F
9288,N,first,17,26,D
9289,N,third,9,13,A
9290,N,first,12,8,D
9291,Y,third,17,78,B
9292,N,third,5,16,A
9293,N,second,1,4,F
9294,Y,third,27,43,B
9295,N,second,15,12,D
9296,Y,third,16,54,F
9297,Y,first,73,37,B
9298,N,third,24,60,D
9299,Y,second,33,44,B
9300,N,first,9,24,D
9301,N,third,7,9,A
9302,Y,second,83,39,D
9303,Y,first,3,11,F
9304,Y,third,1,15,F
9305,Y,third,2,1,A
9306,N,second,1,8,F
9307,Y,third,66,75,A
9308,Y,third,61,80,B
9309,Y,third,5,8,D
9310,N,third,1,7,A
9311,Y,third,10,23,B
9312,N,first,17,9,F
