,session 5,test 3,dropout
4066,81.0,D,N
4067,26.0,B,N
4068,94.0,D,N
4069,66.0,F,Y
4070,,,Y
4071,8.0,D,N
4072,88.0,A,N
4073,49.0,B,N
4074,,,Y
4075,45.0,A,N
4076,94.0,F,Y
4077,33.0,B,N
4078,62.0,B,N
4079,49.0,D,N
4080,,,Y
4081,,,Y
4082,,,Y
4083,58.0,B,N
4084,,,Y
4085,84.0,A,N
4086,53.0,B,N
4087,41.0,D,Y
4088,58.0,F,N
4089,6.0,F,N
4090,,,Y
4091,78.0,B,N
4092,68.0,A,N
4093,,,Y
4094,18.0,F,N
4095,45.0,D,N
4096,75.0,C,N
4097,41.0,D,N
4098,63.0,D,N
4099,19.0,F,N
4100,57.0,D,Y
4101,,,Y
4102,38.0,B,N
4103,38.0,F,N
4104,48.0,D,N
4105,,,Y
4106,85.0,B,N
4107,89.0,B,N
4108,39.0,D,N
4109,44.0,B,N
4110,13.0,B,N
4111,86.0,F,Y
4112,,,Y
4113,,,Y
4114,55.0,D,Y
4115,,,Y
4116,97.0,D,N
4117,30.0,A,N
4118,,,Y
4119,78.0,F,N
4120,,,Y
4121,55.0,F,N
4122,29.0,D,Y
4123,57.0,F,N
4124,41.0,B,N
4125,17.0,A,N
4126,72.0,A,N
4127,,,Y
4128,91.0,B,N
4129,80.0,F,N
4130,,,Y
4131,32.0,A,N
4132,80.0,A,N
4133,70.0,F,Y
4134,22.0,F,N
4135,90.0,B,N
4136,49.0,B,N
4137,90.0,F,N
4138,70.0,F,N
4139,66.0,A,N
4140,48.0,F,Y
4141,29.0,F,N
4142,75.0,C,N
4143,24.0,B,N
4144,,,Y
4145,69.0,B,N
4146,4.0,F,Y
4147,,,Y
4148,58.0,C,N
4149,30.0,D,N
4150,67.0,C,N
4151,77.0,F,N
4152,,,Y
4153,47.0,B,Y
4154,96.0,A,N
4155,,,Y
4156,15.0,A,N
4157,56.0,D,Y
4158,67.0,F,N
4159,58.0,C,N
4160,39.0,A,N
4161,43.0,B,N
4162,38.0,D,N
4163,70.0,F,N
4164,43.0,A,N
4165,49.0,F,N
4166,71.0,F,N
4167,79.0,F,N
4168,,,Y
4169,35.0,B,N
4170,56.0,B,N
4171,41.0,C,Y
4172,19.0,F,N
4173,35.0,F,N
4174,44.0,D,N
4175,3.0,D,N
4176,75.0,B,N
4177,62.0,C,Y
4178,12.0,F,N
4179,,,Y
4180,52.0,D,Y
4181,46.0,C,N
4182,5.0,F,N
4183,24.0,D,N
4184,0.0,F,N
4185,46.0,D,Y
4186,,,Y
4187,,,Y
4188,,,Y
4189,34.0,A,N
4190,28.0,A,N
4191,24.0,D,N
4192,28.0,D,Y
4193,,,Y
4194,64.0,B,N
4195,68.0,F,Y
4196,98.0,C,N
4197,58.0,B,N
4198,,,Y
4199,1.0,B,N
4200,35.0,F,Y
4201,40.0,F,N
4202,69.0,C,N
4203,55.0,C,N
4204,37.0,A,N
4205,47.0,F,Y
4206,,,Y
4207,32.0,D,N
4208,69.0,D,Y
4209,25.0,D,N
4210,70.0,F,Y
4211,75.0,B,N
4212,45.0,A,N
4213,47.0,B,N
4214,,,Y
4215,64.0,A,N
4216,21.0,C,N
4217,,,Y
4218,94.0,F,Y
4219,83.0,A,N
4220,33.0,A,Y
4221,82.0,B,N
4222,51.0,B,N
4223,46.0,B,N
4224,68.0,C,N
4225,,,Y
4226,,,Y
4227,,,Y
4228,29.0,B,N
4229,16.0,D,Y
4230,,,Y
4231,27.0,A,N
4232,72.0,C,N
4233,52.0,C,Y
4234,31.0,A,N
4235,33.0,A,N
4236,45.0,B,N
4237,,,Y
4238,29.0,A,N
4239,11.0,C,N
4240,32.0,D,N
4241,36.0,B,N
4242,71.0,C,N
4243,5.0,C,N
4244,97.0,F,N
4245,7.0,C,N
4246,,,Y
4247,46.0,A,N
4248,65.0,F,N
4249,22.0,D,Y
4250,25.0,D,N
4251,49.0,C,N
4252,66.0,F,N
4253,55.0,D,Y
4254,94.0,F,N
4255,27.0,A,N
4256,34.0,A,N
4257,50.0,F,N
4258,69.0,B,N
4259,73.0,F,N
4260,37.0,A,N
4261,,,Y
4262,,,Y
4263,0.0,F,N
4264,75.0,C,N
4265,,,Y
4266,50.0,D,N
4267,25.0,D,N
4268,,,Y
4269,,,Y
4270,44.0,B,N
4271,81.0,F,N
4272,73.0,C,N
4273,10.0,B,N
4274,21.0,D,Y
4275,85.0,B,N
4276,45.0,D,Y
4277,2.0,B,N
4278,23.0,D,N
4279,65.0,F,Y
4280,60.0,C,Y
4281,,,Y
4282,,,Y
4283,81.0,B,N
4284,,,Y
4285,74.0,A,N
4286,44.0,F,N
4287,29.0,F,N
4288,54.0,A,N
4289,,,Y
4290,,,Y
4291,,,Y
4292,51.0,C,N
4293,38.0,F,N
4294,,,Y
4295,48.0,A,N
4296,68.0,A,N
4297,24.0,D,N
4298,55.0,B,N
4299,47.0,A,N
4300,,,Y
4301,50.0,C,N
4302,76.0,C,N
4303,51.0,B,N
4304,15.0,F,Y
4305,10.0,B,N
4306,30.0,C,N
4307,,,Y
4308,77.0,D,Y
4309,62.0,B,N
4310,24.0,F,N
4311,24.0,D,Y
4312,91.0,B,N
4313,67.0,D,N
4314,59.0,C,N
4315,53.0,B,N
4316,71.0,A,N
4317,,,Y
4318,79.0,B,N
4319,37.0,F,N
4320,37.0,D,Y
4321,73.0,C,N
4322,,,Y
4323,20.0,F,N
4324,63.0,F,N
4325,80.0,F,N
4326,18.0,F,Y
4327,,,Y
4328,,,Y
4329,59.0,F,Y
4330,9.0,D,Y
4331,57.0,F,N
4332,62.0,C,N
4333,,,Y
4334,35.0,A,N
4335,83.0,A,N
4336,46.0,D,N
4337,35.0,D,Y
4338,50.0,F,N
4339,53.0,D,N
4340,62.0,B,N
4341,43.0,A,N
4342,36.0,A,N
4343,89.0,D,N
4344,,,Y
4345,,,Y
4346,,,Y
4347,,,Y
4348,,,Y
4349,52.0,F,Y
4350,92.0,B,N
4351,44.0,A,N
4352,13.0,A,N
4353,65.0,D,Y
4354,6.0,D,N
4355,,,Y
4356,47.0,B,N
4357,52.0,F,N
4358,3.0,B,N
4359,16.0,D,Y
4360,1.0,B,N
4361,0.0,F,N
4362,8.0,F,N
4363,30.0,F,N
4364,35.0,A,N
4365,27.0,A,N
4366,36.0,B,Y
4367,85.0,D,N
4368,46.0,D,N
4369,54.0,F,N
4370,34.0,B,N
4371,58.0,D,N
4372,,,Y
4373,1.0,F,N
4374,63.0,C,N
4375,85.0,C,N
4376,77.0,C,N
4377,97.0,B,N
4378,13.0,A,N
4379,,,Y
4380,69.0,F,Y
4381,50.0,B,Y
4382,62.0,D,Y
4383,66.0,B,N
4384,54.0,B,N
4385,8.0,A,N
4386,30.0,B,N
4387,92.0,B,N
4388,73.0,F,N
4389,69.0,D,N
4390,,,Y
4391,88.0,C,N
4392,48.0,D,N
4393,20.0,F,Y
4394,,,Y
4395,28.0,A,N
4396,56.0,D,Y
4397,,,Y
4398,,,Y
4399,34.0,B,Y
4400,45.0,C,N
4401,27.0,F,N
4402,,,Y
4403,64.0,F,Y
4404,40.0,A,N
4405,64.0,F,Y
4406,,,Y
4407,,,Y
4408,19.0,A,N
4409,43.0,A,N
4410,,,Y
4411,52.0,D,Y
4412,82.0,C,Y
4413,54.0,C,Y
4414,60.0,D,Y
4415,,,Y
4416,20.0,F,N
4417,41.0,D,N
4418,86.0,B,N
4419,30.0,B,Y
4420,52.0,C,N
4421,26.0,B,N
4422,,,Y
4423,50.0,C,N
4424,77.0,F,N
4425,73.0,B,N
4426,20.0,D,Y
4427,87.0,C,N
4428,48.0,B,N
4429,38.0,D,N
4430,35.0,A,N
4431,82.0,A,N
4432,58.0,F,N
4433,68.0,A,N
4434,57.0,B,N
4435,70.0,C,N
4436,77.0,F,N
4437,,,Y
4438,40.0,C,N
4439,40.0,D,N
4440,37.0,A,N
4441,,,Y
4442,64.0,C,N
4443,,,Y
4444,27.0,D,Y
4445,4.0,B,N
4446,,,Y
4447,54.0,B,N
4448,,,Y
4449,39.0,A,N
4450,,,Y
4451,79.0,A,N
4452,86.0,B,N
4453,33.0,A,N
4454,54.0,A,N
4455,14.0,D,N
4456,31.0,F,N
4457,,,Y
4458,96.0,F,N
4459,84.0,B,N
4460,76.0,C,N
4461,95.0,B,N
4462,96.0,D,N
4463,79.0,F,N
4464,30.0,D,Y
4465,78.0,D,N
4466,,,Y
4467,,,Y
4468,42.0,A,N
4469,59.0,F,N
4470,33.0,D,Y
4471,,,Y
4472,,,Y
4473,27.0,B,N
4474,,,Y
4475,,,Y
4476,30.0,A,N
4477,25.0,C,N
4478,38.0,D,N
4479,43.0,B,N
4480,73.0,D,Y
4481,74.0,B,N
4482,92.0,C,N
4483,69.0,B,N
4484,43.0,D,Y
4485,13.0,C,N
4486,57.0,D,Y
4487,80.0,D,Y
4488,43.0,D,Y
4489,68.0,C,N
4490,61.0,C,N
4491,,,Y
4492,,,Y
4493,45.0,F,Y
4494,13.0,C,N
4495,91.0,C,N
4496,,,Y
4497,47.0,B,N
4498,73.0,F,N
4499,53.0,B,N
4500,,,Y
4501,,,Y
4502,26.0,A,N
4503,,,Y
4504,58.0,C,N
4505,,,Y
4506,85.0,D,Y
4507,22.0,B,Y
4508,,,Y
4509,48.0,B,N
4510,,,Y
4511,,,Y
4512,28.0,B,N
4513,86.0,C,N
4514,99.0,C,N
4515,43.0,C,Y
4516,56.0,F,N
4517,,,Y
4518,,,Y
4519,56.0,A,N
4520,,,Y
4521,29.0,D,N
4522,95.0,C,N
4523,48.0,A,N
4524,26.0,D,Y
4525,23.0,F,N
4526,60.0,C,N
4527,,,Y
4528,28.0,F,Y
4529,97.0,D,N
4530,26.0,C,N
4531,,,Y
4532,94.0,A,N
4533,31.0,A,N
4534,,,Y
4535,13.0,A,N
4536,31.0,D,N
4537,48.0,A,N
4538,49.0,B,N
4539,52.0,B,N
4540,7.0,F,N
4541,62.0,C,N
4542,10.0,C,N
4543,45.0,A,N
4544,87.0,F,Y
4545,,,Y
4546,,,Y
4547,37.0,A,N
4548,16.0,B,N
4549,72.0,C,Y
4550,34.0,B,N
4551,,,Y
4552,48.0,A,N
4553,28.0,D,N
4554,,,Y
4555,73.0,D,N
4556,65.0,C,N
4557,64.0,F,N
4558,59.0,A,N
4559,16.0,A,N
4560,3.0,F,N
4561,57.0,A,N
4562,33.0,A,N
4563,41.0,D,Y
4564,31.0,A,N
4565,48.0,C,N
4566,26.0,A,N
4567,58.0,A,N
4568,38.0,F,N
4569,92.0,A,N
4570,35.0,D,Y
4571,87.0,B,N
4572,,,Y
4573,59.0,D,N
4574,,,Y
4575,48.0,D,N
4576,27.0,A,N
4577,46.0,F,Y
4578,35.0,A,N
4579,,,Y
4580,27.0,A,N
4581,47.0,F,N
4582,7.0,D,Y
4583,32.0,A,N
4584,48.0,B,N
4585,,,Y
4586,41.0,A,N
4587,35.0,C,N
4588,75.0,F,N
4589,62.0,D,N
4590,27.0,D,N
4591,58.0,B,N
4592,,,Y
4593,54.0,C,N
4594,64.0,F,N
4595,,,Y
4596,79.0,D,Y
4597,49.0,C,N
4598,,,Y
4599,,,Y
4600,59.0,C,N
4601,33.0,A,N
4602,44.0,B,N
4603,,,Y
4604,48.0,A,Y
4605,38.0,A,N
4606,70.0,A,N
4607,,,Y
4608,52.0,F,N
4609,33.0,B,N
4610,77.0,F,N
4611,30.0,B,N
4612,13.0,F,Y
4613,31.0,D,N
4614,11.0,D,Y
4615,1.0,D,N
4616,47.0,A,N
4617,30.0,B,N
4618,75.0,C,N
4619,0.0,B,N
4620,34.0,A,N
4621,,,Y
4622,73.0,C,N
4623,32.0,D,N
4624,85.0,F,Y
4625,12.0,A,N
4626,,,Y
4627,69.0,C,N
4628,64.0,F,N
4629,35.0,B,N
4630,,,Y
4631,71.0,D,N
4632,,,Y
4633,52.0,F,N
4634,84.0,D,N
4635,,,Y
4636,80.0,C,N
4637,66.0,D,N
4638,,,Y
4639,84.0,C,N
4640,96.0,D,N
4641,53.0,A,N
4642,21.0,B,N
4643,53.0,B,N
4644,,,Y
4645,,,Y
4646,60.0,C,N
4647,87.0,F,N
4648,33.0,A,N
4649,27.0,A,N
4650,,,Y
4651,35.0,D,N
4652,89.0,C,N
4653,5.0,F,N
4654,47.0,F,N
4655,79.0,F,N
4656,81.0,C,N
4657,24.0,F,N
4658,,,Y
4659,56.0,D,Y
4660,,,Y
4661,,,Y
4662,,,Y
4663,76.0,B,N
4664,,,Y
4665,20.0,A,N
4666,78.0,C,N
4667,83.0,C,N
4668,65.0,D,Y
4669,51.0,C,N
4670,20.0,D,Y
4671,1.0,D,N
4672,41.0,B,N
4673,52.0,B,N
4674,49.0,A,N
4675,14.0,D,Y
4676,21.0,A,N
4677,32.0,B,N
4678,,,Y
4679,10.0,B,N
4680,55.0,C,Y
4681,64.0,B,N
4682,39.0,B,N
4683,36.0,D,Y
4684,,,Y
4685,20.0,F,N
4686,,,Y
4687,,,Y
4688,,,Y
4689,46.0,A,N
4690,71.0,A,N
4691,60.0,B,N
4692,16.0,B,Y
4693,51.0,A,N
4694,21.0,D,Y
4695,90.0,D,N
4696,64.0,F,N
4697,46.0,B,N
4698,,,Y
4699,31.0,A,N
4700,96.0,D,N
4701,91.0,F,N
4702,60.0,A,N
4703,41.0,A,N
4704,90.0,F,N
4705,,,Y
4706,,,Y
4707,68.0,B,N
4708,,,Y
4709,,,Y
4710,27.0,A,N
4711,78.0,B,N
4712,42.0,C,N
4713,54.0,C,N
4714,95.0,F,N
4715,71.0,A,N
4716,,,Y
4717,13.0,F,N
4718,,,Y
4719,88.0,C,N
4720,31.0,A,N
4721,33.0,A,N
4722,21.0,F,N
4723,,,Y
4724,61.0,A,N
4725,29.0,D,N
4726,63.0,D,N
4727,33.0,B,N
4728,31.0,A,N
4729,8.0,F,N
4730,,,Y
4731,,,Y
4732,14.0,C,N
4733,46.0,A,N
4734,84.0,C,Y
4735,84.0,F,N
4736,64.0,D,Y
4737,45.0,B,N
4738,25.0,A,N
4739,,,Y
4740,79.0,F,N
4741,,,Y
4742,2.0,D,Y
4743,5.0,F,N
4744,76.0,D,N
4745,24.0,D,N
4746,46.0,A,N
4747,71.0,D,Y
4748,54.0,B,N
4749,13.0,A,N
4750,18.0,B,N
4751,37.0,B,N
4752,29.0,D,N
4753,92.0,B,N
4754,28.0,B,N
4755,69.0,C,N
4756,36.0,F,N
4757,20.0,F,Y
4758,36.0,A,N
4759,87.0,B,N
4760,26.0,B,N
4761,,,Y
4762,41.0,F,N
4763,51.0,A,N
4764,88.0,A,N
4765,85.0,F,Y
4766,44.0,A,N
4767,31.0,A,N
4768,91.0,F,N
4769,17.0,C,Y
4770,,,Y
4771,,,Y
4772,74.0,D,Y
4773,35.0,C,Y
4774,19.0,F,Y
4775,56.0,F,N
4776,,,Y
4777,89.0,F,Y
4778,52.0,D,Y
4779,,,Y
4780,31.0,D,Y
4781,47.0,A,N
4782,,,Y
4783,31.0,B,N
4784,,,Y
4785,78.0,C,N
4786,26.0,D,Y
4787,,,Y
4788,24.0,C,N
4789,15.0,D,Y
4790,52.0,F,N
4791,83.0,D,Y
4792,57.0,B,N
4793,,,Y
4794,64.0,F,N
4795,17.0,F,N
4796,39.0,B,N
4797,33.0,A,N
4798,11.0,D,Y
4799,82.0,B,N
4800,60.0,D,N
4801,67.0,C,N
4802,30.0,A,N
4803,44.0,C,Y
4804,53.0,C,Y
4805,34.0,A,N
4806,69.0,F,N
4807,55.0,B,N
4808,,,Y
4809,56.0,C,N
4810,27.0,C,N
4811,61.0,A,N
4812,83.0,B,N
4813,10.0,C,Y
4814,36.0,B,N
4815,44.0,A,N
4816,30.0,B,N
4817,16.0,A,N
4818,73.0,F,Y
4819,95.0,B,N
4820,34.0,F,N
4821,72.0,A,N
4822,46.0,D,N
4823,58.0,B,N
4824,99.0,F,N
4825,48.0,B,N
4826,43.0,F,N
4827,71.0,D,N
4828,,,Y
4829,45.0,A,N
4830,36.0,F,N
4831,44.0,D,N
4832,37.0,A,N
4833,,,Y
4834,,,Y
4835,63.0,B,N
4836,48.0,F,Y
4837,,,Y
4838,83.0,D,Y
4839,44.0,B,N
4840,,,Y
4841,82.0,F,Y
4842,,,Y
4843,83.0,D,N
4844,82.0,C,N
4845,73.0,B,N
4846,,,Y
4847,51.0,F,N
4848,31.0,B,N
4849,71.0,D,N
4850,,,Y
4851,70.0,B,N
4852,,,Y
4853,49.0,F,N
4854,12.0,C,N
4855,44.0,D,Y
4856,64.0,A,N
4857,64.0,A,N
4858,,,Y
4859,,,Y
4860,54.0,F,N
4861,54.0,A,N
4862,,,Y
4863,,,Y
4864,,,Y
4865,28.0,B,N
4866,53.0,F,N
4867,40.0,A,N
4868,51.0,F,N
4869,41.0,A,N
4870,33.0,D,Y
4871,,,Y
4872,80.0,B,N
4873,67.0,B,N
4874,26.0,D,N
4875,99.0,C,N
4876,91.0,F,N
4877,67.0,B,N
4878,27.0,A,N
4879,8.0,D,Y
4880,48.0,D,N
4881,67.0,A,N
4882,42.0,B,N
4883,29.0,A,N
4884,18.0,F,N
4885,93.0,C,N
4886,46.0,C,Y
4887,47.0,D,N
4888,59.0,F,N
4889,,,Y
4890,,,Y
4891,87.0,C,N
4892,,,Y
4893,90.0,A,N
4894,,,Y
4895,,,Y
4896,31.0,A,N
4897,90.0,B,N
4898,15.0,D,Y
4899,73.0,F,Y
4900,25.0,B,N
4901,39.0,B,N
4902,,,Y
4903,6.0,A,N
4904,41.0,C,N
4905,33.0,F,N
4906,64.0,F,N
4907,17.0,A,N
4908,40.0,D,Y
4909,49.0,A,N
4910,61.0,C,N
4911,19.0,F,N
4912,40.0,B,N
4913,47.0,F,N
4914,82.0,B,N
4915,56.0,F,Y
4916,,,Y
4917,66.0,C,N
4918,,,Y
4919,37.0,D,N
4920,30.0,D,Y
4921,39.0,B,N
4922,67.0,C,Y
4923,26.0,D,Y
4924,24.0,A,N
4925,36.0,D,Y
4926,0.0,C,N
4927,49.0,D,N
4928,48.0,D,N
4929,72.0,F,N
4930,4.0,B,N
4931,29.0,B,N
4932,16.0,F,Y
4933,68.0,D,Y
4934,77.0,C,N
4935,58.0,D,Y
4936,28.0,C,N
4937,14.0,D,Y
4938,6.0,A,N
4939,39.0,B,N
4940,74.0,C,N
4941,42.0,A,N
4942,59.0,F,Y
4943,37.0,B,N
4944,54.0,D,N
4945,9.0,D,N
4946,76.0,B,N
4947,39.0,F,N
4948,55.0,B,N
4949,42.0,A,N
4950,7.0,A,N
4951,98.0,C,N
4952,,,Y
4953,97.0,B,N
4954,4.0,D,N
4955,41.0,F,N
4956,,,Y
4957,82.0,B,N
4958,34.0,D,Y
4959,40.0,A,N
4960,0.0,F,N
4961,50.0,A,N
4962,43.0,B,N
4963,,,Y
4964,87.0,C,N
4965,46.0,D,N
4966,83.0,B,N
4967,44.0,A,N
4968,,,Y
4969,,,Y
4970,52.0,D,Y
4971,13.0,C,Y
4972,44.0,D,Y
4973,34.0,A,N
4974,36.0,D,N
4975,,,Y
4976,98.0,B,N
4977,,,Y
4978,37.0,C,N
4979,36.0,D,Y
4980,90.0,A,N
4981,69.0,C,N
4982,3.0,F,N
4983,40.0,D,Y
4984,,,Y
4985,58.0,F,N
4986,,,Y
4987,79.0,B,N
4988,59.0,B,Y
4989,33.0,F,N
4990,34.0,B,N
4991,15.0,C,N
4992,,,Y
4993,,,Y
4994,42.0,B,N
4995,8.0,D,N
4996,75.0,D,N
4997,,,Y
4998,71.0,F,N
4999,,,Y
5000,45.0,B,N
5001,55.0,C,N
5002,74.0,B,N
5003,,,Y
5004,,,Y
5005,29.0,C,N
5006,37.0,A,N
5007,17.0,F,N
5008,34.0,F,Y
5009,,,Y
5010,,,Y
5011,38.0,A,N
5012,40.0,D,Y
5013,83.0,C,N
5014,87.0,D,Y
5015,56.0,B,N
5016,,,Y
5017,,,Y
5018,91.0,B,N
5019,,,Y
5020,32.0,B,N
5021,49.0,A,N
5022,64.0,B,Y
5023,52.0,C,N
5024,58.0,F,N
5025,,,Y
5026,,,Y
5027,61.0,D,N
5028,45.0,A,N
5029,44.0,F,N
5030,,,Y
5031,97.0,F,N
5032,72.0,C,N
5033,2.0,F,N
5034,42.0,A,N
5035,36.0,A,N
5036,,,Y
5037,36.0,F,N
5038,24.0,D,N
5039,77.0,F,N
5040,24.0,A,N
5041,89.0,B,N
5042,18.0,D,N
5043,38.0,D,N
5044,48.0,D,N
5045,40.0,B,N
5046,61.0,F,Y
5047,46.0,C,N
5048,20.0,D,Y
5049,,,Y
5050,85.0,F,N
5051,,,Y
5052,25.0,F,N
5053,31.0,B,N
5054,64.0,A,N
5055,15.0,F,Y
5056,17.0,F,N
5057,,,Y
5058,48.0,A,N
5059,44.0,B,N
5060,44.0,C,Y
5061,,,Y
5062,,,Y
5063,45.0,A,N
5064,56.0,A,N
5065,88.0,F,N
5066,43.0,B,N
5067,,,Y
5068,57.0,F,N
5069,89.0,C,Y
5070,37.0,F,Y
5071,27.0,B,N
5072,64.0,D,N
5073,49.0,C,N
5074,,,Y
5075,96.0,F,N
5076,36.0,B,N
5077,53.0,C,N
5078,54.0,D,Y
5079,59.0,F,Y
5080,1.0,A,Y
5081,71.0,D,N
5082,,,Y
5083,,,Y
5084,,,Y
5085,75.0,C,N
5086,94.0,D,N
5087,,,Y
5088,47.0,B,N
5089,47.0,D,Y
5090,41.0,D,N
5091,26.0,D,N
5092,36.0,A,N
5093,83.0,F,N
5094,64.0,F,Y
5095,26.0,A,N
5096,30.0,F,N
5097,91.0,B,Y
5098,91.0,D,N
5099,66.0,F,N
5100,33.0,A,N
5101,39.0,C,N
5102,26.0,B,N
5103,32.0,B,N
5104,36.0,C,Y
5105,1.0,A,N
5106,68.0,A,N
5107,68.0,F,N
5108,94.0,F,N
5109,14.0,B,N
5110,44.0,F,N
5111,11.0,F,N
5112,79.0,F,Y
5113,31.0,D,Y
5114,79.0,F,N
5115,,,Y
5116,,,Y
5117,37.0,A,N
5118,93.0,A,N
5119,61.0,D,N
5120,23.0,C,Y
5121,45.0,A,N
5122,88.0,F,N
5123,,,Y
5124,91.0,D,N
5125,72.0,F,N
5126,39.0,B,N
5127,30.0,A,N
5128,75.0,B,N
5129,20.0,F,N
5130,,,Y
5131,27.0,A,N
5132,27.0,A,N
5133,71.0,C,Y
5134,82.0,C,N
5135,45.0,A,N
5136,21.0,C,Y
5137,,,Y
5138,29.0,A,N
5139,2.0,B,N
5140,63.0,B,N
5141,47.0,A,N
5142,45.0,F,N
5143,18.0,A,N
5144,64.0,F,Y
5145,,,Y
5146,78.0,F,N
5147,7.0,A,Y
5148,,,Y
5149,55.0,A,N
5150,,,Y
5151,47.0,F,N
5152,5.0,D,N
5153,45.0,A,N
5154,4.0,A,N
5155,43.0,C,N
5156,61.0,F,N
5157,35.0,B,N
5158,,,Y
5159,67.0,C,N
5160,90.0,D,N
5161,10.0,D,Y
5162,38.0,F,N
5163,55.0,D,Y
5164,46.0,A,N
5165,34.0,B,N
5166,69.0,A,N
5167,78.0,A,N
5168,58.0,B,N
5169,34.0,A,N
5170,,,Y
5171,42.0,A,N
5172,51.0,A,N
5173,40.0,B,N
5174,75.0,C,N
5175,35.0,D,Y
5176,93.0,F,N
5177,,,Y
5178,89.0,D,N
5179,67.0,B,Y
5180,77.0,C,N
5181,46.0,B,N
5182,73.0,F,N
5183,69.0,C,N
5184,56.0,C,N
5185,86.0,F,N
5186,44.0,A,N
5187,17.0,F,N
5188,35.0,B,N
5189,83.0,C,N
5190,25.0,B,N
5191,78.0,F,N
5192,59.0,A,N
5193,74.0,F,N
5194,85.0,F,N
5195,95.0,F,N
5196,32.0,A,N
5197,38.0,F,N
5198,72.0,F,N
5199,75.0,B,N
5200,46.0,B,N
5201,,,Y
5202,,,Y
5203,27.0,D,N
5204,11.0,D,N
5205,30.0,F,Y
5206,36.0,B,N
5207,,,Y
5208,,,Y
5209,37.0,A,N
5210,88.0,C,N
5211,96.0,A,N
5212,41.0,B,N
5213,27.0,D,N
5214,25.0,B,N
5215,59.0,F,Y
5216,,,Y
5217,70.0,D,N
5218,55.0,C,N
5219,52.0,B,N
5220,,,Y
5221,95.0,A,N
5222,13.0,F,Y
5223,79.0,A,N
5224,44.0,B,N
5225,51.0,F,N
5226,94.0,F,Y
5227,28.0,C,N
5228,63.0,B,N
5229,25.0,D,Y
5230,,,Y
5231,42.0,D,Y
5232,71.0,B,N
5233,,,Y
5234,,,Y
5235,,,Y
5236,26.0,D,N
5237,30.0,A,Y
5238,88.0,D,Y
5239,44.0,D,N
5240,,,Y
5241,74.0,A,N
5242,28.0,A,N
5243,43.0,D,Y
5244,34.0,D,N
5245,,,Y
5246,3.0,D,Y
5247,36.0,B,N
5248,30.0,A,N
5249,,,Y
5250,71.0,C,N
5251,56.0,B,Y
5252,57.0,D,Y
5253,28.0,C,N
5254,26.0,B,N
5255,13.0,D,N
5256,28.0,A,N
5257,43.0,D,N
5258,92.0,A,N
5259,48.0,A,N
5260,0.0,A,N
5261,75.0,A,N
5262,70.0,F,N
5263,79.0,B,N
5264,43.0,F,N
5265,77.0,B,N
5266,35.0,B,N
5267,,,Y
5268,19.0,A,N
5269,38.0,D,N
5270,80.0,D,Y
5271,93.0,C,N
5272,94.0,B,N
5273,78.0,C,Y
5274,3.0,C,N
5275,,,Y
5276,51.0,B,N
5277,66.0,B,N
5278,42.0,A,N
5279,18.0,A,N
5280,25.0,A,N
5281,,,Y
5282,72.0,B,N
5283,39.0,D,N
5284,66.0,A,N
5285,27.0,D,N
5286,64.0,B,N
5287,68.0,F,N
5288,21.0,F,Y
5289,35.0,A,N
5290,54.0,A,N
5291,37.0,F,N
5292,58.0,D,N
5293,34.0,A,N
5294,46.0,C,N
5295,27.0,D,Y
5296,71.0,D,Y
5297,35.0,F,Y
5298,1.0,B,N
5299,88.0,B,N
5300,30.0,B,N
5301,47.0,F,N
5302,32.0,A,N
5303,36.0,D,Y
5304,72.0,A,N
5305,,,Y
5306,34.0,D,N
5307,39.0,B,N
5308,82.0,F,N
5309,,,Y
5310,26.0,C,Y
5311,41.0,D,Y
5312,60.0,D,N
5313,66.0,D,N
5314,43.0,C,N
5315,32.0,C,N
5316,15.0,F,Y
5317,98.0,A,N
5318,,,Y
5319,11.0,F,Y
5320,28.0,D,N
5321,43.0,A,N
5322,54.0,C,N
5323,0.0,D,N
5324,71.0,B,N
5325,13.0,F,Y
5326,49.0,F,N
5327,91.0,F,N
5328,88.0,F,N
5329,80.0,C,N
5330,49.0,F,N
5331,,,Y
5332,,,Y
5333,55.0,A,N
5334,87.0,D,N
5335,55.0,A,N
5336,30.0,F,N
5337,64.0,C,Y
5338,61.0,D,N
5339,,,Y
5340,23.0,B,N
5341,36.0,A,N
5342,,,Y
5343,14.0,F,Y
5344,38.0,B,N
5345,79.0,C,N
5346,48.0,A,N
5347,36.0,A,Y
5348,70.0,A,N
5349,,,Y
5350,34.0,A,N
5351,47.0,A,N
5352,61.0,B,N
5353,84.0,B,N
5354,42.0,F,Y
5355,78.0,C,N
5356,26.0,F,Y
5357,82.0,C,N
5358,42.0,D,N
5359,51.0,D,N
5360,85.0,D,N
5361,54.0,F,N
5362,37.0,D,N
5363,29.0,B,N
5364,75.0,B,N
5365,71.0,C,N
5366,81.0,C,Y
5367,,,Y
5368,,,Y
5369,38.0,A,N
5370,29.0,D,N
5371,25.0,C,N
5372,32.0,A,N
5373,42.0,A,N
5374,1.0,D,Y
5375,,,Y
5376,74.0,F,N
5377,,,Y
5378,51.0,C,Y
5379,,,Y
5380,,,Y
5381,30.0,D,Y
5382,42.0,B,N
5383,51.0,F,N
5384,,,Y
5385,92.0,B,N
5386,,,Y
5387,68.0,B,N
5388,,,Y
5389,,,Y
