,session 3,session 4,test 2
8523,74.0,96.0,A
8524,56.0,31.0,C
8525,63.0,47.0,A
8526,13.0,34.0,C
8527,,,
8528,8.0,29.0,C
8529,7.0,16.0,A
8530,84.0,76.0,B
8531,41.0,30.0,F
8532,10.0,37.0,C
8533,13.0,66.0,B
8534,80.0,55.0,B
8535,39.0,38.0,B
8536,53.0,0.0,F
8537,37.0,50.0,B
8538,58.0,49.0,C
8539,24.0,51.0,C
8540,23.0,69.0,F
8541,13.0,96.0,B
8542,,,
8543,55.0,61.0,A
8544,20.0,68.0,D
8545,10.0,35.0,A
8546,8.0,46.0,F
8547,94.0,62.0,F
8548,51.0,63.0,A
8549,29.0,58.0,C
8550,8.0,83.0,D
8551,70.0,62.0,F
8552,81.0,93.0,A
8553,45.0,17.0,D
8554,58.0,31.0,F
8555,61.0,58.0,D
8556,36.0,46.0,C
8557,16.0,78.0,F
8558,53.0,28.0,D
8559,27.0,42.0,D
8560,,,
8561,3.0,24.0,D
8562,3.0,5.0,D
8563,10.0,51.0,B
8564,62.0,69.0,A
8565,54.0,77.0,F
8566,41.0,95.0,C
8567,95.0,72.0,D
8568,33.0,11.0,F
8569,85.0,36.0,A
8570,16.0,12.0,C
8571,79.0,93.0,D
8572,49.0,71.0,F
8573,73.0,23.0,F
8574,62.0,20.0,D
8575,29.0,43.0,F
8576,65.0,60.0,A
8577,36.0,48.0,D
8578,45.0,35.0,B
8579,65.0,26.0,A
8580,11.0,38.0,C
8581,90.0,23.0,C
8582,10.0,82.0,F
8583,,,
8584,28.0,8.0,F
8585,43.0,41.0,C
8586,53.0,50.0,F
8587,41.0,49.0,D
8588,,,
8589,,,
8590,33.0,79.0,B
8591,56.0,18.0,D
8592,16.0,73.0,A
8593,4.0,53.0,C
8594,40.0,6.0,F
8595,83.0,86.0,F
8596,3.0,51.0,F
8597,35.0,53.0,B
8598,25.0,40.0,D
8599,74.0,60.0,F
8600,77.0,18.0,D
8601,,,
8602,46.0,44.0,D
8603,56.0,31.0,F
8604,88.0,62.0,A
8605,72.0,13.0,A
8606,52.0,48.0,F
8607,13.0,55.0,D
8608,14.0,85.0,F
8609,7.0,35.0,A
8610,43.0,37.0,C
8611,1.0,57.0,A
8612,79.0,99.0,F
8613,59.0,12.0,F
8614,59.0,14.0,A
8615,38.0,45.0,B
8616,69.0,44.0,B
8617,54.0,94.0,D
8618,28.0,49.0,F
8619,86.0,75.0,B
8620,53.0,32.0,D
8621,52.0,74.0,B
8622,21.0,37.0,D
8623,83.0,91.0,F
8624,42.0,48.0,F
8625,23.0,41.0,D
8626,10.0,9.0,C
8627,60.0,51.0,A
8628,51.0,76.0,B
8629,9.0,22.0,D
8630,30.0,39.0,D
8631,6.0,53.0,C
8632,57.0,4.0,A
8633,6.0,37.0,C
8634,,,
8635,66.0,51.0,F
8636,30.0,55.0,A
8637,55.0,68.0,C
8638,9.0,11.0,B
8639,29.0,23.0,A
8640,,,
8641,32.0,38.0,C
8642,1.0,51.0,C
8643,,,
8644,37.0,40.0,D
8645,10.0,9.0,C
8646,97.0,8.0,C
8647,78.0,18.0,B
8648,32.0,39.0,B
8649,,,
8650,26.0,35.0,C
8651,60.0,37.0,A
8652,52.0,33.0,D
8653,30.0,48.0,C
8654,55.0,55.0,C
8655,,,
8656,40.0,26.0,F
8657,81.0,78.0,C
8658,34.0,50.0,D
8659,61.0,95.0,A
8660,72.0,94.0,B
8661,95.0,18.0,B
8662,67.0,55.0,C
8663,84.0,56.0,A
8664,44.0,41.0,D
8665,15.0,2.0,C
8666,3.0,45.0,D
8667,,,
8668,2.0,52.0,B
8669,70.0,75.0,A
8670,60.0,18.0,F
8671,89.0,74.0,A
8672,39.0,23.0,F
8673,,,
8674,5.0,39.0,F
8675,84.0,52.0,B
8676,65.0,18.0,F
8677,15.0,84.0,C
8678,8.0,17.0,B
8679,87.0,13.0,B
8680,4.0,17.0,A
8681,77.0,60.0,B
8682,56.0,51.0,B
8683,73.0,36.0,B
8684,1.0,41.0,D
8685,42.0,66.0,F
8686,65.0,51.0,A
8687,27.0,72.0,B
8688,12.0,20.0,D
8689,47.0,46.0,D
8690,6.0,67.0,B
8691,44.0,26.0,F
8692,10.0,37.0,B
8693,5.0,36.0,F
8694,76.0,52.0,A
8695,84.0,18.0,A
8696,61.0,99.0,A
8697,19.0,5.0,D
8698,39.0,41.0,D
8699,,,
8700,27.0,54.0,D
8701,9.0,47.0,F
8702,90.0,59.0,A
8703,,,
8704,28.0,40.0,F
8705,64.0,31.0,C
8706,51.0,36.0,F
8707,61.0,75.0,A
8708,95.0,38.0,C
8709,87.0,98.0,A
8710,90.0,17.0,B
8711,65.0,7.0,A
8712,38.0,50.0,D
8713,62.0,92.0,F
8714,57.0,69.0,C
8715,3.0,36.0,A
8716,,,
8717,11.0,21.0,B
8718,47.0,32.0,C
8719,59.0,18.0,F
8720,12.0,46.0,F
8721,91.0,69.0,A
8722,13.0,16.0,B
8723,53.0,42.0,C
8724,35.0,80.0,F
8725,48.0,35.0,A
8726,28.0,8.0,F
8727,,,
8728,42.0,36.0,D
8729,11.0,24.0,A
8730,,,
8731,42.0,6.0,A
8732,2.0,83.0,D
8733,75.0,62.0,B
8734,9.0,57.0,C
8735,24.0,6.0,C
8736,,,
8737,81.0,31.0,F
8738,,,
8739,9.0,52.0,C
8740,70.0,83.0,C
8741,36.0,50.0,D
8742,86.0,11.0,A
8743,45.0,24.0,D
8744,8.0,35.0,C
8745,77.0,57.0,A
8746,49.0,16.0,A
8747,56.0,17.0,D
8748,3.0,43.0,A
8749,68.0,52.0,A
8750,71.0,80.0,C
8751,82.0,37.0,B
8752,69.0,38.0,C
8753,11.0,47.0,C
8754,,,
8755,11.0,51.0,C
8756,84.0,27.0,B
8757,48.0,48.0,D
8758,67.0,47.0,C
8759,3.0,49.0,F
8760,98.0,21.0,A
8761,64.0,74.0,B
8762,41.0,38.0,C
8763,13.0,27.0,B
8764,95.0,72.0,A
8765,81.0,55.0,F
8766,85.0,33.0,A
8767,44.0,32.0,D
8768,60.0,6.0,F
8769,39.0,57.0,A
8770,1.0,28.0,F
8771,1.0,21.0,C
8772,59.0,82.0,C
8773,38.0,18.0,D
8774,93.0,76.0,A
8775,7.0,56.0,F
8776,65.0,51.0,B
8777,56.0,69.0,A
8778,71.0,56.0,B
8779,98.0,1.0,D
8780,54.0,30.0,A
8781,,,
8782,87.0,87.0,A
8783,69.0,30.0,B
8784,6.0,17.0,C
8785,44.0,48.0,B
8786,,,
8787,72.0,54.0,C
8788,55.0,72.0,A
8789,65.0,53.0,A
8790,66.0,59.0,C
8791,52.0,41.0,D
8792,,,
8793,51.0,19.0,A
8794,4.0,19.0,B
8795,65.0,25.0,C
8796,75.0,88.0,A
8797,24.0,42.0,D
8798,42.0,33.0,C
8799,59.0,61.0,C
8800,84.0,5.0,A
8801,46.0,26.0,A
8802,24.0,39.0,F
8803,7.0,13.0,B
8804,77.0,57.0,C
8805,11.0,9.0,A
8806,77.0,25.0,A
8807,80.0,43.0,D
8808,31.0,49.0,D
8809,,,
8810,39.0,30.0,D
8811,60.0,61.0,C
8812,9.0,17.0,F
8813,74.0,39.0,C
8814,47.0,62.0,A
8815,33.0,66.0,F
8816,97.0,62.0,F
8817,59.0,31.0,D
8818,41.0,39.0,C
8819,61.0,26.0,C
8820,52.0,48.0,D
8821,33.0,42.0,B
8822,3.0,33.0,A
8823,8.0,27.0,B
8824,1.0,28.0,B
8825,12.0,31.0,C
8826,12.0,36.0,D
8827,25.0,33.0,D
8828,51.0,64.0,F
8829,90.0,95.0,C
8830,39.0,18.0,A
8831,86.0,47.0,B
8832,46.0,14.0,F
8833,,,
8834,41.0,76.0,A
8835,26.0,43.0,C
8836,,,
8837,60.0,27.0,D
8838,,,
8839,16.0,15.0,F
8840,31.0,3.0,F
8841,36.0,34.0,F
8842,25.0,97.0,B
8843,39.0,22.0,F
8844,99.0,66.0,C
8845,5.0,25.0,F
8846,49.0,86.0,C
8847,53.0,46.0,A
8848,94.0,27.0,A
8849,80.0,0.0,C
8850,66.0,47.0,A
8851,82.0,25.0,C
8852,5.0,33.0,B
8853,76.0,98.0,A
8854,87.0,63.0,B
8855,47.0,53.0,F
8856,15.0,44.0,A
8857,86.0,82.0,B
8858,75.0,49.0,A
8859,56.0,36.0,B
8860,54.0,84.0,F
8861,9.0,23.0,B
8862,48.0,40.0,D
8863,52.0,34.0,A
8864,72.0,72.0,F
8865,37.0,50.0,D
8866,2.0,44.0,A
8867,67.0,54.0,F
8868,72.0,54.0,A
8869,79.0,34.0,B
8870,50.0,2.0,D
8871,45.0,44.0,B
8872,59.0,33.0,D
8873,,,
8874,48.0,95.0,A
8875,97.0,63.0,A
8876,26.0,33.0,B
8877,2.0,28.0,A
8878,76.0,37.0,C
8879,17.0,7.0,A
8880,48.0,24.0,F
8881,3.0,15.0,D
8882,92.0,56.0,A
8883,51.0,53.0,D
8884,70.0,33.0,C
8885,26.0,48.0,A
8886,75.0,55.0,B
8887,64.0,44.0,B
8888,,,
8889,56.0,17.0,D
8890,72.0,17.0,A
8891,59.0,10.0,F
8892,37.0,38.0,F
8893,79.0,24.0,A
8894,18.0,28.0,A
8895,50.0,64.0,B
8896,,,
8897,46.0,49.0,C
8898,49.0,38.0,D
8899,66.0,54.0,A
8900,50.0,30.0,D
8901,52.0,13.0,A
8902,10.0,16.0,F
8903,,,
8904,8.0,40.0,D
8905,28.0,10.0,D
8906,82.0,3.0,A
8907,57.0,16.0,F
8908,5.0,44.0,F
8909,37.0,34.0,B
8910,13.0,8.0,C
8911,26.0,42.0,D
8912,72.0,70.0,B
8913,5.0,34.0,D
8914,63.0,69.0,F
8915,56.0,64.0,F
8916,14.0,32.0,D
8917,11.0,67.0,C
8918,54.0,44.0,C
8919,7.0,41.0,D
8920,78.0,1.0,A
8921,49.0,53.0,C
8922,23.0,42.0,B
8923,85.0,34.0,A
8924,53.0,78.0,C
8925,84.0,98.0,B
8926,42.0,86.0,A
8927,13.0,15.0,B
8928,53.0,7.0,A
8929,25.0,71.0,A
8930,4.0,54.0,C
8931,67.0,60.0,A
8932,79.0,1.0,A
8933,44.0,46.0,D
8934,,,
8935,55.0,24.0,D
8936,68.0,7.0,D
8937,41.0,98.0,A
8938,30.0,0.0,F
8939,81.0,65.0,A
8940,8.0,98.0,B
8941,51.0,66.0,D
8942,48.0,97.0,A
8943,95.0,52.0,D
8944,92.0,39.0,F
8945,39.0,43.0,D
8946,,,
8947,75.0,25.0,C
8948,51.0,38.0,D
8949,70.0,80.0,B
8950,86.0,5.0,A
8951,30.0,48.0,B
8952,48.0,48.0,F
8953,85.0,25.0,C
8954,6.0,19.0,D
8955,72.0,41.0,A
8956,73.0,47.0,B
8957,28.0,56.0,D
8958,8.0,17.0,B
8959,1.0,73.0,F
8960,2.0,37.0,D
8961,76.0,15.0,F
8962,37.0,40.0,C
8963,13.0,27.0,A
8964,23.0,48.0,F
8965,4.0,4.0,F
8966,54.0,54.0,D
8967,47.0,50.0,B
8968,64.0,40.0,C
8969,10.0,55.0,F
8970,40.0,8.0,D
8971,42.0,38.0,B
8972,86.0,36.0,D
8973,30.0,29.0,F
8974,46.0,41.0,D
8975,67.0,5.0,B
8976,60.0,11.0,D
8977,29.0,30.0,F
8978,57.0,81.0,B
8979,94.0,29.0,A
8980,67.0,56.0,A
8981,,,
8982,12.0,31.0,A
8983,62.0,25.0,A
8984,54.0,26.0,C
8985,8.0,79.0,B
8986,25.0,11.0,F
8987,84.0,56.0,B
8988,69.0,25.0,B
8989,7.0,25.0,F
8990,,,
8991,6.0,7.0,D
8992,62.0,32.0,A
8993,42.0,33.0,D
8994,68.0,70.0,C
8995,,,
8996,59.0,77.0,B
8997,49.0,31.0,F
8998,58.0,16.0,F
8999,62.0,27.0,C
9000,48.0,33.0,B
9001,40.0,41.0,B
9002,55.0,37.0,C
9003,55.0,28.0,D
9004,64.0,60.0,B
9005,58.0,47.0,B
9006,0.0,41.0,F
9007,82.0,79.0,A
9008,,,
9009,27.0,40.0,B
9010,92.0,50.0,B
9011,59.0,62.0,B
9012,1.0,25.0,B
9013,27.0,48.0,D
9014,39.0,56.0,B
9015,98.0,14.0,F
9016,81.0,17.0,D
9017,80.0,26.0,A
9018,29.0,15.0,F
9019,2.0,12.0,B
9020,90.0,77.0,B
9021,46.0,37.0,D
9022,73.0,32.0,C
9023,24.0,97.0,D
9024,77.0,27.0,A
9025,19.0,61.0,D
9026,58.0,30.0,A
9027,66.0,39.0,A
9028,5.0,87.0,C
9029,29.0,34.0,F
9030,,,
9031,38.0,12.0,C
9032,95.0,23.0,C
9033,78.0,21.0,F
9034,80.0,64.0,C
9035,84.0,70.0,B
9036,83.0,33.0,F
9037,72.0,72.0,B
9038,,,
9039,80.0,0.0,A
9040,57.0,21.0,D
9041,61.0,15.0,F
9042,53.0,48.0,B
9043,43.0,20.0,F
9044,70.0,40.0,C
9045,,,
9046,39.0,50.0,B
9047,,,
9048,3.0,56.0,F
9049,23.0,51.0,D
9050,3.0,36.0,C
9051,56.0,54.0,B
9052,73.0,80.0,F
9053,54.0,34.0,C
9054,49.0,81.0,A
9055,34.0,50.0,B
9056,26.0,43.0,F
9057,46.0,30.0,D
9058,,,
9059,15.0,9.0,F
9060,62.0,6.0,D
9061,39.0,38.0,D
9062,74.0,44.0,B
9063,68.0,55.0,A
9064,6.0,30.0,B
9065,10.0,26.0,D
9066,3.0,51.0,A
9067,86.0,76.0,C
9068,30.0,33.0,D
9069,42.0,42.0,B
9070,6.0,86.0,C
9071,64.0,98.0,D
9072,8.0,52.0,D
9073,32.0,7.0,D
9074,31.0,45.0,C
9075,3.0,20.0,B
9076,86.0,41.0,A
9077,10.0,48.0,F
9078,68.0,90.0,D
9079,71.0,21.0,D
9080,65.0,37.0,A
9081,31.0,95.0,D
9082,65.0,35.0,A
9083,46.0,13.0,F
9084,20.0,3.0,A
9085,85.0,82.0,A
9086,86.0,34.0,F
9087,80.0,81.0,F
9088,31.0,38.0,C
9089,6.0,9.0,D
9090,5.0,50.0,B
9091,55.0,36.0,F
9092,30.0,48.0,D
9093,66.0,20.0,A
9094,24.0,80.0,D
9095,28.0,14.0,F
9096,37.0,25.0,F
9097,,,
9098,40.0,35.0,C
9099,57.0,35.0,F
9100,18.0,26.0,C
9101,75.0,61.0,B
9102,,,
9103,69.0,36.0,A
9104,42.0,17.0,A
9105,19.0,28.0,B
9106,70.0,24.0,D
9107,9.0,10.0,F
9108,79.0,1.0,B
9109,88.0,25.0,C
9110,42.0,12.0,D
9111,12.0,21.0,C
9112,,,
9113,4.0,13.0,A
9114,,,
9115,69.0,57.0,B
9116,31.0,56.0,D
9117,63.0,60.0,B
9118,52.0,40.0,D
9119,1.0,47.0,D
9120,,,
9121,51.0,38.0,D
9122,,,
9123,75.0,52.0,F
9124,33.0,41.0,B
9125,8.0,22.0,B
9126,8.0,7.0,C
9127,5.0,30.0,B
9128,,,
9129,87.0,8.0,D
9130,,,
9131,7.0,36.0,F
9132,31.0,45.0,D
9133,31.0,75.0,D
9134,67.0,79.0,D
9135,50.0,40.0,B
9136,1.0,48.0,D
9137,62.0,29.0,A
9138,13.0,55.0,D
9139,40.0,33.0,D
9140,69.0,43.0,C
9141,29.0,34.0,C
9142,69.0,58.0,A
9143,25.0,53.0,B
9144,75.0,57.0,A
9145,42.0,32.0,B
9146,46.0,24.0,D
9147,44.0,79.0,D
9148,89.0,59.0,D
9149,85.0,44.0,A
9150,56.0,44.0,D
9151,33.0,18.0,F
9152,,,
9153,29.0,3.0,B
9154,30.0,51.0,B
9155,12.0,34.0,D
9156,4.0,79.0,D
9157,42.0,52.0,A
9158,10.0,38.0,F
9159,29.0,7.0,D
9160,54.0,82.0,A
9161,51.0,66.0,F
9162,59.0,33.0,C
9163,5.0,34.0,A
9164,58.0,24.0,D
9165,4.0,43.0,C
9166,50.0,55.0,A
9167,60.0,97.0,D
9168,96.0,24.0,D
9169,66.0,64.0,A
9170,40.0,40.0,F
9171,1.0,23.0,C
9172,92.0,69.0,B
9173,12.0,53.0,A
9174,,,
9175,34.0,45.0,D
9176,0.0,51.0,B
9177,38.0,24.0,F
9178,6.0,36.0,A
9179,31.0,52.0,D
9180,76.0,31.0,F
9181,43.0,7.0,F
9182,5.0,18.0,C
9183,7.0,92.0,F
9184,9.0,42.0,A
9185,,,
9186,28.0,43.0,D
9187,68.0,60.0,A
9188,45.0,54.0,B
9189,43.0,36.0,D
9190,73.0,2.0,B
9191,59.0,34.0,D
9192,,,
9193,79.0,29.0,C
9194,73.0,89.0,A
9195,28.0,21.0,A
9196,30.0,44.0,D
9197,,,
9198,67.0,57.0,D
9199,92.0,51.0,C
9200,36.0,19.0,B
9201,47.0,45.0,D
9202,76.0,67.0,B
9203,50.0,50.0,A
9204,49.0,22.0,A
9205,66.0,39.0,B
9206,52.0,49.0,A
9207,43.0,16.0,F
9208,55.0,25.0,F
9209,51.0,64.0,F
9210,92.0,20.0,F
9211,,,
9212,82.0,66.0,B
9213,22.0,33.0,D
9214,71.0,21.0,C
9215,56.0,44.0,B
9216,20.0,3.0,D
9217,1.0,48.0,D
9218,62.0,4.0,A
9219,11.0,8.0,C
9220,20.0,36.0,C
9221,14.0,42.0,F
9222,70.0,64.0,F
9223,65.0,28.0,F
9224,92.0,26.0,A
9225,,,
9226,66.0,39.0,B
9227,48.0,75.0,C
9228,76.0,23.0,A
9229,64.0,34.0,A
9230,93.0,46.0,D
9231,7.0,17.0,D
9232,30.0,18.0,D
9233,47.0,36.0,F
9234,3.0,12.0,A
9235,37.0,41.0,A
9236,83.0,33.0,B
9237,,,
9238,59.0,44.0,D
9239,71.0,55.0,A
9240,29.0,71.0,D
9241,90.0,39.0,B
9242,64.0,83.0,A
9243,11.0,26.0,D
9244,87.0,89.0,A
9245,5.0,23.0,D
9246,2.0,20.0,A
9247,81.0,77.0,D
9248,12.0,42.0,D
9249,21.0,52.0,C
9250,93.0,69.0,F
9251,93.0,34.0,C
9252,49.0,38.0,F
9253,51.0,81.0,A
9254,61.0,23.0,A
9255,94.0,45.0,A
9256,56.0,24.0,F
9257,67.0,42.0,A
9258,11.0,50.0,C
9259,41.0,33.0,D
9260,33.0,97.0,A
9261,0.0,7.0,F
9262,,,
9263,55.0,44.0,F
9264,45.0,81.0,A
9265,,,
9266,49.0,67.0,C
9267,90.0,42.0,B
9268,33.0,47.0,F
9269,28.0,2.0,F
9270,64.0,58.0,A
9271,65.0,22.0,F
9272,58.0,51.0,B
9273,90.0,50.0,D
9274,91.0,58.0,C
9275,17.0,11.0,C
9276,,,
9277,93.0,50.0,C
9278,83.0,54.0,B
9279,52.0,67.0,B
9280,14.0,18.0,C
9281,88.0,28.0,F
9282,5.0,5.0,B
9283,5.0,45.0,B
9284,55.0,25.0,B
9285,51.0,78.0,A
9286,37.0,37.0,F
9287,60.0,65.0,B
9288,29.0,39.0,D
9289,3.0,46.0,A
9290,43.0,32.0,D
9291,42.0,8.0,B
9292,3.0,23.0,B
9293,9.0,37.0,F
9294,13.0,55.0,F
9295,57.0,40.0,D
9296,,,
9297,28.0,22.0,A
9298,87.0,86.0,C
9299,31.0,26.0,F
9300,46.0,47.0,F
9301,7.0,37.0,F
9302,47.0,6.0,D
9303,,,
9304,,,
9305,5.0,23.0,F
9306,4.0,23.0,D
9307,87.0,59.0,D
9308,21.0,65.0,B
9309,22.0,49.0,D
9310,13.0,16.0,B
9311,,,
9312,38.0,37.0,D
9313,1.0,38.0,B
9314,63.0,44.0,B
9315,,,
9316,41.0,30.0,A
9317,19.0,19.0,B
9318,1.0,27.0,F
9319,29.0,36.0,D
9320,90.0,50.0,A
9321,,,
9322,37.0,30.0,C
9323,85.0,27.0,A
9324,10.0,38.0,A
9325,46.0,23.0,A
9326,60.0,24.0,A
9327,46.0,66.0,D
9328,74.0,40.0,C
9329,94.0,25.0,A
9330,47.0,10.0,A
9331,93.0,48.0,B
9332,9.0,80.0,C
9333,11.0,20.0,F
9334,25.0,64.0,D
9335,8.0,54.0,B
9336,98.0,42.0,F
9337,67.0,51.0,A
9338,1.0,41.0,B
9339,39.0,14.0,F
9340,50.0,52.0,F
9341,81.0,57.0,B
9342,88.0,48.0,C
9343,,,
9344,56.0,24.0,F
9345,,,
9346,26.0,44.0,D
9347,19.0,48.0,F
9348,31.0,14.0,D
9349,36.0,33.0,F
9350,16.0,12.0,B
9351,48.0,74.0,F
9352,32.0,16.0,F
9353,38.0,36.0,B
9354,55.0,56.0,B
9355,51.0,66.0,D
9356,21.0,97.0,C
9357,85.0,31.0,D
9358,80.0,70.0,D
9359,86.0,58.0,C
9360,9.0,57.0,D
9361,76.0,37.0,F
9362,14.0,58.0,A
9363,29.0,6.0,F
9364,79.0,52.0,C
9365,99.0,58.0,B
9366,8.0,79.0,A
9367,78.0,65.0,A
9368,5.0,27.0,B
9369,,,
9370,66.0,60.0,C
9371,69.0,50.0,F
9372,40.0,69.0,F
9373,54.0,50.0,C
9374,10.0,62.0,B
9375,70.0,74.0,B
9376,,,
9377,1.0,53.0,C
9378,97.0,25.0,B
9379,31.0,59.0,D
9380,50.0,43.0,D
9381,15.0,19.0,A
9382,79.0,30.0,C
9383,38.0,32.0,C
9384,11.0,40.0,C
9385,,,
9386,21.0,29.0,B
9387,,,
9388,59.0,32.0,C
9389,5.0,51.0,C
9390,3.0,30.0,C
9391,48.0,48.0,C
9392,30.0,56.0,B
9393,36.0,34.0,F
9394,,,
9395,40.0,42.0,C
9396,90.0,23.0,B
9397,,,
9398,66.0,36.0,F
9399,9.0,39.0,B
9400,49.0,32.0,D
9401,50.0,53.0,D
9402,40.0,62.0,A
9403,31.0,35.0,D
9404,52.0,38.0,D
9405,84.0,24.0,D
9406,13.0,21.0,C
9407,56.0,57.0,D
9408,6.0,83.0,D
9409,58.0,90.0,B
9410,75.0,31.0,D
9411,87.0,55.0,B
9412,58.0,22.0,F
9413,60.0,55.0,B
9414,48.0,17.0,C
9415,66.0,43.0,C
9416,22.0,33.0,D
9417,88.0,34.0,C
9418,23.0,53.0,F
9419,56.0,72.0,A
9420,61.0,7.0,A
9421,98.0,22.0,C
9422,81.0,67.0,D
9423,79.0,91.0,D
9424,9.0,29.0,F
9425,11.0,37.0,D
9426,40.0,70.0,A
9427,11.0,57.0,B
9428,62.0,44.0,C
9429,56.0,85.0,F
9430,87.0,10.0,A
9431,51.0,61.0,F
9432,30.0,64.0,C
9433,23.0,48.0,B
9434,45.0,31.0,F
9435,75.0,29.0,C
9436,4.0,24.0,A
9437,73.0,20.0,A
9438,,,
9439,34.0,78.0,A
9440,89.0,45.0,A
9441,5.0,20.0,C
9442,99.0,56.0,A
9443,78.0,92.0,D
9444,85.0,2.0,C
9445,5.0,29.0,F
9446,50.0,71.0,B
9447,75.0,46.0,A
9448,8.0,42.0,C
9449,79.0,5.0,B
9450,97.0,40.0,A
9451,95.0,69.0,A
9452,,,
9453,11.0,47.0,D
9454,75.0,50.0,D
9455,57.0,35.0,A
9456,79.0,29.0,A
9457,54.0,46.0,C
9458,95.0,45.0,D
9459,58.0,10.0,F
9460,39.0,37.0,F
9461,41.0,39.0,F
9462,3.0,9.0,A
9463,68.0,21.0,A
9464,30.0,11.0,B
9465,,,
9466,85.0,28.0,F
9467,59.0,46.0,F
9468,54.0,47.0,D
9469,55.0,44.0,D
9470,42.0,40.0,C
9471,52.0,9.0,D
9472,1.0,22.0,B
9473,76.0,56.0,B
9474,78.0,62.0,B
9475,61.0,11.0,F
9476,55.0,9.0,F
9477,47.0,81.0,D
9478,51.0,43.0,F
9479,,,
9480,49.0,35.0,F
9481,30.0,41.0,D
9482,48.0,34.0,A
9483,,,
9484,87.0,11.0,B
9485,74.0,28.0,C
9486,25.0,36.0,B
9487,56.0,41.0,B
9488,1.0,41.0,F
9489,4.0,14.0,C
9490,89.0,58.0,F
9491,96.0,75.0,C
9492,1.0,29.0,A
9493,,,
9494,95.0,37.0,D
9495,62.0,83.0,A
9496,59.0,25.0,C
9497,1.0,43.0,B
9498,86.0,9.0,D
9499,5.0,32.0,A
9500,2.0,57.0,C
9501,59.0,0.0,F
9502,40.0,43.0,D
9503,67.0,74.0,A
9504,1.0,25.0,F
9505,65.0,12.0,A
9506,47.0,23.0,F
9507,47.0,40.0,D
9508,57.0,10.0,D
9509,33.0,27.0,B
9510,40.0,48.0,D
9511,13.0,29.0,D
9512,2.0,56.0,F
9513,56.0,47.0,D
9514,28.0,8.0,F
9515,74.0,81.0,D
9516,83.0,34.0,B
9517,36.0,51.0,D
9518,90.0,51.0,A
9519,60.0,62.0,A
9520,66.0,67.0,F
9521,57.0,47.0,C
9522,55.0,47.0,D
9523,17.0,57.0,A
9524,31.0,52.0,D
9525,69.0,88.0,A
9526,71.0,20.0,A
9527,78.0,4.0,A
9528,93.0,39.0,A
9529,10.0,13.0,A
9530,37.0,5.0,F
9531,10.0,54.0,D
9532,42.0,83.0,A
9533,61.0,15.0,A
9534,23.0,47.0,D
9535,99.0,33.0,B
9536,48.0,18.0,D
9537,31.0,59.0,F
9538,69.0,9.0,F
9539,51.0,33.0,F
9540,46.0,49.0,C
9541,,,
9542,82.0,91.0,B
9543,13.0,13.0,F
9544,24.0,50.0,D
9545,76.0,7.0,B
9546,78.0,66.0,B
9547,53.0,99.0,D
9548,1.0,1.0,F
9549,50.0,40.0,D
9550,73.0,36.0,D
9551,43.0,9.0,D
9552,50.0,51.0,D
9553,92.0,54.0,B
9554,58.0,31.0,C
9555,60.0,6.0,D
9556,61.0,21.0,C
9557,17.0,45.0,F
9558,32.0,64.0,B
9559,45.0,35.0,B
9560,26.0,49.0,D
9561,82.0,79.0,C
9562,1.0,42.0,C
9563,16.0,28.0,F
9564,52.0,37.0,D
9565,48.0,14.0,F
9566,40.0,89.0,D
9567,81.0,72.0,B
9568,9.0,20.0,C
9569,13.0,21.0,D
9570,84.0,55.0,D
9571,13.0,52.0,F
9572,90.0,98.0,D
9573,51.0,45.0,D
9574,82.0,20.0,C
9575,33.0,40.0,D
9576,21.0,84.0,D
9577,12.0,47.0,A
9578,,,
9579,76.0,65.0,D
9580,38.0,19.0,D
9581,7.0,11.0,A
9582,86.0,56.0,B
9583,45.0,36.0,D
9584,12.0,72.0,D
9585,77.0,25.0,A
9586,60.0,34.0,F
9587,56.0,46.0,D
9588,45.0,30.0,D
9589,43.0,84.0,F
9590,30.0,99.0,F
9591,12.0,6.0,A
9592,46.0,50.0,A
9593,6.0,38.0,A
9594,60.0,33.0,A
9595,8.0,36.0,D
9596,97.0,50.0,A
9597,,,
9598,22.0,40.0,D
9599,7.0,21.0,B
9600,88.0,26.0,B
9601,12.0,16.0,D
9602,,,
9603,94.0,20.0,A
9604,72.0,66.0,D
9605,11.0,0.0,A
9606,26.0,75.0,C
9607,44.0,52.0,B
9608,49.0,21.0,D
9609,99.0,36.0,B
9610,77.0,67.0,F
9611,58.0,54.0,C
9612,11.0,48.0,D
9613,1.0,22.0,C
9614,58.0,19.0,F
9615,40.0,37.0,D
9616,59.0,50.0,D
9617,32.0,99.0,F
9618,96.0,46.0,A
9619,80.0,40.0,D
9620,51.0,46.0,C
9621,22.0,44.0,F
9622,71.0,71.0,A
9623,7.0,23.0,C
9624,53.0,57.0,A
9625,98.0,17.0,D
9626,11.0,10.0,D
9627,49.0,43.0,D
9628,11.0,20.0,D
9629,29.0,64.0,F
9630,51.0,83.0,D
9631,3.0,23.0,A
9632,84.0,3.0,F
9633,75.0,79.0,D
9634,,,
9635,80.0,64.0,C
9636,,,
9637,81.0,63.0,B
9638,,,
9639,,,
9640,76.0,59.0,A
9641,8.0,37.0,C
9642,37.0,50.0,C
9643,29.0,48.0,C
9644,36.0,46.0,D
9645,70.0,24.0,B
9646,38.0,0.0,A
