,session 3,session 4,test 2,dropout
8647,78.0,18.0,B,Y
8648,32.0,39.0,B,N
8649,,,,Y
8650,26.0,35.0,C,N
8651,60.0,37.0,A,N
8652,52.0,33.0,D,N
8653,30.0,48.0,C,N
8654,55.0,55.0,C,N
8655,,,,Y
8656,40.0,26.0,F,Y
8657,81.0,78.0,C,N
8658,34.0,50.0,D,N
8659,61.0,95.0,A,N
8660,72.0,94.0,B,N
8661,95.0,18.0,B,N
8662,67.0,55.0,C,N
8663,84.0,56.0,A,N
8664,44.0,41.0,D,N
8665,15.0,2.0,C,Y
8666,3.0,45.0,D,N
8667,,,,Y
8668,2.0,52.0,B,N
8669,70.0,75.0,A,N
8670,60.0,18.0,F,Y
8671,89.0,74.0,A,Y
8672,39.0,23.0,F,Y
8673,,,,Y
8674,5.0,39.0,F,N
8675,84.0,52.0,B,N
8676,65.0,18.0,F,N
8677,15.0,84.0,C,N
8678,8.0,17.0,B,N
8679,87.0,13.0,B,N
8680,4.0,17.0,A,N
8681,77.0,60.0,B,N
8682,56.0,51.0,B,N
8683,73.0,36.0,B,N
8684,1.0,41.0,D,N
8685,42.0,66.0,F,Y
8686,65.0,51.0,A,Y
8687,27.0,72.0,B,Y
8688,12.0,20.0,D,N
8689,47.0,46.0,D,N
8690,6.0,67.0,B,N
8691,44.0,26.0,F,N
8692,10.0,37.0,B,N
8693,5.0,36.0,F,N
8694,76.0,52.0,A,Y
8695,84.0,18.0,A,N
8696,61.0,99.0,A,N
8697,19.0,5.0,D,N
8698,39.0,41.0,D,N
8699,,,,Y
8700,27.0,54.0,D,N
8701,9.0,47.0,F,Y
8702,90.0,59.0,A,N
8703,,,,Y
8704,28.0,40.0,F,Y
8705,64.0,31.0,C,N
8706,51.0,36.0,F,N
8707,61.0,75.0,A,N
8708,95.0,38.0,C,N
8709,87.0,98.0,A,N
8710,90.0,17.0,B,Y
8711,65.0,7.0,A,Y
8712,38.0,50.0,D,N
8713,62.0,92.0,F,N
8714,57.0,69.0,C,Y
8715,3.0,36.0,A,Y
8716,,,,Y
8717,11.0,21.0,B,N
8718,47.0,32.0,C,N
8719,59.0,18.0,F,Y
8720,12.0,46.0,F,Y
8721,91.0,69.0,A,N
8722,13.0,16.0,B,N
8723,53.0,42.0,C,N
8724,35.0,80.0,F,N
8725,48.0,35.0,A,N
8726,28.0,8.0,F,Y
8727,,,,Y
8728,42.0,36.0,D,N
8729,11.0,24.0,A,N
8730,,,,Y
8731,42.0,6.0,A,Y
8732,2.0,83.0,D,N
8733,75.0,62.0,B,N
8734,9.0,57.0,C,N
8735,24.0,6.0,C,Y
8736,,,,Y
8737,81.0,31.0,F,Y
8738,,,,Y
8739,9.0,52.0,C,N
8740,70.0,83.0,C,N
8741,36.0,50.0,D,N
8742,86.0,11.0,A,N
8743,45.0,24.0,D,N
8744,8.0,35.0,C,N
8745,77.0,57.0,A,N
8746,49.0,16.0,A,N
8747,56.0,17.0,D,Y
8748,3.0,43.0,A,N
8749,68.0,52.0,A,N
8750,71.0,80.0,C,N
8751,82.0,37.0,B,N
8752,69.0,38.0,C,Y
8753,11.0,47.0,C,N
8754,,,,Y
8755,11.0,51.0,C,N
8756,84.0,27.0,B,N
8757,48.0,48.0,D,N
8758,67.0,47.0,C,N
8759,3.0,49.0,F,Y
8760,98.0,21.0,A,N
8761,64.0,74.0,B,N
8762,41.0,38.0,C,N
8763,13.0,27.0,B,N
8764,95.0,72.0,A,N
8765,81.0,55.0,F,Y
8766,85.0,33.0,A,N
8767,44.0,32.0,D,Y
8768,60.0,6.0,F,Y
8769,39.0,57.0,A,Y
8770,1.0,28.0,F,N
8771,1.0,21.0,C,N
8772,59.0,82.0,C,N
8773,38.0,18.0,D,Y
8774,93.0,76.0,A,N
8775,7.0,56.0,F,N
8776,65.0,51.0,B,N
8777,56.0,69.0,A,N
8778,71.0,56.0,B,N
8779,98.0,1.0,D,N
8780,54.0,30.0,A,N
8781,,,,Y
8782,87.0,87.0,A,N
8783,69.0,30.0,B,N
8784,6.0,17.0,C,N
8785,44.0,48.0,B,N
8786,,,,Y
8787,72.0,54.0,C,N
8788,55.0,72.0,A,N
8789,65.0,53.0,A,N
8790,66.0,59.0,C,N
8791,52.0,41.0,D,N
8792,,,,Y
8793,51.0,19.0,A,Y
8794,4.0,19.0,B,N
8795,65.0,25.0,C,Y
8796,75.0,88.0,A,N
8797,24.0,42.0,D,N
8798,42.0,33.0,C,Y
8799,59.0,61.0,C,N
8800,84.0,5.0,A,N
8801,46.0,26.0,A,N
8802,24.0,39.0,F,Y
8803,7.0,13.0,B,N
8804,77.0,57.0,C,N
8805,11.0,9.0,A,N
8806,77.0,25.0,A,N
8807,80.0,43.0,D,N
8808,31.0,49.0,D,N
8809,,,,Y
8810,39.0,30.0,D,N
8811,60.0,61.0,C,N
8812,9.0,17.0,F,Y
8813,74.0,39.0,C,N
8814,47.0,62.0,A,N
8815,33.0,66.0,F,Y
8816,97.0,62.0,F,N
8817,59.0,31.0,D,N
8818,41.0,39.0,C,N
8819,61.0,26.0,C,N
8820,52.0,48.0,D,N
8821,33.0,42.0,B,Y
8822,3.0,33.0,A,N
8823,8.0,27.0,B,N
8824,1.0,28.0,B,N
8825,12.0,31.0,C,N
8826,12.0,36.0,D,Y
8827,25.0,33.0,D,N
8828,51.0,64.0,F,N
8829,90.0,95.0,C,N
8830,39.0,18.0,A,N
8831,86.0,47.0,B,Y
8832,46.0,14.0,F,Y
8833,,,,Y
8834,41.0,76.0,A,N
8835,26.0,43.0,C,N
8836,,,,Y
8837,60.0,27.0,D,N
8838,,,,Y
8839,16.0,15.0,F,N
8840,31.0,3.0,F,Y
8841,36.0,34.0,F,N
8842,25.0,97.0,B,N
8843,39.0,22.0,F,N
8844,99.0,66.0,C,N
8845,5.0,25.0,F,Y
8846,49.0,86.0,C,N
8847,53.0,46.0,A,N
8848,94.0,27.0,A,N
8849,80.0,0.0,C,Y
8850,66.0,47.0,A,N
8851,82.0,25.0,C,N
8852,5.0,33.0,B,N
8853,76.0,98.0,A,N
8854,87.0,63.0,B,N
8855,47.0,53.0,F,N
8856,15.0,44.0,A,Y
8857,86.0,82.0,B,Y
8858,75.0,49.0,A,Y
8859,56.0,36.0,B,N
8860,54.0,84.0,F,Y
8861,9.0,23.0,B,N
8862,48.0,40.0,D,N
8863,52.0,34.0,A,N
8864,72.0,72.0,F,Y
8865,37.0,50.0,D,N
8866,2.0,44.0,A,N
8867,67.0,54.0,F,Y
8868,72.0,54.0,A,N
8869,79.0,34.0,B,N
8870,50.0,2.0,D,N
8871,45.0,44.0,B,N
8872,59.0,33.0,D,N
8873,,,,Y
8874,48.0,95.0,A,N
8875,97.0,63.0,A,N
8876,26.0,33.0,B,Y
8877,2.0,28.0,A,N
8878,76.0,37.0,C,Y
8879,17.0,7.0,A,Y
8880,48.0,24.0,F,Y
8881,3.0,15.0,D,Y
8882,92.0,56.0,A,N
8883,51.0,53.0,D,N
8884,70.0,33.0,C,N
8885,26.0,48.0,A,Y
8886,75.0,55.0,B,N
8887,64.0,44.0,B,N
8888,,,,Y
8889,56.0,17.0,D,N
8890,72.0,17.0,A,Y
8891,59.0,10.0,F,Y
8892,37.0,38.0,F,N
8893,79.0,24.0,A,Y
8894,18.0,28.0,A,Y
8895,50.0,64.0,B,N
8896,,,,Y
8897,46.0,49.0,C,N
8898,49.0,38.0,D,N
8899,66.0,54.0,A,N
8900,50.0,30.0,D,N
8901,52.0,13.0,A,N
8902,10.0,16.0,F,Y
8903,,,,Y
8904,8.0,40.0,D,N
8905,28.0,10.0,D,Y
8906,82.0,3.0,A,N
8907,57.0,16.0,F,Y
8908,5.0,44.0,F,Y
8909,37.0,34.0,B,N
8910,13.0,8.0,C,Y
8911,26.0,42.0,D,Y
8912,72.0,70.0,B,N
8913,5.0,34.0,D,N
8914,63.0,69.0,F,Y
8915,56.0,64.0,F,Y
8916,14.0,32.0,D,Y
8917,11.0,67.0,C,Y
8918,54.0,44.0,C,N
8919,7.0,41.0,D,N
8920,78.0,1.0,A,N
8921,49.0,53.0,C,N
8922,23.0,42.0,B,N
8923,85.0,34.0,A,N
8924,53.0,78.0,C,N
8925,84.0,98.0,B,N
8926,42.0,86.0,A,N
8927,13.0,15.0,B,N
8928,53.0,7.0,A,Y
8929,25.0,71.0,A,Y
8930,4.0,54.0,C,N
8931,67.0,60.0,A,N
8932,79.0,1.0,A,N
8933,44.0,46.0,D,N
8934,,,,Y
8935,55.0,24.0,D,Y
8936,68.0,7.0,D,Y
8937,41.0,98.0,A,N
8938,30.0,0.0,F,Y
8939,81.0,65.0,A,N
8940,8.0,98.0,B,N
8941,51.0,66.0,D,N
8942,48.0,97.0,A,N
8943,95.0,52.0,D,N
8944,92.0,39.0,F,N
8945,39.0,43.0,D,Y
8946,,,,Y
8947,75.0,25.0,C,N
8948,51.0,38.0,D,Y
8949,70.0,80.0,B,Y
8950,86.0,5.0,A,Y
8951,30.0,48.0,B,N
8952,48.0,48.0,F,Y
8953,85.0,25.0,C,N
8954,6.0,19.0,D,N
8955,72.0,41.0,A,N
8956,73.0,47.0,B,Y
8957,28.0,56.0,D,Y
8958,8.0,17.0,B,N
8959,1.0,73.0,F,N
8960,2.0,37.0,D,N
8961,76.0,15.0,F,Y
8962,37.0,40.0,C,N
8963,13.0,27.0,A,Y
8964,23.0,48.0,F,N
8965,4.0,4.0,F,Y
8966,54.0,54.0,D,N
8967,47.0,50.0,B,Y
8968,64.0,40.0,C,N
8969,10.0,55.0,F,Y
8970,40.0,8.0,D,Y
8971,42.0,38.0,B,N
8972,86.0,36.0,D,N
8973,30.0,29.0,F,N
8974,46.0,41.0,D,N
8975,67.0,5.0,B,Y
8976,60.0,11.0,D,Y
8977,29.0,30.0,F,Y
8978,57.0,81.0,B,N
8979,94.0,29.0,A,N
8980,67.0,56.0,A,N
8981,,,,Y
8982,12.0,31.0,A,Y
8983,62.0,25.0,A,N
8984,54.0,26.0,C,Y
8985,8.0,79.0,B,Y
8986,25.0,11.0,F,Y
8987,84.0,56.0,B,N
8988,69.0,25.0,B,N
8989,7.0,25.0,F,Y
8990,,,,Y
8991,6.0,7.0,D,Y
8992,62.0,32.0,A,N
8993,42.0,33.0,D,N
8994,68.0,70.0,C,N
8995,,,,Y
8996,59.0,77.0,B,N
8997,49.0,31.0,F,Y
8998,58.0,16.0,F,N
8999,62.0,27.0,C,N
9000,48.0,33.0,B,N
9001,40.0,41.0,B,N
9002,55.0,37.0,C,N
9003,55.0,28.0,D,Y
9004,64.0,60.0,B,N
9005,58.0,47.0,B,N
9006,0.0,41.0,F,Y
9007,82.0,79.0,A,Y
9008,,,,Y
9009,27.0,40.0,B,N
9010,92.0,50.0,B,N
9011,59.0,62.0,B,N
9012,1.0,25.0,B,N
9013,27.0,48.0,D,N
9014,39.0,56.0,B,Y
9015,98.0,14.0,F,N
9016,81.0,17.0,D,N
9017,80.0,26.0,A,Y
9018,29.0,15.0,F,N
9019,2.0,12.0,B,Y
9020,90.0,77.0,B,N
9021,46.0,37.0,D,N
9022,73.0,32.0,C,N
9023,24.0,97.0,D,N
9024,77.0,27.0,A,Y
9025,19.0,61.0,D,Y
9026,58.0,30.0,A,N
9027,66.0,39.0,A,Y
9028,5.0,87.0,C,Y
9029,29.0,34.0,F,Y
9030,,,,Y
9031,38.0,12.0,C,Y
9032,95.0,23.0,C,N
9033,78.0,21.0,F,Y
9034,80.0,64.0,C,N
9035,84.0,70.0,B,N
9036,83.0,33.0,F,Y
9037,72.0,72.0,B,N
9038,,,,Y
9039,80.0,0.0,A,Y
9040,57.0,21.0,D,Y
9041,61.0,15.0,F,Y
9042,53.0,48.0,B,N
9043,43.0,20.0,F,Y
9044,70.0,40.0,C,N
9045,,,,Y
9046,39.0,50.0,B,N
9047,,,,Y
9048,3.0,56.0,F,N
9049,23.0,51.0,D,N
9050,3.0,36.0,C,N
9051,56.0,54.0,B,N
9052,73.0,80.0,F,N
9053,54.0,34.0,C,N
9054,49.0,81.0,A,N
9055,34.0,50.0,B,N
9056,26.0,43.0,F,Y
9057,46.0,30.0,D,N
9058,,,,Y
9059,15.0,9.0,F,Y
9060,62.0,6.0,D,Y
9061,39.0,38.0,D,N
9062,74.0,44.0,B,N
9063,68.0,55.0,A,N
9064,6.0,30.0,B,N
9065,10.0,26.0,D,N
9066,3.0,51.0,A,N
9067,86.0,76.0,C,N
9068,30.0,33.0,D,N
9069,42.0,42.0,B,N
9070,6.0,86.0,C,N
9071,64.0,98.0,D,N
9072,8.0,52.0,D,N
9073,32.0,7.0,D,Y
9074,31.0,45.0,C,N
9075,3.0,20.0,B,Y
9076,86.0,41.0,A,N
9077,10.0,48.0,F,N
9078,68.0,90.0,D,N
9079,71.0,21.0,D,N
9080,65.0,37.0,A,N
9081,31.0,95.0,D,Y
9082,65.0,35.0,A,N
9083,46.0,13.0,F,Y
9084,20.0,3.0,A,N
9085,85.0,82.0,A,N
9086,86.0,34.0,F,N
9087,80.0,81.0,F,N
9088,31.0,38.0,C,Y
9089,6.0,9.0,D,N
9090,5.0,50.0,B,N
9091,55.0,36.0,F,N
9092,30.0,48.0,D,N
9093,66.0,20.0,A,N
9094,24.0,80.0,D,N
9095,28.0,14.0,F,Y
9096,37.0,25.0,F,Y
9097,,,,Y
9098,40.0,35.0,C,N
9099,57.0,35.0,F,N
9100,18.0,26.0,C,Y
9101,75.0,61.0,B,N
9102,,,,Y
9103,69.0,36.0,A,N
9104,42.0,17.0,A,N
9105,19.0,28.0,B,N
9106,70.0,24.0,D,N
9107,9.0,10.0,F,N
9108,79.0,1.0,B,Y
9109,88.0,25.0,C,N
9110,42.0,12.0,D,Y
9111,12.0,21.0,C,N
9112,,,,Y
9113,4.0,13.0,A,N
9114,,,,Y
9115,69.0,57.0,B,N
9116,31.0,56.0,D,Y
9117,63.0,60.0,B,Y
9118,52.0,40.0,D,N
9119,1.0,47.0,D,N
9120,,,,Y
9121,51.0,38.0,D,N
9122,,,,Y
9123,75.0,52.0,F,N
9124,33.0,41.0,B,N
9125,8.0,22.0,B,N
9126,8.0,7.0,C,N
9127,5.0,30.0,B,N
9128,,,,Y
9129,87.0,8.0,D,N
9130,,,,Y
9131,7.0,36.0,F,N
9132,31.0,45.0,D,N
9133,31.0,75.0,D,Y
9134,67.0,79.0,D,N
9135,50.0,40.0,B,N
9136,1.0,48.0,D,N
9137,62.0,29.0,A,Y
9138,13.0,55.0,D,N
9139,40.0,33.0,D,N
9140,69.0,43.0,C,N
9141,29.0,34.0,C,N
9142,69.0,58.0,A,Y
9143,25.0,53.0,B,N
9144,75.0,57.0,A,N
9145,42.0,32.0,B,N
9146,46.0,24.0,D,N
9147,44.0,79.0,D,N
9148,89.0,59.0,D,N
9149,85.0,44.0,A,Y
9150,56.0,44.0,D,N
9151,33.0,18.0,F,Y
9152,,,,Y
9153,29.0,3.0,B,Y
9154,30.0,51.0,B,Y
9155,12.0,34.0,D,N
9156,4.0,79.0,D,Y
9157,42.0,52.0,A,N
9158,10.0,38.0,F,N
9159,29.0,7.0,D,Y
9160,54.0,82.0,A,Y
9161,51.0,66.0,F,Y
9162,59.0,33.0,C,N
9163,5.0,34.0,A,N
9164,58.0,24.0,D,N
9165,4.0,43.0,C,N
9166,50.0,55.0,A,N
9167,60.0,97.0,D,N
9168,96.0,24.0,D,N
9169,66.0,64.0,A,N
9170,40.0,40.0,F,Y
9171,1.0,23.0,C,N
9172,92.0,69.0,B,N
9173,12.0,53.0,A,N
9174,,,,Y
9175,34.0,45.0,D,Y
9176,0.0,51.0,B,Y
9177,38.0,24.0,F,Y
9178,6.0,36.0,A,N
9179,31.0,52.0,D,N
9180,76.0,31.0,F,Y
9181,43.0,7.0,F,Y
9182,5.0,18.0,C,N
9183,7.0,92.0,F,Y
9184,9.0,42.0,A,N
9185,,,,Y
9186,28.0,43.0,D,N
9187,68.0,60.0,A,N
9188,45.0,54.0,B,N
9189,43.0,36.0,D,N
9190,73.0,2.0,B,N
9191,59.0,34.0,D,N
9192,,,,Y
9193,79.0,29.0,C,N
9194,73.0,89.0,A,N
9195,28.0,21.0,A,Y
9196,30.0,44.0,D,N
9197,,,,Y
9198,67.0,57.0,D,Y
9199,92.0,51.0,C,N
9200,36.0,19.0,B,N
9201,47.0,45.0,D,N
9202,76.0,67.0,B,N
9203,50.0,50.0,A,N
9204,49.0,22.0,A,N
9205,66.0,39.0,B,N
9206,52.0,49.0,A,N
9207,43.0,16.0,F,Y
9208,55.0,25.0,F,N
9209,51.0,64.0,F,Y
9210,92.0,20.0,F,N
9211,,,,Y
9212,82.0,66.0,B,Y
9213,22.0,33.0,D,N
9214,71.0,21.0,C,N
9215,56.0,44.0,B,N
9216,20.0,3.0,D,N
9217,1.0,48.0,D,N
9218,62.0,4.0,A,Y
9219,11.0,8.0,C,N
9220,20.0,36.0,C,N
9221,14.0,42.0,F,N
9222,70.0,64.0,F,Y
9223,65.0,28.0,F,Y
9224,92.0,26.0,A,N
9225,,,,Y
9226,66.0,39.0,B,N
9227,48.0,75.0,C,Y
9228,76.0,23.0,A,N
9229,64.0,34.0,A,N
9230,93.0,46.0,D,N
9231,7.0,17.0,D,N
9232,30.0,18.0,D,Y
9233,47.0,36.0,F,N
9234,3.0,12.0,A,N
9235,37.0,41.0,A,Y
9236,83.0,33.0,B,Y
9237,,,,Y
9238,59.0,44.0,D,N
9239,71.0,55.0,A,N
9240,29.0,71.0,D,Y
9241,90.0,39.0,B,N
9242,64.0,83.0,A,N
9243,11.0,26.0,D,N
9244,87.0,89.0,A,N
9245,5.0,23.0,D,N
9246,2.0,20.0,A,N
9247,81.0,77.0,D,N
9248,12.0,42.0,D,N
9249,21.0,52.0,C,N
9250,93.0,69.0,F,N
9251,93.0,34.0,C,N
9252,49.0,38.0,F,N
9253,51.0,81.0,A,N
9254,61.0,23.0,A,N
9255,94.0,45.0,A,N
9256,56.0,24.0,F,Y
9257,67.0,42.0,A,N
9258,11.0,50.0,C,N
9259,41.0,33.0,D,N
9260,33.0,97.0,A,Y
9261,0.0,7.0,F,Y
9262,,,,Y
9263,55.0,44.0,F,N
9264,45.0,81.0,A,N
9265,,,,Y
9266,49.0,67.0,C,Y
9267,90.0,42.0,B,N
9268,33.0,47.0,F,Y
9269,28.0,2.0,F,Y
9270,64.0,58.0,A,N
9271,65.0,22.0,F,Y
9272,58.0,51.0,B,Y
9273,90.0,50.0,D,N
9274,91.0,58.0,C,N
9275,17.0,11.0,C,Y
9276,,,,Y
9277,93.0,50.0,C,N
9278,83.0,54.0,B,N
9279,52.0,67.0,B,N
9280,14.0,18.0,C,Y
9281,88.0,28.0,F,Y
9282,5.0,5.0,B,Y
9283,5.0,45.0,B,N
9284,55.0,25.0,B,N
9285,51.0,78.0,A,N
9286,37.0,37.0,F,Y
9287,60.0,65.0,B,N
9288,29.0,39.0,D,N
9289,3.0,46.0,A,N
9290,43.0,32.0,D,N
9291,42.0,8.0,B,Y
9292,3.0,23.0,B,N
9293,9.0,37.0,F,N
9294,13.0,55.0,F,Y
9295,57.0,40.0,D,N
9296,,,,Y
9297,28.0,22.0,A,Y
9298,87.0,86.0,C,Y
9299,31.0,26.0,F,Y
9300,46.0,47.0,F,N
9301,7.0,37.0,F,N
9302,47.0,6.0,D,Y
9303,,,,Y
9304,,,,Y
9305,5.0,23.0,F,N
9306,4.0,23.0,D,N
9307,87.0,59.0,D,Y
9308,21.0,65.0,B,Y
9309,22.0,49.0,D,N
9310,13.0,16.0,B,N
9311,,,,Y
9312,38.0,37.0,D,N
9313,1.0,38.0,B,N
9314,63.0,44.0,B,Y
9315,,,,Y
9316,41.0,30.0,A,N
9317,19.0,19.0,B,Y
9318,1.0,27.0,F,N
9319,29.0,36.0,D,N
9320,90.0,50.0,A,N
9321,,,,Y
9322,37.0,30.0,C,Y
9323,85.0,27.0,A,N
9324,10.0,38.0,A,N
9325,46.0,23.0,A,N
9326,60.0,24.0,A,N
9327,46.0,66.0,D,N
9328,74.0,40.0,C,Y
9329,94.0,25.0,A,N
9330,47.0,10.0,A,Y
9331,93.0,48.0,B,N
9332,9.0,80.0,C,Y
9333,11.0,20.0,F,N
9334,25.0,64.0,D,Y
9335,8.0,54.0,B,Y
9336,98.0,42.0,F,N
9337,67.0,51.0,A,N
9338,1.0,41.0,B,N
9339,39.0,14.0,F,Y
9340,50.0,52.0,F,N
9341,81.0,57.0,B,N
9342,88.0,48.0,C,N
9343,,,,Y
9344,56.0,24.0,F,Y
9345,,,,Y
9346,26.0,44.0,D,Y
9347,19.0,48.0,F,Y
9348,31.0,14.0,D,Y
9349,36.0,33.0,F,N
9350,16.0,12.0,B,Y
9351,48.0,74.0,F,Y
9352,32.0,16.0,F,Y
9353,38.0,36.0,B,Y
9354,55.0,56.0,B,N
9355,51.0,66.0,D,Y
9356,21.0,97.0,C,N
9357,85.0,31.0,D,N
9358,80.0,70.0,D,Y
9359,86.0,58.0,C,Y
9360,9.0,57.0,D,N
9361,76.0,37.0,F,N
9362,14.0,58.0,A,Y
9363,29.0,6.0,F,Y
9364,79.0,52.0,C,N
9365,99.0,58.0,B,N
9366,8.0,79.0,A,N
9367,78.0,65.0,A,Y
9368,5.0,27.0,B,N
9369,,,,Y
9370,66.0,60.0,C,N
9371,69.0,50.0,F,N
9372,40.0,69.0,F,Y
9373,54.0,50.0,C,N
9374,10.0,62.0,B,Y
9375,70.0,74.0,B,N
9376,,,,Y
9377,1.0,53.0,C,N
9378,97.0,25.0,B,N
9379,31.0,59.0,D,Y
9380,50.0,43.0,D,N
9381,15.0,19.0,A,N
9382,79.0,30.0,C,N
9383,38.0,32.0,C,N
9384,11.0,40.0,C,N
9385,,,,Y
9386,21.0,29.0,B,Y
9387,,,,Y
9388,59.0,32.0,C,Y
9389,5.0,51.0,C,N
9390,3.0,30.0,C,N
9391,48.0,48.0,C,N
9392,30.0,56.0,B,Y
9393,36.0,34.0,F,N
9394,,,,Y
9395,40.0,42.0,C,N
9396,90.0,23.0,B,N
9397,,,,Y
9398,66.0,36.0,F,N
9399,9.0,39.0,B,N
9400,49.0,32.0,D,N
9401,50.0,53.0,D,N
9402,40.0,62.0,A,Y
9403,31.0,35.0,D,N
9404,52.0,38.0,D,N
9405,84.0,24.0,D,Y
9406,13.0,21.0,C,N
9407,56.0,57.0,D,Y
9408,6.0,83.0,D,N
9409,58.0,90.0,B,N
9410,75.0,31.0,D,N
9411,87.0,55.0,B,N
9412,58.0,22.0,F,N
9413,60.0,55.0,B,N
9414,48.0,17.0,C,Y
9415,66.0,43.0,C,N
9416,22.0,33.0,D,N
9417,88.0,34.0,C,N
9418,23.0,53.0,F,N
9419,56.0,72.0,A,N
9420,61.0,7.0,A,N
9421,98.0,22.0,C,Y
9422,81.0,67.0,D,N
9423,79.0,91.0,D,N
9424,9.0,29.0,F,N
9425,11.0,37.0,D,N
9426,40.0,70.0,A,N
9427,11.0,57.0,B,N
9428,62.0,44.0,C,Y
9429,56.0,85.0,F,N
9430,87.0,10.0,A,Y
9431,51.0,61.0,F,N
9432,30.0,64.0,C,N
9433,23.0,48.0,B,Y
9434,45.0,31.0,F,N
9435,75.0,29.0,C,N
9436,4.0,24.0,A,N
9437,73.0,20.0,A,N
9438,,,,Y
9439,34.0,78.0,A,Y
9440,89.0,45.0,A,N
9441,5.0,20.0,C,N
9442,99.0,56.0,A,N
9443,78.0,92.0,D,N
9444,85.0,2.0,C,N
9445,5.0,29.0,F,Y
9446,50.0,71.0,B,N
9447,75.0,46.0,A,Y
9448,8.0,42.0,C,N
9449,79.0,5.0,B,N
9450,97.0,40.0,A,N
9451,95.0,69.0,A,N
9452,,,,Y
9453,11.0,47.0,D,N
9454,75.0,50.0,D,N
9455,57.0,35.0,A,N
9456,79.0,29.0,A,N
9457,54.0,46.0,C,N
9458,95.0,45.0,D,N
9459,58.0,10.0,F,N
9460,39.0,37.0,F,N
9461,41.0,39.0,F,Y
9462,3.0,9.0,A,N
9463,68.0,21.0,A,N
9464,30.0,11.0,B,Y
9465,,,,Y
9466,85.0,28.0,F,N
9467,59.0,46.0,F,Y
9468,54.0,47.0,D,N
9469,55.0,44.0,D,N
9470,42.0,40.0,C,N
9471,52.0,9.0,D,Y
9472,1.0,22.0,B,N
9473,76.0,56.0,B,Y
9474,78.0,62.0,B,N
9475,61.0,11.0,F,Y
9476,55.0,9.0,F,Y
9477,47.0,81.0,D,N
9478,51.0,43.0,F,N
9479,,,,Y
9480,49.0,35.0,F,N
9481,30.0,41.0,D,Y
9482,48.0,34.0,A,Y
9483,,,,Y
9484,87.0,11.0,B,N
9485,74.0,28.0,C,N
9486,25.0,36.0,B,N
9487,56.0,41.0,B,N
9488,1.0,41.0,F,N
9489,4.0,14.0,C,N
9490,89.0,58.0,F,Y
9491,96.0,75.0,C,N
9492,1.0,29.0,A,N
9493,,,,Y
9494,95.0,37.0,D,N
9495,62.0,83.0,A,N
9496,59.0,25.0,C,Y
9497,1.0,43.0,B,N
9498,86.0,9.0,D,Y
9499,5.0,32.0,A,N
9500,2.0,57.0,C,N
9501,59.0,0.0,F,Y
9502,40.0,43.0,D,N
9503,67.0,74.0,A,N
9504,1.0,25.0,F,N
9505,65.0,12.0,A,N
9506,47.0,23.0,F,Y
9507,47.0,40.0,D,N
9508,57.0,10.0,D,Y
9509,33.0,27.0,B,Y
9510,40.0,48.0,D,N
9511,13.0,29.0,D,N
9512,2.0,56.0,F,N
9513,56.0,47.0,D,N
9514,28.0,8.0,F,Y
9515,74.0,81.0,D,N
9516,83.0,34.0,B,N
9517,36.0,51.0,D,N
9518,90.0,51.0,A,N
9519,60.0,62.0,A,N
9520,66.0,67.0,F,N
9521,57.0,47.0,C,N
9522,55.0,47.0,D,N
9523,17.0,57.0,A,Y
9524,31.0,52.0,D,N
9525,69.0,88.0,A,N
9526,71.0,20.0,A,N
9527,78.0,4.0,A,N
9528,93.0,39.0,A,N
9529,10.0,13.0,A,N
9530,37.0,5.0,F,Y
9531,10.0,54.0,D,N
9532,42.0,83.0,A,N
9533,61.0,15.0,A,N
9534,23.0,47.0,D,N
9535,99.0,33.0,B,N
9536,48.0,18.0,D,Y
9537,31.0,59.0,F,Y
9538,69.0,9.0,F,Y
9539,51.0,33.0,F,Y
9540,46.0,49.0,C,N
9541,,,,Y
9542,82.0,91.0,B,N
9543,13.0,13.0,F,N
9544,24.0,50.0,D,N
9545,76.0,7.0,B,N
9546,78.0,66.0,B,N
9547,53.0,99.0,D,Y
9548,1.0,1.0,F,Y
9549,50.0,40.0,D,N
9550,73.0,36.0,D,Y
9551,43.0,9.0,D,N
9552,50.0,51.0,D,N
9553,92.0,54.0,B,N
9554,58.0,31.0,C,N
9555,60.0,6.0,D,Y
9556,61.0,21.0,C,N
9557,17.0,45.0,F,Y
9558,32.0,64.0,B,Y
9559,45.0,35.0,B,N
9560,26.0,49.0,D,N
9561,82.0,79.0,C,N
9562,1.0,42.0,C,N
9563,16.0,28.0,F,Y
9564,52.0,37.0,D,N
9565,48.0,14.0,F,Y
9566,40.0,89.0,D,Y
9567,81.0,72.0,B,N
9568,9.0,20.0,C,N
9569,13.0,21.0,D,N
9570,84.0,55.0,D,N
9571,13.0,52.0,F,N
9572,90.0,98.0,D,N
9573,51.0,45.0,D,N
9574,82.0,20.0,C,Y
9575,33.0,40.0,D,N
9576,21.0,84.0,D,N
9577,12.0,47.0,A,Y
9578,,,,Y
9579,76.0,65.0,D,N
9580,38.0,19.0,D,Y
9581,7.0,11.0,A,N
9582,86.0,56.0,B,N
9583,45.0,36.0,D,N
9584,12.0,72.0,D,N
9585,77.0,25.0,A,N
9586,60.0,34.0,F,N
9587,56.0,46.0,D,Y
9588,45.0,30.0,D,N
9589,43.0,84.0,F,N
9590,30.0,99.0,F,N
9591,12.0,6.0,A,N
