,External,Year,session 1,session 2,test 1,dropout
9215,N,third,86,91,A,N
9216,N,third,48,59,C,N
9217,N,third,9,13,A,N
9218,Y,first,31,65,B,Y
9219,N,third,8,15,B,N
9220,N,first,4,5,D,N
9221,N,second,12,1,F,N
9222,Y,first,30,59,C,Y
9223,N,second,81,51,A,Y
9224,Y,third,46,76,C,N
9225,N,third,7,16,F,Y
9226,Y,third,43,63,F,N
9227,N,third,41,53,D,Y
9228,N,second,78,36,A,N
9229,Y,third,59,75,F,N
9230,Y,third,10,97,A,N
9231,N,third,1,15,F,N
9232,Y,second,58,31,B,Y
9233,N,second,5,25,D,N
9234,N,third,6,14,A,N
9235,Y,second,66,78,D,Y
9236,Y,first,77,64,D,Y
9237,Y,third,29,53,C,Y
9238,N,third,19,23,F,N
9239,Y,third,27,68,C,N
9240,N,second,56,68,B,Y
9241,Y,third,45,76,B,N
9242,N,second,62,89,A,N
9243,N,third,5,10,A,N
9244,Y,third,94,93,A,N
9245,N,third,9,4,A,N
9246,N,third,9,13,A,N
9247,N,third,69,79,A,N
9248,N,second,2,9,B,N
9249,N,second,6,19,F,N
9250,Y,second,29,40,A,N
9251,N,third,81,77,C,N
9252,N,second,18,9,D,N
9253,Y,third,69,77,C,N
9254,Y,second,58,87,F,N
9255,Y,third,51,53,C,N
9256,Y,first,57,22,D,Y
9257,Y,third,58,0,A,N
9258,N,third,8,14,B,N
9259,Y,second,17,21,D,N
9260,Y,first,27,59,A,Y
9261,Y,second,39,39,A,Y
9262,Y,first,16,6,C,Y
9263,Y,second,5,14,D,N
9264,Y,second,87,50,A,N
9265,Y,third,6,2,F,Y
9266,Y,first,40,31,D,Y
9267,Y,first,62,39,A,N
9268,N,third,59,15,C,Y
9269,Y,second,58,37,B,Y
9270,N,second,63,97,D,N
9271,Y,first,48,56,D,Y
9272,Y,first,58,30,A,Y
9273,Y,second,14,91,A,N
9274,Y,third,42,63,F,N
9275,Y,first,30,49,B,Y
9276,N,third,21,35,B,Y
9277,N,first,94,97,B,N
9278,Y,second,81,41,D,N
9279,Y,third,72,75,D,N
9280,Y,second,48,40,A,Y
9281,N,third,36,51,D,Y
9282,Y,first,56,22,F,Y
9283,N,third,4,16,B,N
9284,Y,second,12,67,B,N
9285,N,second,5,7,F,N
9286,Y,first,41,54,A,Y
9287,Y,third,32,76,F,N
9288,N,first,17,26,D,N
9289,N,third,9,13,A,N
9290,N,first,12,8,D,N
9291,Y,third,17,78,B,Y
9292,N,third,5,16,A,N
9293,N,second,1,4,F,N
9294,Y,third,27,43,B,Y
9295,N,second,15,12,D,N
9296,Y,third,16,54,F,Y
9297,Y,first,73,37,B,Y
9298,N,third,24,60,D,Y
9299,Y,second,33,44,B,Y
9300,N,first,9,24,D,N
9301,N,third,7,9,A,N
9302,Y,second,83,39,D,Y
9303,Y,first,3,11,F,Y
9304,Y,third,1,15,F,Y
9305,Y,third,2,1,A,N
9306,N,second,1,8,F,N
9307,Y,third,66,75,A,Y
9308,Y,third,61,80,B,Y
9309,Y,third,5,8,D,N
9310,N,third,1,7,A,N
9311,Y,third,10,23,B,Y
9312,N,first,17,9,F,N
9313,N,third,5,16,A,N
9314,Y,third,29,41,B,Y
9315,Y,first,27,41,D,Y
9316,Y,first,81,67,B,N
9317,Y,third,57,51,B,Y
9318,Y,third,7,8,A,N
9319,N,third,87,18,B,N
9320,Y,second,20,79,A,N
9321,Y,third,27,15,D,Y
9322,Y,first,9,48,A,Y
9323,Y,third,22,53,F,N
9324,Y,third,2,2,A,N
9325,Y,second,46,84,D,N
9326,Y,first,10,38,D,N
9327,N,third,76,95,A,N
9328,Y,second,60,28,D,Y
9329,Y,third,33,68,C,N
9330,Y,first,17,36,A,Y
9331,Y,third,40,56,C,N
9332,Y,first,80,98,A,Y
9333,Y,third,3,5,F,N
9334,Y,second,96,52,A,Y
9335,Y,first,30,51,C,Y
9336,N,second,71,10,B,N
9337,Y,third,74,52,F,N
9338,Y,second,7,9,F,N
9339,Y,third,51,59,C,Y
9340,Y,second,72,63,A,N
9341,Y,second,29,76,D,N
9342,Y,third,62,73,A,N
9343,N,second,6,16,B,Y
9344,Y,third,59,46,B,Y
9345,Y,first,25,55,D,Y
9346,Y,second,9,64,F,Y
9347,Y,first,21,50,D,Y
9348,Y,first,51,40,B,Y
9349,Y,first,13,20,F,N
9350,Y,third,66,46,D,Y
9351,Y,second,95,3,A,Y
9352,Y,second,57,50,A,Y
9353,Y,first,49,92,B,Y
9354,Y,third,47,51,B,N
9355,Y,first,22,71,B,Y
9356,Y,first,1,88,D,N
9357,Y,third,33,59,F,N
9358,N,second,25,54,D,Y
9359,Y,third,37,14,A,Y
9360,N,second,8,6,F,N
9361,Y,second,47,61,B,N
9362,Y,third,44,12,A,Y
9363,Y,first,50,45,D,Y
9364,N,third,86,35,A,N
9365,Y,third,94,66,B,N
9366,Y,second,62,88,C,N
9367,Y,third,51,43,D,Y
9368,N,third,3,7,A,N
9369,N,third,1,26,F,Y
9370,Y,first,5,16,F,N
9371,Y,third,84,87,F,N
9372,Y,first,5,13,B,Y
9373,Y,third,26,2,D,N
9374,Y,first,79,16,D,Y
9375,Y,third,53,70,B,N
9376,Y,third,19,16,B,Y
9377,N,second,3,5,A,N
9378,Y,third,48,67,F,N
9379,N,third,58,83,A,Y
9380,Y,third,18,14,F,N
9381,Y,second,46,5,F,N
9382,Y,first,14,67,F,N
9383,N,first,4,28,F,N
9384,Y,third,6,16,A,N
9385,Y,third,12,41,D,Y
9386,Y,third,11,44,D,Y
9387,Y,first,28,36,B,Y
9388,N,third,18,29,A,Y
9389,N,third,8,8,B,N
9390,N,third,6,5,F,N
9391,N,first,5,7,D,N
9392,Y,first,14,13,A,Y
9393,N,second,6,7,F,N
9394,Y,third,15,15,F,Y
9395,Y,first,6,9,F,N
9396,Y,first,43,62,A,N
9397,Y,first,10,13,F,Y
9398,N,third,70,35,A,N
9399,Y,third,3,10,A,N
9400,N,first,18,20,D,N
9401,N,third,8,10,D,N
9402,Y,first,48,14,A,Y
9403,Y,third,7,1,F,N
9404,Y,second,19,2,F,N
9405,Y,first,85,76,A,Y
9406,N,third,1,8,A,N
9407,N,third,62,94,C,Y
9408,Y,second,3,93,B,N
9409,Y,second,81,21,B,N
9410,Y,third,14,63,B,N
9411,Y,third,70,60,A,N
9412,Y,third,65,76,D,N
9413,Y,third,35,68,A,N
9414,Y,first,91,53,B,Y
9415,Y,third,65,53,B,N
9416,N,second,18,13,D,N
9417,Y,second,24,63,A,N
9418,N,first,7,28,F,N
9419,Y,third,29,74,A,N
9420,N,second,81,50,C,N
9421,N,third,83,2,F,Y
9422,N,third,95,95,B,N
9423,N,third,89,69,C,N
9424,N,third,1,7,A,N
9425,N,third,9,7,B,N
9426,N,second,99,96,A,N
9427,Y,second,6,14,A,N
9428,Y,third,53,19,A,Y
9429,Y,third,22,72,D,N
9430,N,second,86,10,F,Y
9431,N,first,68,51,A,N
9432,Y,third,77,84,B,N
9433,Y,first,32,97,D,Y
9434,Y,first,7,4,D,N
9435,N,second,13,26,F,N
9436,N,third,1,3,F,N
9437,Y,third,13,58,F,N
9438,Y,third,12,31,F,Y
9439,Y,second,88,17,A,Y
9440,N,third,95,73,F,N
9441,N,third,5,14,B,N
9442,Y,third,33,13,B,N
9443,N,second,86,42,C,N
9444,N,first,67,81,B,N
9445,N,second,60,20,A,Y
9446,Y,first,75,22,B,N
9447,N,second,28,8,B,Y
9448,Y,second,1,7,F,N
9449,Y,third,75,93,A,N
9450,Y,third,63,66,A,N
9451,Y,third,11,67,B,N
9452,Y,second,10,50,D,Y
9453,N,third,1,5,B,N
9454,Y,second,57,68,B,N
9455,Y,third,15,64,F,N
9456,Y,third,90,4,F,N
9457,N,second,2,4,F,N
9458,N,third,57,15,A,N
9459,Y,first,67,84,A,N
9460,Y,third,9,24,D,N
9461,Y,third,20,52,B,Y
9462,N,second,1,5,A,N
9463,Y,third,30,50,A,N
9464,Y,third,20,23,A,Y
9465,Y,first,14,6,F,Y
9466,Y,third,86,30,D,N
9467,Y,third,72,4,A,Y
9468,N,first,11,13,F,N
9469,Y,first,6,27,D,N
9470,N,first,18,28,D,N
9471,Y,third,22,72,A,Y
9472,N,third,9,14,F,N
9473,Y,third,9,67,B,Y
9474,Y,third,44,54,C,N
9475,Y,first,53,30,C,Y
9476,Y,second,56,27,C,Y
9477,N,first,79,62,A,N
9478,N,first,10,27,D,N
9479,N,third,25,20,F,Y
9480,N,first,13,15,D,N
9481,N,third,50,53,C,Y
9482,Y,first,62,74,F,Y
9483,Y,second,17,14,F,Y
9484,N,second,64,74,A,N
9485,Y,first,61,59,B,N
9486,N,second,3,24,F,N
9487,N,first,13,1,F,N
9488,N,second,5,15,F,N
9489,N,second,8,4,B,N
9490,Y,first,10,47,D,Y
9491,Y,third,66,61,F,N
9492,N,third,7,10,F,N
9493,Y,first,19,18,D,Y
9494,Y,second,48,70,B,N
9495,Y,second,60,79,D,N
9496,Y,third,79,29,A,Y
9497,N,third,4,2,B,N
9498,N,third,35,67,C,Y
9499,Y,second,5,6,B,N
9500,N,third,4,9,A,N
9501,Y,third,41,76,D,Y
9502,Y,second,1,1,F,N
9503,Y,third,19,63,B,N
9504,Y,third,8,10,A,N
9505,Y,third,48,4,C,N
9506,Y,third,52,47,B,Y
9507,Y,second,19,2,D,N
9508,Y,first,51,47,B,Y
9509,Y,third,29,7,C,Y
9510,N,second,3,16,D,N
9511,N,third,5,16,A,N
9512,Y,third,6,11,A,N
9513,N,third,7,2,F,N
9514,Y,first,48,41,D,Y
9515,N,second,28,71,C,N
9516,Y,second,72,24,D,N
9517,N,first,2,19,F,N
9518,Y,third,64,47,F,N
9519,Y,third,60,68,B,N
9520,Y,third,62,57,F,N
9521,N,third,18,10,F,N
9522,N,third,17,25,F,N
9523,Y,second,30,30,D,Y
9524,Y,first,85,52,C,N
9525,N,first,62,79,B,N
9526,Y,third,53,71,A,N
9527,Y,third,74,30,A,N
9528,Y,first,65,54,D,N
9529,N,third,6,5,A,N
9530,Y,third,54,55,C,Y
9531,N,third,4,10,A,N
9532,N,first,92,35,A,N
9533,N,third,64,67,B,N
9534,N,second,8,3,F,N
9535,Y,third,19,75,C,N
9536,Y,first,58,24,C,Y
9537,Y,third,48,49,D,Y
9538,Y,second,54,51,D,Y
9539,Y,first,31,90,D,Y
9540,N,second,13,15,D,N
9541,Y,second,3,17,F,Y
9542,Y,third,88,96,F,N
9543,N,second,2,2,A,N
9544,Y,first,13,1,D,N
9545,N,first,18,54,B,N
9546,Y,third,44,68,A,N
9547,N,first,63,88,C,Y
9548,N,third,26,59,B,Y
9549,N,second,12,25,F,N
9550,Y,third,71,79,F,Y
9551,N,first,56,43,B,N
9552,N,third,15,11,D,N
9553,Y,third,33,51,B,N
9554,N,third,10,7,F,N
9555,Y,second,51,53,C,Y
9556,Y,third,41,14,C,N
9557,Y,third,32,58,D,Y
9558,Y,first,60,34,A,Y
9559,N,first,5,3,D,N
9560,N,second,19,13,F,N
9561,Y,first,75,79,B,N
9562,N,third,6,1,B,N
9563,Y,third,61,88,A,Y
9564,N,third,18,10,D,N
9565,Y,first,57,49,C,Y
9566,N,second,91,71,C,Y
9567,Y,first,32,76,C,N
9568,N,third,6,11,F,N
9569,N,third,3,4,A,N
9570,Y,third,32,61,B,N
9571,Y,third,49,40,A,N
9572,Y,first,92,49,C,N
9573,N,first,5,12,D,N
9574,Y,third,40,37,A,Y
9575,N,third,15,22,F,N
9576,N,first,78,91,A,N
9577,Y,second,93,69,A,Y
9578,N,third,14,17,F,Y
9579,N,second,44,49,D,N
9580,Y,third,1,4,A,Y
9581,Y,third,3,15,A,N
9582,Y,first,76,15,F,N
9583,N,first,8,93,F,N
9584,Y,second,7,52,A,N
9585,N,second,81,39,A,N
9586,Y,second,61,34,D,N
9587,N,third,99,66,A,Y
9588,N,first,7,2,F,N
9589,N,third,94,34,A,N
9590,N,second,90,93,B,N
9591,Y,third,78,55,F,N
9592,N,second,73,96,A,N
9593,Y,third,9,8,F,N
9594,Y,third,49,60,A,N
9595,Y,second,7,9,F,N
9596,Y,third,55,63,A,N
9597,Y,first,21,33,D,Y
9598,N,third,17,3,F,N
9599,Y,third,5,12,F,N
9600,Y,third,37,53,F,N
9601,N,third,9,9,A,N
9602,Y,third,29,45,C,Y
9603,Y,third,69,74,A,N
9604,Y,third,24,60,D,N
9605,Y,first,44,81,B,Y
9606,Y,second,56,6,D,N
9607,Y,first,99,54,D,N
9608,Y,first,23,42,D,Y
9609,Y,second,61,76,B,N
9610,N,third,61,69,A,N
9611,N,first,18,7,D,N
9612,N,second,6,5,F,N
9613,Y,third,1,11,F,N
9614,Y,third,51,26,C,Y
9615,N,second,11,20,F,N
9616,N,first,5,20,D,N
9617,Y,third,85,6,F,N
9618,Y,second,41,20,D,N
9619,Y,third,38,69,A,N
9620,N,second,20,39,A,Y
9621,Y,third,36,37,D,Y
9622,N,third,73,53,B,N
9623,N,third,7,15,B,N
9624,Y,third,54,78,F,N
9625,N,second,20,16,D,N
9626,Y,third,4,9,A,N
9627,N,second,18,22,F,N
9628,Y,third,6,10,F,N
9629,N,third,47,68,A,Y
9630,Y,third,96,69,F,Y
9631,Y,third,2,16,F,N
9632,Y,second,42,43,C,Y
9633,Y,third,83,86,A,N
9634,N,third,10,28,B,Y
9635,Y,first,61,53,B,N
9636,Y,first,16,13,B,Y
9637,Y,third,74,77,A,N
9638,Y,first,16,9,F,Y
9639,Y,third,12,39,B,Y
9640,Y,first,15,50,B,N
9641,N,third,6,3,A,N
9642,N,second,19,1,D,N
9643,N,first,2,9,D,N
9644,N,second,11,15,D,N
9645,Y,third,25,98,D,N
9646,Y,third,73,20,A,Y
9647,Y,third,35,37,D,Y
9648,Y,first,95,1,D,N
9649,Y,second,86,11,A,Y
9650,N,second,24,7,F,Y
9651,Y,third,29,77,A,N
9652,N,second,2,18,D,N
9653,Y,second,65,64,A,N
9654,Y,third,31,45,A,N
9655,Y,second,86,79,F,Y
9656,Y,first,14,2,F,N
9657,Y,second,48,37,F,Y
9658,Y,third,23,53,D,Y
9659,Y,first,17,9,A,Y
9660,Y,third,3,18,F,Y
9661,Y,first,97,67,B,Y
9662,Y,first,34,51,F,Y
9663,Y,first,66,35,B,N
9664,Y,third,67,58,D,N
9665,Y,first,83,64,C,N
9666,N,third,9,15,F,N
9667,N,first,6,25,F,N
9668,Y,third,35,71,A,N
9669,Y,first,23,26,B,Y
9670,Y,second,5,16,A,N
9671,Y,first,9,26,D,N
9672,Y,first,27,45,F,Y
9673,Y,first,37,65,D,Y
9674,N,third,8,5,A,N
9675,Y,third,55,89,F,N
9676,Y,first,69,88,D,N
9677,Y,third,27,33,A,Y
9678,N,second,2,13,D,N
9679,Y,third,45,48,A,N
9680,Y,second,12,6,D,N
9681,N,third,3,2,B,N
9682,N,first,5,22,F,N
9683,N,first,16,39,B,N
9684,Y,first,20,50,A,N
9685,Y,third,54,26,B,N
9686,N,second,13,26,F,N
9687,N,third,7,7,F,N
9688,Y,first,25,46,D,Y
9689,Y,third,89,39,F,Y
9690,Y,second,21,50,F,Y
9691,Y,third,42,89,B,N
9692,Y,second,92,39,D,N
9693,N,second,19,12,F,N
9694,Y,third,41,55,F,N
9695,N,third,34,56,C,Y
9696,Y,third,64,77,B,N
9697,Y,third,20,67,D,N
9698,N,third,13,47,B,N
9699,Y,first,65,69,A,N
9700,Y,third,21,12,D,Y
9701,Y,first,42,50,A,N
9702,Y,first,33,38,A,Y
9703,Y,third,24,41,D,Y
9704,Y,first,70,76,B,N
9705,Y,first,43,58,B,Y
9706,N,third,16,3,D,N
9707,Y,second,1,1,D,N
9708,Y,second,9,61,D,Y
9709,N,second,45,66,C,Y
9710,Y,third,51,11,C,N
9711,Y,first,62,41,B,Y
9712,Y,second,22,44,D,Y
9713,Y,second,8,13,F,N
9714,N,second,71,46,D,N
9715,N,first,11,3,D,N
9716,Y,third,6,3,F,Y
9717,Y,third,38,92,C,Y
9718,N,third,9,16,A,N
9719,Y,first,2,2,D,Y
9720,N,third,33,66,B,Y
9721,Y,third,94,97,C,Y
9722,Y,first,93,80,F,Y
9723,Y,second,55,59,B,N
9724,N,third,2,14,A,N
9725,Y,third,28,73,B,N
9726,N,second,7,80,D,N
9727,Y,first,45,74,A,Y
9728,Y,third,67,30,C,N
9729,Y,first,22,55,D,Y
9730,N,second,22,98,A,N
9731,N,third,6,6,A,N
9732,N,third,9,2,A,N
9733,Y,second,41,59,C,N
9734,Y,first,2,11,D,Y
9735,Y,third,21,47,D,Y
9736,Y,first,86,87,B,N
9737,N,first,15,3,D,N
9738,N,third,27,57,B,Y
9739,Y,second,3,26,D,N
9740,Y,third,68,68,B,Y
9741,N,third,48,47,A,Y
9742,Y,first,87,15,D,N
9743,Y,third,48,71,A,N
9744,Y,second,61,67,B,N
9745,Y,first,88,73,A,N
9746,N,second,98,60,A,N
9747,Y,second,55,87,A,N
9748,N,third,12,62,B,N
9749,N,second,9,13,F,N
9750,N,second,11,26,D,N
9751,Y,first,32,27,B,N
9752,Y,third,78,78,D,Y
9753,N,third,8,10,A,N
9754,Y,third,50,92,A,Y
9755,Y,second,0,19,B,Y
9756,N,second,12,42,A,N
9757,N,third,58,51,C,Y
9758,Y,second,76,69,A,Y
9759,Y,second,11,7,D,N
9760,Y,first,20,98,A,Y
9761,N,first,11,16,F,N
9762,Y,third,33,44,F,N
9763,N,third,7,8,A,N
9764,N,second,3,19,F,N
9765,N,third,11,69,A,Y
9766,Y,first,3,9,F,Y
9767,N,third,9,12,A,N
9768,N,third,3,20,F,N
9769,N,second,17,41,C,N
9770,N,third,1,15,A,N
9771,Y,second,86,53,A,N
9772,Y,first,7,3,D,Y
9773,Y,second,16,29,D,N
9774,N,second,33,63,D,Y
9775,Y,first,29,22,C,Y
9776,Y,second,21,42,F,Y
9777,N,first,41,83,F,N
9778,Y,second,8,7,F,N
9779,Y,first,19,57,B,N
9780,N,second,73,83,C,N
9781,Y,third,83,80,A,N
9782,Y,first,64,34,B,N
9783,Y,second,15,21,D,N
9784,N,second,25,14,F,Y
9785,Y,third,84,23,B,N
9786,N,third,13,26,F,Y
9787,Y,third,11,17,A,Y
9788,Y,third,50,66,B,N
9789,Y,third,61,51,A,N
9790,Y,first,8,16,B,Y
9791,Y,first,58,51,B,Y
9792,Y,third,44,64,A,N
9793,N,first,14,26,F,N
9794,N,third,80,74,C,N
9795,Y,second,66,21,B,N
9796,Y,first,29,37,C,Y
9797,Y,second,45,37,D,Y
9798,N,second,10,10,F,N
9799,Y,second,82,95,C,N
9800,N,third,2,3,A,N
9801,Y,third,93,22,D,N
9802,N,second,11,31,F,Y
9803,Y,third,5,7,A,N
9804,Y,second,56,44,B,Y
9805,Y,third,5,9,A,N
9806,Y,first,13,11,F,N
9807,Y,third,72,77,A,N
9808,Y,second,39,53,A,Y
9809,Y,third,4,5,A,N
9810,Y,first,75,53,A,N
9811,Y,second,65,37,A,N
9812,N,second,6,1,A,N
9813,Y,third,59,79,A,N
9814,Y,second,71,55,A,N
9815,Y,third,70,69,A,N
9816,Y,third,23,61,B,N
9817,Y,first,72,7,A,Y
9818,N,third,96,58,B,N
9819,Y,third,56,44,D,Y
9820,N,second,66,53,A,N
9821,N,third,4,1,B,N
9822,N,first,13,18,D,N
9823,Y,second,83,70,D,Y
9824,N,first,12,12,F,N
9825,Y,third,8,13,F,N
9826,Y,third,77,65,C,Y
9827,Y,first,12,15,D,N
9828,N,second,96,31,A,N
9829,N,third,49,58,A,Y
9830,N,third,1,3,B,N
9831,Y,first,20,31,D,Y
9832,Y,second,69,57,A,N
9833,Y,first,23,46,D,Y
9834,N,second,8,22,F,N
9835,N,second,10,89,B,N
9836,Y,third,74,9,D,Y
9837,N,third,8,16,F,N
9838,N,second,35,79,B,N
9839,N,third,6,5,F,N
9840,N,first,18,19,C,N
9841,Y,first,51,51,A,N
9842,Y,third,9,8,A,N
9843,N,second,8,1,D,N
9844,Y,second,5,12,A,N
9845,Y,first,20,31,D,Y
9846,Y,third,69,23,A,Y
9847,Y,first,2,78,A,N
9848,N,third,1,9,F,N
9849,Y,second,72,93,C,N
9850,N,first,20,36,D,N
9851,Y,third,12,70,F,N
9852,Y,third,24,8,F,Y
9853,Y,first,62,96,D,Y
9854,N,second,7,8,F,N
9855,N,first,24,54,B,N
9856,Y,third,25,72,C,N
9857,Y,third,35,38,C,Y
9858,N,first,81,17,D,N
9859,Y,third,81,88,B,N
9860,N,third,21,50,C,Y
9861,Y,third,77,55,C,Y
9862,Y,third,19,5,D,N
9863,N,third,7,5,A,N
9864,Y,third,26,59,D,Y
9865,N,third,8,2,F,Y
9866,Y,first,21,38,A,Y
9867,N,third,85,83,F,Y
9868,Y,third,17,44,C,Y
9869,Y,third,36,52,B,N
9870,Y,third,46,67,F,N
9871,Y,third,82,59,A,Y
9872,Y,third,50,66,B,N
9873,N,second,81,78,B,N
9874,N,first,2,2,D,N
9875,Y,second,51,48,C,Y
9876,N,first,60,96,F,Y
9877,N,second,61,34,B,N
9878,Y,second,6,12,B,N
9879,Y,third,8,11,B,N
9880,Y,second,28,45,C,N
9881,N,first,16,9,F,N
9882,N,second,61,85,C,N
9883,Y,third,68,71,A,N
9884,Y,third,11,24,B,Y
9885,Y,first,51,44,B,Y
9886,Y,third,60,60,C,N
9887,N,second,16,20,F,N
9888,N,third,75,75,A,N
9889,Y,first,72,48,A,Y
9890,Y,third,59,66,B,N
9891,Y,third,6,4,A,N
9892,N,third,5,4,F,N
9893,Y,second,21,3,D,N
9894,N,third,14,1,F,Y
9895,Y,third,94,95,A,N
9896,Y,second,17,11,F,Y
9897,Y,first,64,51,D,N
9898,Y,second,26,51,A,N
9899,N,second,4,12,D,N
9900,N,third,9,14,D,N
9901,Y,third,21,79,F,N
9902,Y,third,78,50,D,N
9903,N,first,63,63,B,N
9904,N,second,59,61,D,Y
9905,N,second,67,80,F,N
9906,Y,third,36,86,B,N
9907,Y,second,2,6,A,N
9908,N,third,34,28,D,Y
9909,Y,third,33,71,D,N
9910,N,first,3,10,C,N
9911,Y,second,30,59,A,Y
9912,Y,third,53,67,F,N
9913,N,second,6,15,F,N
9914,N,second,9,10,A,N
9915,Y,first,64,71,F,Y
9916,N,first,78,95,D,Y
9917,Y,third,20,43,B,Y
9918,N,second,11,21,D,N
9919,Y,first,9,9,D,N
9920,Y,third,70,8,F,N
9921,Y,third,9,9,A,N
9922,N,first,6,7,F,N
9923,Y,second,94,69,A,Y
9924,N,first,7,15,D,N
9925,N,third,72,25,C,N
9926,Y,first,30,17,D,Y
9927,N,third,8,17,F,N
9928,N,second,5,4,D,N
9929,Y,first,74,89,A,N
9930,N,second,70,45,F,N
9931,Y,second,10,4,F,Y
9932,N,second,50,55,C,Y
9933,Y,second,5,33,D,N
9934,Y,first,9,2,A,Y
9935,Y,first,95,40,F,Y
9936,Y,second,93,1,B,Y
9937,Y,third,55,33,B,Y
9938,Y,first,21,44,D,Y
9939,Y,third,60,7,B,N
9940,Y,third,4,14,B,N
9941,N,second,16,27,F,N
9942,N,third,15,27,D,N
9943,N,second,7,11,A,N
9944,Y,first,20,19,A,Y
9945,Y,first,33,54,B,Y
9946,N,second,29,0,C,Y
9947,Y,third,89,0,A,N
9948,Y,second,20,52,D,Y
9949,N,second,62,56,B,N
9950,N,second,6,14,A,N
9951,Y,third,10,44,B,Y
9952,Y,second,73,53,F,N
9953,N,first,71,99,D,N
9954,Y,second,10,51,B,Y
9955,Y,first,60,50,B,N
9956,Y,second,81,8,A,Y
9957,Y,second,79,87,A,Y
9958,Y,third,44,52,D,N
9959,N,second,3,11,F,N
9960,Y,second,25,44,C,Y
9961,Y,second,64,50,B,N
9962,N,first,9,78,F,N
9963,Y,second,19,86,C,N
9964,N,third,68,83,A,N
9965,N,third,4,15,A,N
9966,N,third,9,4,F,N
9967,N,first,91,85,A,Y
9968,Y,third,30,20,D,Y
9969,N,third,1,9,C,N
9970,N,third,14,10,D,N
9971,N,third,81,53,B,Y
9972,N,third,8,11,F,N
9973,Y,second,91,62,D,N
9974,N,second,1,14,D,N
9975,Y,first,35,37,D,Y
9976,Y,third,9,95,F,Y
9977,N,third,48,8,D,N
9978,Y,second,78,88,A,N
9979,Y,second,27,7,B,Y
9980,Y,second,3,5,A,N
9981,Y,third,22,73,D,Y
9982,N,third,8,13,B,N
9983,N,third,7,5,F,N
9984,N,second,16,76,F,N
9985,Y,first,30,42,F,Y
9986,N,third,6,29,F,N
9987,Y,first,5,2,F,Y
9988,Y,second,64,62,A,N
9989,N,first,1,45,F,N
9990,Y,first,59,24,C,Y
9991,N,third,64,83,B,N
9992,Y,first,28,26,F,Y
9993,N,second,88,95,C,N
9994,Y,third,11,74,A,Y
9995,Y,third,56,8,F,Y
9996,N,first,15,34,F,N
9997,Y,third,39,72,D,N
9998,Y,first,24,7,C,Y
9999,Y,third,17,52,C,N
10000,Y,first,64,68,B,Y
10001,Y,third,9,2,A,N
10002,N,third,61,75,B,N
10003,Y,second,67,60,B,N
10004,Y,first,63,80,F,N
10005,Y,first,26,56,D,Y
10006,Y,third,11,1,D,N
10007,Y,second,5,13,F,N
10008,N,third,9,7,F,N
10009,N,third,1,6,A,N
10010,Y,third,83,21,B,N
10011,Y,first,9,13,D,N
10012,N,first,8,5,F,N
10013,Y,third,29,38,D,Y
10014,Y,first,3,1,B,Y
10015,Y,second,25,36,B,Y
10016,N,third,59,93,C,N
10017,Y,first,10,4,F,Y
10018,N,second,60,54,C,Y
10019,Y,third,54,63,A,Y
10020,Y,first,10,50,D,Y
10021,Y,third,98,68,A,N
10022,Y,third,64,74,A,N
10023,Y,second,98,60,A,N
10024,Y,third,5,1,B,N
10025,Y,first,69,65,C,Y
10026,N,third,95,96,B,N
10027,N,third,7,14,A,N
10028,Y,second,38,75,F,N
10029,N,third,9,5,F,N
10030,Y,third,18,4,F,Y
10031,Y,first,44,66,D,Y
10032,Y,third,5,21,F,N
10033,N,second,77,71,A,N
10034,Y,second,12,21,F,N
10035,Y,second,88,58,B,N
10036,Y,second,71,31,F,Y
10037,Y,third,55,97,A,Y
10038,N,first,73,10,C,N
10039,N,second,50,80,D,N
10040,Y,second,25,45,B,Y
10041,N,third,35,55,B,Y
10042,Y,third,19,71,F,N
10043,Y,second,40,88,A,Y
10044,Y,first,64,61,A,Y
10045,Y,first,86,57,A,Y
10046,Y,third,21,66,C,N
10047,Y,third,41,61,A,N
10048,Y,third,54,53,F,N
10049,Y,first,51,34,C,Y
10050,N,third,99,88,D,N
10051,Y,third,27,34,C,Y
10052,Y,first,79,72,B,N
10053,Y,third,25,56,A,N
10054,N,second,15,0,F,Y
10055,Y,first,93,10,D,Y
10056,N,second,4,8,F,N
10057,Y,third,46,84,F,Y
10058,Y,second,18,16,D,N
10059,Y,third,44,36,F,Y
10060,Y,first,79,43,C,Y
10061,N,second,3,29,F,N
10062,N,third,90,70,A,Y
10063,N,third,61,54,C,Y
10064,Y,third,84,79,A,N
10065,Y,third,94,82,A,Y
10066,N,second,79,84,F,N
10067,N,third,2,5,A,N
10068,Y,third,73,63,B,N
10069,N,third,2,12,F,N
10070,Y,third,43,25,A,Y
10071,Y,third,16,43,B,Y
10072,Y,third,18,52,F,N
10073,N,second,63,53,F,Y
10074,Y,second,72,43,F,N
10075,N,third,6,10,A,N
10076,Y,third,80,20,D,Y
10077,N,first,20,63,A,N
10078,N,second,99,35,F,N
10079,Y,second,51,36,A,Y
10080,Y,first,14,51,D,Y
10081,Y,third,42,50,A,N
10082,N,third,2,1,B,N
10083,Y,second,70,14,B,N
10084,N,second,92,33,A,N
10085,Y,first,34,98,B,N
10086,Y,third,10,65,D,N
10087,Y,third,12,54,B,N
10088,Y,third,6,11,A,N
