,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,passed_checkpoint_1,passed_checkpoint_2,passed_checkpoint_3
8425,Y,third,67,70,B,55.0,69.0,C,25.0,D,77.0,C,F,A,14,2,3,N,True,True,True
8426,Y,first,10,8,F,,,,,,,,,,3,0,1,Y,False,False,False
8427,Y,second,22,47,C,,,,,,,,,,0,2,0,Y,False,False,False
8428,N,first,11,14,F,50.0,51.0,F,63.0,B,56.0,C,B,B,27,12,7,N,True,True,True
8429,Y,first,7,18,F,28.0,36.0,B,60.0,A,99.0,F,F,B,27,8,6,N,True,True,True
8430,N,first,18,21,F,23.0,35.0,D,98.0,B,68.0,F,A,D,24,11,5,N,True,True,True
8431,Y,second,65,75,A,66.0,28.0,A,69.0,F,65.0,A,F,B,5,9,4,N,True,True,True
8432,N,third,1,12,F,3.0,12.0,A,35.0,A,29.0,D,C,D,1,1,1,N,True,True,True
8433,N,third,7,10,F,13.0,42.0,A,42.0,B,24.0,A,F,A,2,3,2,N,True,True,True
8434,N,first,81,69,B,74.0,39.0,C,11.0,A,87.0,D,F,F,3,4,1,N,True,True,True
8435,N,third,3,8,A,10.0,23.0,D,35.0,A,20.0,C,C,D,4,1,1,N,True,True,True
8436,Y,first,36,47,D,9.0,52.0,F,46.0,D,15.0,F,F,F,0,6,1,Y,True,True,True
8437,Y,third,63,74,B,90.0,29.0,A,0.0,F,80.0,C,F,B,7,7,4,N,True,True,True
8438,Y,third,38,46,A,23.0,3.0,A,51.0,B,18.0,F,F,D,9,7,1,Y,True,True,True
8439,Y,third,11,19,A,29.0,46.0,A,44.0,A,13.0,D,D,D,9,0,2,Y,True,True,True
8440,N,first,5,8,D,47.0,36.0,B,63.0,A,47.0,A,A,B,18,13,5,N,True,True,True
8441,Y,first,56,65,C,93.0,61.0,C,57.0,F,76.0,A,F,B,8,7,5,N,True,True,True
8442,N,third,8,1,A,13.0,15.0,A,29.0,A,20.0,A,F,A,0,3,1,N,True,True,True
8443,Y,first,24,30,B,9.0,7.0,F,12.0,D,,,,,8,1,1,Y,True,True,False
8444,Y,second,73,64,B,76.0,45.0,C,99.0,C,82.0,A,F,B,14,6,3,N,True,True,True
8445,N,second,15,23,F,,,,,,,,,,0,1,0,Y,False,False,False
8446,Y,first,13,65,A,81.0,38.0,B,90.0,F,56.0,D,F,B,7,6,5,N,True,True,True
8447,Y,first,49,44,B,19.0,52.0,D,,,,,,,1,1,1,Y,True,False,False
8448,Y,third,22,13,B,,,,,,,,,,3,2,1,Y,False,False,False
8449,N,second,9,5,F,8.0,20.0,B,37.0,B,22.0,B,A,C,0,1,1,N,True,True,True
8450,N,third,69,91,D,97.0,75.0,D,67.0,D,73.0,F,A,A,6,11,2,N,True,True,True
8451,N,third,22,9,B,,,,,,,,,,2,0,1,Y,False,False,False
8452,Y,first,53,57,B,36.0,8.0,F,,,,,,,0,1,0,Y,True,False,False
8453,Y,first,23,8,C,,,,,,,,,,0,2,0,Y,False,False,False
8454,Y,third,98,7,B,87.0,34.0,C,36.0,C,16.0,A,A,C,6,6,3,N,True,True,True
8455,N,second,23,30,F,,,,,,,,,,7,0,0,Y,False,False,False
8456,N,third,83,95,A,77.0,87.0,A,39.0,A,51.0,A,B,D,6,10,5,N,True,True,True
8457,Y,third,62,50,A,86.0,89.0,B,71.0,A,60.0,A,C,C,12,10,4,N,True,True,True
8458,N,third,2,11,F,2.0,34.0,F,33.0,A,29.0,A,C,C,2,1,2,N,True,True,True
8459,N,first,60,53,D,71.0,57.0,D,,,,,,,2,2,2,Y,True,False,False
8460,N,third,4,9,A,5.0,18.0,D,26.0,D,29.0,B,A,D,3,3,2,N,True,True,True
8461,N,third,11,18,F,,,,,,,,,,7,1,1,Y,False,False,False
8462,Y,third,0,79,A,35.0,26.0,F,39.0,D,,,,,1,1,1,Y,True,True,False
8463,N,second,24,67,D,22.0,46.0,F,,,,,,,0,1,2,Y,True,False,False
8464,Y,third,44,40,A,2.0,20.0,F,,,,,,,0,1,1,Y,True,False,False
8465,Y,third,15,37,C,,,,,,,,,,2,1,0,Y,False,False,False
8466,Y,first,32,93,A,58.0,18.0,A,3.0,F,20.0,F,F,F,6,3,0,Y,True,True,True
8467,Y,third,50,36,C,61.0,1.0,F,,,,,,,1,2,0,Y,True,False,False
8468,Y,second,33,69,F,55.0,56.0,A,84.0,C,91.0,C,F,B,9,8,3,N,True,True,True
8469,N,second,5,9,A,10.0,37.0,F,26.0,B,22.0,C,A,C,0,1,2,N,True,True,True
8470,N,second,38,77,A,62.0,73.0,B,81.0,F,90.0,D,A,C,19,18,1,N,True,True,True
8471,Y,third,3,25,D,35.0,53.0,C,78.0,B,57.0,A,A,D,18,3,6,N,True,True,True
8472,Y,second,38,74,B,67.0,72.0,D,77.0,A,57.0,A,F,F,5,8,5,N,True,True,True
8473,Y,third,27,47,F,,,,,,,,,,3,2,1,Y,False,False,False
8474,Y,third,27,42,D,9.0,18.0,D,,,,,,,0,1,1,Y,True,False,False
8475,Y,second,62,67,D,33.0,49.0,D,16.0,D,,,,,3,3,1,Y,True,True,False
8476,Y,first,23,52,D,13.0,28.0,C,,,,,,,2,1,1,Y,True,False,False
8477,Y,first,16,13,F,45.0,49.0,C,73.0,C,95.0,C,B,B,14,14,7,N,True,True,True
8478,N,second,97,47,F,49.0,27.0,A,19.0,F,81.0,C,F,C,3,6,3,N,True,True,True
8479,Y,third,46,63,D,85.0,37.0,B,21.0,F,89.0,D,A,A,11,8,3,N,True,True,True
8480,N,first,43,5,C,94.0,15.0,B,43.0,C,76.0,F,D,D,7,15,4,N,True,True,True
8481,Y,third,75,69,A,49.0,69.0,A,74.0,C,62.0,C,F,A,19,11,4,N,True,True,True
8482,N,third,7,2,A,1.0,53.0,D,29.0,B,28.0,B,C,A,2,1,1,N,True,True,True
8483,Y,first,15,28,A,62.0,55.0,C,5.0,A,9.0,F,F,C,3,3,1,Y,True,True,True
8484,N,third,51,51,C,36.0,5.0,C,,,,,,,1,1,1,Y,True,False,False
8485,Y,first,38,72,A,16.0,65.0,D,14.0,C,9.0,C,D,D,10,2,2,Y,True,True,True
8486,Y,second,98,33,B,83.0,75.0,A,49.0,F,41.0,B,A,C,11,6,4,N,True,True,True
8487,N,second,87,88,F,77.0,74.0,B,3.0,F,66.0,B,F,F,3,7,1,N,True,True,True
8488,Y,first,6,76,F,39.0,54.0,A,49.0,A,21.0,A,F,A,3,23,9,N,True,True,True
8489,N,second,17,11,F,51.0,34.0,D,93.0,C,76.0,C,A,A,13,15,5,N,True,True,True
8490,N,second,3,89,B,12.0,0.0,F,77.0,D,,,,,9,4,0,Y,True,True,False
8491,Y,second,15,77,D,68.0,28.0,B,25.0,F,70.0,B,F,A,12,6,5,N,True,True,True
8492,Y,first,22,38,F,39.0,32.0,F,,,,,,,0,1,0,Y,True,False,False
8493,N,first,83,34,A,45.0,43.0,A,20.0,A,50.0,A,A,D,6,9,4,N,True,True,True
8494,Y,first,24,45,F,48.0,31.0,C,,,,,,,3,0,1,Y,True,False,False
8495,Y,first,17,13,F,23.0,54.0,F,58.0,C,69.0,D,C,C,29,16,4,N,True,True,True
8496,Y,second,97,83,C,79.0,63.0,A,25.0,F,84.0,A,F,F,0,13,1,N,True,True,True
8497,N,second,92,34,A,24.0,30.0,C,56.0,B,30.0,B,F,F,6,13,6,N,True,True,True
8498,Y,second,78,77,B,42.0,37.0,B,23.0,F,,,,,8,2,0,Y,True,True,False
8499,Y,third,3,2,A,4.0,47.0,D,26.0,D,25.0,A,C,C,3,3,1,N,True,True,True
8500,N,second,6,9,F,31.0,49.0,D,90.0,B,63.0,A,B,B,22,11,5,N,True,True,True
8501,N,first,6,27,D,40.0,31.0,F,80.0,D,70.0,F,D,C,18,8,7,N,True,True,True
8502,Y,first,21,44,D,5.0,21.0,F,,,,,,,0,1,1,Y,True,False,False
8503,Y,first,41,42,D,45.0,3.0,F,,,,,,,2,0,0,Y,True,False,False
8504,N,third,40,40,B,62.0,52.0,C,14.0,D,3.0,B,A,D,11,12,6,N,True,True,True
8505,N,third,3,9,A,3.0,45.0,C,47.0,B,21.0,A,A,A,2,1,1,N,True,True,True
8506,Y,second,79,5,C,13.0,98.0,B,56.0,C,31.0,F,A,F,2,2,3,Y,True,True,True
8507,Y,first,85,9,B,42.0,49.0,B,26.0,D,32.0,B,D,F,10,24,1,N,True,True,True
8508,Y,third,44,88,B,1.0,87.0,B,86.0,D,,,,,11,3,0,Y,True,True,False
8509,N,second,30,5,A,81.0,31.0,A,89.0,F,,,,,10,2,3,Y,True,True,False
8510,N,third,51,25,A,12.0,24.0,F,91.0,F,,,,,11,3,1,Y,True,True,False
8511,Y,first,2,3,F,,,,,,,,,,0,0,1,Y,False,False,False
8512,Y,third,96,83,D,58.0,24.0,D,12.0,B,50.0,A,A,A,5,11,3,N,True,True,True
8513,N,first,48,32,D,71.0,37.0,C,11.0,A,18.0,D,C,D,9,9,6,N,True,True,True
8514,N,second,66,77,D,26.0,63.0,A,44.0,C,62.0,C,F,C,3,4,6,N,True,True,True
8515,Y,first,44,47,B,25.0,33.0,D,,,,,,,1,1,0,Y,True,False,False
8516,Y,third,67,60,D,79.0,53.0,B,89.0,C,98.0,F,A,F,9,8,4,N,True,True,True
8517,Y,second,89,97,A,89.0,79.0,A,24.0,C,34.0,D,B,D,7,7,4,N,True,True,True
8518,Y,third,65,40,A,88.0,96.0,F,34.0,A,22.0,F,F,C,11,6,2,N,True,True,True
8519,N,third,2,9,F,2.0,48.0,A,36.0,A,21.0,B,A,B,0,2,1,N,True,True,True
8520,Y,first,35,52,F,87.0,78.0,A,26.0,F,59.0,F,F,B,11,9,5,N,True,True,True
8521,Y,third,93,35,F,96.0,59.0,A,52.0,B,58.0,B,D,C,4,11,2,N,True,True,True
8522,N,second,50,64,B,11.0,89.0,C,,,,,,,1,2,0,Y,True,False,False
8523,N,second,88,59,A,74.0,96.0,A,18.0,A,31.0,B,F,A,15,6,5,N,True,True,True
8524,Y,third,77,98,F,56.0,31.0,C,9.0,A,39.0,C,F,D,0,1,3,Y,True,True,True
8525,N,second,60,51,F,63.0,47.0,A,,,,,,,6,0,2,Y,True,False,False
8526,N,second,9,9,A,13.0,34.0,C,35.0,B,22.0,B,C,A,0,2,1,N,True,True,True
8527,N,third,10,5,F,,,,,,,,,,5,0,0,Y,False,False,False
8528,N,third,3,9,A,8.0,29.0,C,35.0,A,28.0,A,B,C,3,2,2,N,True,True,True
8529,N,third,8,7,A,7.0,16.0,A,49.0,B,23.0,B,C,C,3,2,2,N,True,True,True
8530,Y,third,42,59,D,84.0,76.0,B,55.0,A,93.0,F,F,A,9,8,4,N,True,True,True
8531,Y,third,13,46,C,41.0,30.0,F,78.0,D,67.0,F,A,D,3,19,4,N,True,True,True
8532,N,second,5,9,A,10.0,37.0,C,41.0,A,21.0,A,A,A,0,2,2,N,True,True,True
8533,N,second,32,72,A,13.0,66.0,B,41.0,A,7.0,F,F,A,2,24,5,N,True,True,True
8534,Y,third,72,53,A,80.0,55.0,B,19.0,C,99.0,C,A,A,14,6,3,N,True,True,True
8535,Y,second,6,16,D,39.0,38.0,B,64.0,B,92.0,A,D,D,16,16,5,N,True,True,True
8536,Y,third,48,21,F,53.0,0.0,F,32.0,F,,,,,4,3,0,Y,True,True,False
8537,Y,second,7,97,D,37.0,50.0,B,50.0,B,96.0,C,C,A,4,15,6,N,True,True,True
8538,N,second,82,54,D,58.0,49.0,C,11.0,A,83.0,C,A,F,8,4,5,N,True,True,True
8539,N,third,12,25,D,24.0,51.0,C,73.0,D,34.0,D,F,B,8,15,8,N,True,True,True
8540,N,second,91,16,C,23.0,69.0,F,2.0,C,48.0,C,C,A,9,1,1,N,True,True,True
8541,Y,third,86,29,A,13.0,96.0,B,64.0,D,34.0,C,D,D,3,7,3,Y,True,True,True
8542,Y,first,18,9,D,,,,,,,,,,1,1,1,Y,False,False,False
8543,Y,second,63,40,C,55.0,61.0,A,3.0,F,26.0,A,F,D,11,9,1,N,True,True,True
8544,N,second,37,63,A,20.0,68.0,D,63.0,C,6.0,A,D,D,15,6,6,N,True,True,True
8545,Y,first,32,83,F,10.0,35.0,A,26.0,B,51.0,D,F,A,6,2,8,N,True,True,True
8546,Y,third,6,14,A,8.0,46.0,F,31.0,B,26.0,D,A,A,0,1,2,N,True,True,True
8547,Y,first,24,64,A,94.0,62.0,F,97.0,C,78.0,D,F,A,6,8,3,N,True,True,True
8548,Y,third,60,50,D,51.0,63.0,A,48.0,F,38.0,A,F,A,9,4,1,N,True,True,True
8549,Y,third,31,33,A,29.0,58.0,C,69.0,D,39.0,F,C,C,6,4,0,Y,True,True,True
8550,N,second,35,52,F,8.0,83.0,D,68.0,A,47.0,B,C,C,18,18,7,N,True,True,True
8551,N,first,73,71,F,70.0,62.0,F,,,,,,,3,0,0,Y,True,False,False
8552,N,third,84,53,A,81.0,93.0,A,,,,,,,6,4,2,Y,True,False,False
8553,Y,first,54,22,A,45.0,17.0,D,,,,,,,0,2,1,Y,True,False,False
8554,N,third,26,63,B,58.0,31.0,F,,,,,,,2,2,2,Y,True,False,False
8555,N,second,89,32,B,61.0,58.0,D,56.0,D,59.0,B,D,F,13,4,8,N,True,True,True
8556,Y,second,8,14,D,36.0,46.0,C,81.0,A,22.0,B,F,B,7,19,5,N,True,True,True
8557,Y,third,54,96,B,16.0,78.0,F,94.0,C,71.0,F,C,A,17,9,4,N,True,True,True
8558,Y,first,17,7,A,53.0,28.0,D,10.0,D,31.0,D,C,F,4,5,2,Y,True,True,True
8559,N,second,3,17,D,27.0,42.0,D,88.0,F,57.0,C,C,A,28,6,7,N,True,True,True
8560,N,third,15,24,B,,,,,,,,,,3,0,1,Y,False,False,False
8561,Y,third,5,3,A,3.0,24.0,D,26.0,A,26.0,D,F,A,1,1,1,N,True,True,True
8562,Y,second,32,40,A,3.0,5.0,D,,,,,,,1,1,1,Y,True,False,False
8563,Y,second,6,82,D,10.0,51.0,B,44.0,D,,,,,3,0,1,Y,True,True,False
8564,N,first,91,54,A,62.0,69.0,A,28.0,C,59.0,F,C,D,5,10,1,N,True,True,True
8565,N,second,46,98,D,54.0,77.0,F,29.0,A,34.0,A,C,A,9,15,4,N,True,True,True
8566,N,second,95,85,A,41.0,95.0,C,6.0,A,29.0,F,A,A,18,8,2,N,True,True,True
8567,Y,third,77,27,D,95.0,72.0,D,58.0,B,78.0,A,D,A,14,7,1,N,True,True,True
8568,Y,second,55,29,A,33.0,11.0,F,,,,,,,0,1,0,Y,True,False,False
8569,N,second,64,51,F,85.0,36.0,A,4.0,A,55.0,F,A,B,10,6,5,N,True,True,True
8570,N,second,73,18,A,16.0,12.0,C,68.0,F,,,,,3,1,1,Y,True,True,False
8571,N,third,51,82,C,79.0,93.0,D,,,,,,,2,4,2,Y,True,False,False
8572,N,third,64,61,A,49.0,71.0,F,,,,,,,2,3,2,Y,True,False,False
8573,Y,first,17,54,A,73.0,23.0,F,52.0,F,51.0,C,F,B,17,9,5,N,True,True,True
8574,Y,third,55,34,C,62.0,20.0,D,,,,,,,0,0,0,Y,True,False,False
8575,N,first,17,27,F,29.0,43.0,F,87.0,B,93.0,C,B,D,4,16,7,N,True,True,True
8576,Y,first,66,45,B,65.0,60.0,A,19.0,C,,,,,6,0,0,Y,True,True,False
8577,Y,third,21,42,B,36.0,48.0,D,,,,,,,4,1,1,Y,True,False,False
8578,N,third,13,11,F,45.0,35.0,B,68.0,C,95.0,B,F,B,5,5,6,N,True,True,True
8579,Y,second,31,32,A,65.0,26.0,A,37.0,D,20.0,F,D,F,6,0,2,Y,True,True,True
8580,N,third,5,6,A,11.0,38.0,C,35.0,B,26.0,A,F,A,1,3,2,N,True,True,True
8581,Y,third,26,78,B,90.0,23.0,C,5.0,F,89.0,A,F,D,11,7,2,N,True,True,True
8582,N,third,44,52,B,10.0,82.0,F,,,,,,,4,2,1,Y,True,False,False
8583,Y,first,29,38,F,,,,,,,,,,4,1,1,Y,False,False,False
8584,Y,third,58,36,C,28.0,8.0,F,,,,,,,1,1,1,Y,True,False,False
8585,N,second,17,20,F,43.0,41.0,C,82.0,B,77.0,C,A,D,27,19,4,N,True,True,True
8586,N,third,14,15,F,53.0,50.0,F,60.0,B,63.0,B,F,A,15,17,7,N,True,True,True
8587,Y,third,28,4,D,41.0,49.0,D,68.0,C,,,,,5,3,0,Y,True,True,False
8588,Y,first,13,9,F,,,,,,,,,,0,1,1,Y,False,False,False
8589,Y,second,28,4,F,,,,,,,,,,3,1,0,Y,False,False,False
8590,Y,third,46,22,B,33.0,79.0,B,38.0,F,,,,,0,4,1,Y,True,True,False
8591,Y,second,20,78,F,56.0,18.0,D,42.0,C,99.0,B,B,A,14,6,3,N,True,True,True
8592,Y,third,94,33,D,16.0,73.0,A,52.0,C,,,,,10,0,0,Y,True,True,False
8593,N,third,7,5,A,4.0,53.0,C,26.0,A,25.0,A,C,C,2,1,1,N,True,True,True
8594,Y,first,45,37,D,40.0,6.0,F,,,,,,,2,1,1,Y,True,False,False
8595,N,second,82,97,A,83.0,86.0,F,30.0,C,84.0,A,D,B,3,8,5,N,True,True,True
8596,Y,second,47,38,F,3.0,51.0,F,,,,,,,4,1,0,Y,True,False,False
8597,N,first,12,5,D,35.0,53.0,B,65.0,B,54.0,A,D,D,28,18,4,N,True,True,True
8598,Y,first,22,41,D,25.0,40.0,D,,,,,,,1,1,1,Y,True,False,False
8599,Y,third,96,17,F,74.0,60.0,F,37.0,A,67.0,A,C,F,12,5,5,N,True,True,True
8600,Y,first,3,3,C,77.0,18.0,D,34.0,B,83.0,A,B,C,4,8,2,N,True,True,True
8601,Y,third,17,12,F,,,,,,,,,,3,0,0,Y,False,False,False
8602,Y,second,8,4,D,46.0,44.0,D,61.0,C,70.0,B,A,B,10,19,7,N,True,True,True
8603,Y,second,52,48,A,56.0,31.0,F,8.0,D,35.0,F,F,F,5,0,1,Y,True,True,True
8604,Y,second,61,59,D,88.0,62.0,A,75.0,A,22.0,A,B,D,4,5,5,N,True,True,True
8605,N,third,60,99,D,72.0,13.0,A,55.0,D,76.0,F,B,C,15,5,3,N,True,True,True
8606,N,third,84,96,D,52.0,48.0,F,,,,,,,7,3,0,Y,True,False,False
8607,N,third,8,16,B,13.0,55.0,D,27.0,A,21.0,F,C,C,4,1,1,N,True,True,True
8608,Y,third,67,48,C,14.0,85.0,F,60.0,D,70.0,A,F,A,1,12,4,N,True,True,True
8609,Y,third,29,78,A,7.0,35.0,A,0.0,D,17.0,F,D,F,7,2,1,Y,True,True,True
8610,N,third,41,68,A,43.0,37.0,C,,,,,,,1,0,2,Y,True,False,False
8611,N,third,6,2,A,1.0,57.0,A,48.0,B,24.0,C,D,D,0,2,2,N,True,True,True
8612,N,third,88,96,A,79.0,99.0,F,11.0,A,85.0,A,F,B,4,8,3,N,True,True,True
8613,Y,first,21,61,F,59.0,12.0,F,37.0,F,,,,,8,1,1,Y,True,True,False
8614,N,third,79,87,C,59.0,14.0,A,52.0,A,63.0,F,C,A,18,11,2,N,True,True,True
8615,Y,second,11,17,D,38.0,45.0,B,87.0,D,24.0,A,B,B,11,6,8,N,True,True,True
8616,Y,third,73,54,F,69.0,44.0,B,56.0,D,56.0,D,F,A,16,6,5,N,True,True,True
8617,Y,third,42,48,A,54.0,94.0,D,46.0,F,30.0,D,F,F,11,4,2,Y,True,True,True
8618,Y,second,45,56,D,28.0,49.0,F,,,,,,,2,1,1,Y,True,False,False
8619,Y,first,40,67,C,86.0,75.0,B,39.0,F,3.0,F,D,B,0,15,3,N,True,True,True
8620,N,second,4,17,F,53.0,32.0,D,80.0,F,65.0,C,C,C,29,4,4,N,True,True,True
8621,Y,third,50,55,A,52.0,74.0,B,44.0,F,19.0,A,C,D,14,4,3,N,True,True,True
8622,N,first,10,27,D,21.0,37.0,D,58.0,D,44.0,C,C,B,5,4,6,N,True,True,True
8623,N,first,41,89,F,83.0,91.0,F,42.0,B,27.0,B,A,C,4,19,5,N,True,True,True
8624,Y,first,36,53,D,42.0,48.0,F,,,,,,,4,0,0,Y,True,False,False
8625,N,third,16,5,D,23.0,41.0,D,84.0,B,80.0,F,C,B,12,6,5,N,True,True,True
8626,Y,third,4,12,F,10.0,9.0,C,44.0,A,25.0,F,A,C,3,2,2,N,True,True,True
8627,Y,third,23,61,B,60.0,51.0,A,75.0,F,53.0,A,C,A,14,7,5,N,True,True,True
8628,Y,third,42,47,D,51.0,76.0,B,99.0,A,15.0,D,D,F,11,24,8,N,True,True,True
8629,N,third,6,3,A,9.0,22.0,D,46.0,B,24.0,B,B,A,4,2,2,N,True,True,True
8630,N,first,13,21,F,30.0,39.0,D,57.0,B,40.0,B,F,B,14,16,5,N,True,True,True
8631,Y,third,3,9,B,6.0,53.0,C,39.0,B,21.0,A,C,C,4,2,2,N,True,True,True
8632,N,third,63,50,A,57.0,4.0,A,8.0,F,91.0,C,B,A,16,4,5,N,True,True,True
8633,N,third,5,5,B,6.0,37.0,C,36.0,B,28.0,B,A,D,4,1,2,N,True,True,True
8634,Y,first,18,19,F,,,,,,,,,,0,0,1,Y,False,False,False
8635,Y,second,8,48,A,66.0,51.0,F,33.0,F,,,,,9,2,1,Y,True,True,False
8636,Y,third,57,99,A,30.0,55.0,A,33.0,A,4.0,D,F,D,3,0,2,Y,True,True,True
8637,Y,second,72,33,B,55.0,68.0,C,66.0,B,36.0,D,D,C,9,3,2,N,True,True,True
8638,N,third,2,7,A,9.0,11.0,B,44.0,A,22.0,A,F,C,4,2,1,N,True,True,True
8639,N,third,62,22,A,29.0,23.0,A,63.0,B,,,,,11,4,1,Y,True,True,False
8640,Y,second,25,25,D,,,,,,,,,,2,0,1,Y,False,False,False
8641,N,second,3,24,D,32.0,38.0,C,67.0,C,39.0,C,B,D,22,10,8,N,True,True,True
8642,N,third,3,3,A,1.0,51.0,C,25.0,A,20.0,C,C,C,4,1,2,N,True,True,True
8643,Y,first,9,10,F,,,,,,,,,,1,1,1,Y,False,False,False
8644,N,second,13,27,D,37.0,40.0,D,45.0,C,24.0,C,B,C,4,14,8,N,True,True,True
8645,Y,first,47,39,D,10.0,9.0,C,,,,,,,4,0,0,Y,True,False,False
8646,Y,second,5,93,B,97.0,8.0,C,30.0,D,5.0,A,C,A,1,14,5,N,True,True,True
8647,Y,third,14,33,D,78.0,18.0,B,76.0,C,,,,,11,0,1,Y,True,True,False
8648,Y,first,30,29,F,32.0,39.0,B,36.0,D,60.0,A,F,D,4,8,5,N,True,True,True
8649,Y,second,29,50,D,,,,,,,,,,2,2,1,Y,False,False,False
8650,Y,first,5,10,D,26.0,35.0,C,72.0,B,83.0,B,B,B,21,18,7,N,True,True,True
8651,Y,third,18,73,B,60.0,37.0,A,89.0,B,58.0,A,F,A,8,6,5,N,True,True,True
8652,N,second,1,6,D,52.0,33.0,D,73.0,A,71.0,C,F,C,17,5,5,N,True,True,True
8653,N,second,10,9,D,30.0,48.0,C,52.0,C,38.0,C,B,C,28,17,6,N,True,True,True
8654,Y,first,35,75,A,55.0,55.0,C,16.0,B,68.0,F,D,A,7,7,2,N,True,True,True
8655,Y,third,22,33,D,,,,,,,,,,2,1,0,Y,False,False,False
8656,Y,first,49,53,A,40.0,26.0,F,,,,,,,3,1,0,Y,True,False,False
8657,N,third,70,85,B,81.0,78.0,C,63.0,F,85.0,A,C,D,10,8,1,N,True,True,True
8658,N,third,17,28,D,34.0,50.0,D,67.0,B,69.0,C,A,C,22,7,5,N,True,True,True
8659,Y,second,97,42,A,61.0,95.0,A,6.0,A,52.0,C,B,A,17,5,2,N,True,True,True
8660,N,first,86,44,C,72.0,94.0,B,64.0,A,89.0,D,A,C,17,7,3,N,True,True,True
8661,Y,second,36,86,B,95.0,18.0,B,67.0,F,19.0,B,B,D,1,3,7,N,True,True,True
8662,N,second,63,38,A,67.0,55.0,C,76.0,D,50.0,B,A,D,10,5,1,N,True,True,True
8663,Y,third,16,63,A,84.0,56.0,A,52.0,A,95.0,A,F,A,17,8,3,N,True,True,True
8664,N,third,4,13,D,44.0,41.0,D,83.0,C,30.0,A,B,C,19,13,5,N,True,True,True
8665,Y,third,82,31,C,15.0,2.0,C,64.0,D,,,,,5,3,0,Y,True,True,False
8666,Y,third,4,9,A,3.0,45.0,D,46.0,F,20.0,F,A,A,1,3,2,N,True,True,True
8667,Y,third,19,38,B,,,,,,,,,,1,2,0,Y,False,False,False
8668,N,third,2,9,B,2.0,52.0,B,26.0,A,27.0,A,D,D,1,1,2,N,True,True,True
8669,Y,second,77,75,A,70.0,75.0,A,20.0,F,57.0,C,F,D,12,8,5,N,True,True,True
8670,Y,first,54,29,C,60.0,18.0,F,,,,,,,1,0,0,Y,True,False,False
8671,Y,second,62,3,F,89.0,74.0,A,30.0,A,28.0,C,F,D,13,3,2,Y,True,True,True
8672,Y,first,32,35,D,39.0,23.0,F,25.0,A,1.0,D,F,F,4,5,0,Y,True,True,True
8673,Y,first,8,18,F,,,,,,,,,,1,0,1,Y,False,False,False
8674,N,second,9,13,A,5.0,39.0,F,48.0,B,23.0,A,F,A,2,1,1,N,True,True,True
8675,Y,third,27,70,B,84.0,52.0,B,44.0,F,94.0,D,D,D,14,8,2,N,True,True,True
8676,N,first,88,37,A,65.0,18.0,F,41.0,F,44.0,F,F,A,8,4,3,N,True,True,True
8677,Y,third,70,83,F,15.0,84.0,C,40.0,D,1.0,B,A,D,12,24,7,N,True,True,True
8678,N,third,4,1,A,8.0,17.0,B,35.0,A,21.0,D,B,B,4,2,1,N,True,True,True
8679,Y,second,61,36,A,87.0,13.0,B,27.0,A,58.0,B,F,F,14,4,3,N,True,True,True
8680,Y,second,9,1,A,4.0,17.0,A,40.0,D,24.0,F,D,C,3,3,1,N,True,True,True
8681,Y,third,34,72,D,77.0,60.0,B,87.0,B,67.0,A,F,A,16,5,2,N,True,True,True
8682,Y,third,27,79,B,56.0,51.0,B,12.0,F,87.0,A,F,A,9,7,4,N,True,True,True
8683,Y,third,89,37,B,73.0,36.0,B,89.0,B,34.0,D,A,C,15,3,2,N,True,True,True
8684,N,third,9,13,A,1.0,41.0,D,48.0,A,28.0,F,A,A,4,1,2,N,True,True,True
8685,N,second,72,60,A,42.0,66.0,F,,,,,,,4,3,1,Y,True,False,False
8686,Y,second,25,56,B,65.0,51.0,A,62.0,A,34.0,D,B,F,11,4,0,Y,True,True,True
8687,Y,first,30,25,A,27.0,72.0,B,11.0,C,5.0,D,D,D,7,1,3,Y,True,True,True
8688,N,third,1,8,A,12.0,20.0,D,32.0,B,26.0,B,C,D,3,1,1,N,True,True,True
8689,N,second,9,2,D,47.0,46.0,D,55.0,B,67.0,F,B,C,3,10,5,N,True,True,True
8690,Y,first,19,53,B,6.0,67.0,B,49.0,F,77.0,F,B,F,9,17,7,N,True,True,True
8691,N,first,28,93,A,44.0,26.0,F,47.0,D,66.0,A,F,A,17,22,2,N,True,True,True
8692,N,third,1,13,A,10.0,37.0,B,42.0,D,26.0,A,D,A,3,2,1,N,True,True,True
8693,Y,third,7,2,A,5.0,36.0,F,34.0,A,28.0,F,D,A,3,2,2,N,True,True,True
8694,Y,second,87,7,A,76.0,52.0,A,10.0,C,21.0,F,C,F,6,3,2,Y,True,True,True
8695,Y,second,90,60,D,84.0,18.0,A,4.0,B,38.0,C,D,D,4,6,5,N,True,True,True
8696,Y,second,69,71,F,61.0,99.0,A,21.0,A,71.0,A,D,D,8,10,3,N,True,True,True
8697,N,third,79,31,B,19.0,5.0,D,39.0,C,4.0,C,B,F,0,3,7,N,True,True,True
8698,Y,second,7,29,D,39.0,41.0,D,66.0,B,53.0,F,D,D,6,16,7,N,True,True,True
8699,Y,first,6,11,D,,,,,,,,,,3,1,0,Y,False,False,False
